Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Nick Sandlin","LAA",8.2,0.19101124,0.64705882,0.38853503,0.58823529,0.79545455,0.73770492,0.43312102,18.12068966,"Nick Sandlin",20517,680704
"Tanner Banks","PHI",19.2,0.35148515,0.69662921,0.51315789,0.66197183,0.83870968,0.77435897,0.46842105,18.10320285,"Tanner Banks",16990,621383
"Tyler Mahle","SFG",51.2,0.27623126,0.6076555,0.43276836,0.65891473,0.88188976,0.80678851,0.47231638,18.09188361,"Tyler Mahle",16358,641816
"Luinder Avila","KCR",18.1,0.25888325,0.62264151,0.42134831,0.54901961,0.84848485,0.74666667,0.44662921,18.08791209,"Luinder Avila",24452,679883
"Philip Abner","ARI",2.1,0.11764706,0.52941176,0.32352941,1,0.88888889,0.90909091,0.5,18.07692308,"Philip Abner",33821,691769
"Gregory Santos","SFG",5,0.14285714,0.62745098,0.43023256,0.8,1,0.97297297,0.59302326,18.04761905,"Gregory Santos",21894,666619
"Adam Macko","TOR",3.1,0.40540541,0.5,0.44067797,0.73333333,0.81818182,0.76923077,0.37288136,18.04347826,"Adam Macko",25590,671936
"Colin Rea","CHC",54,0.32056452,0.64663462,0.46929825,0.64150943,0.89962825,0.80373832,0.45614035,18.04154303,"Colin Rea",12317,607067
"Randy Vásquez","SDP",54.2,0.30444444,0.69483568,0.49429224,0.59124088,0.875,0.7852194,0.48630137,18.0154321,"Randy Vasquez",24719,681190
"Jacob Webb","CHC",21.2,0.34358974,0.6974359,0.52051282,0.64179104,0.72058824,0.69458128,0.5,18.00680272,"Jacob Webb",19274,657097
"Tarik Skubal","DET",43.1,0.35109718,0.6742671,0.50958466,0.52678571,0.84057971,0.73040752,0.49041534,18.00652174,"Tarik Skubal",22267,669373
"JT Brubaker","SFG",24.1,0.31967213,0.62359551,0.4478673,0.62820513,0.89189189,0.78306878,0.42180095,17.98417722,"JT Brubaker",17578,664141
"Javier Assad","CHC",26,0.21393035,0.65898618,0.44497608,0.65116279,0.93706294,0.87096774,0.51913876,17.98376623,"Javier Assad",21741,665871
"Jameson Taillon","CHC",55.1,0.30371901,0.63302752,0.45978261,0.57823129,0.85869565,0.76122931,0.47391304,17.97518248,"Jameson Taillon",11674,592791
"Tyler Rogers","TOR",23.1,0.24305556,0.67777778,0.4845679,0.68571429,0.92622951,0.87261146,0.55555556,17.96086957,"Tyler Rogers",15541,643511
"Connor Prielipp","MIN",29,0.30508475,0.63274336,0.44721689,0.62222222,0.88811189,0.78540773,0.43378119,17.95728643,"Connor Prielipp",31857,687570
"Garrett Acton","MIN",6.2,0.22413793,0.61403509,0.4173913,0.30769231,0.82857143,0.6875,0.49565217,17.95454545,"Garrett Acton",27583,670183
"Walker Buehler","SDP",46.1,0.2744186,0.60512821,0.43170732,0.69491525,0.88983051,0.82485876,0.47560976,17.95121951,"Walker Buehler",19374,621111
"Bailey Ober","MIN",62,0.2851153,0.67030568,0.47379679,0.69852941,0.85016287,0.80361174,0.48983957,17.93481481,"Bailey Ober",21224,641927
"Carlos Carrasco","ATL",3.1,0.38095238,0.7,0.53658537,0.625,1,0.86363636,0.48780488,17.93103448,"Carlos Carrasco",6632,471911
"Matt Brash","SEA",13.1,0.33636364,0.50617284,0.40837696,0.54054054,0.85365854,0.70512821,0.42408377,17.92361111,"Matt Brash",25756,666374
"Paul Gervase","LAD",5,0.33333333,0.625,0.46478873,0.76923077,0.7,0.72727273,0.45070423,17.91836735,"Paul Gervase",31571,801434
"Carlos Estévez","KCR",0.1,0.0625,0.72727273,0.33333333,1,0.875,0.88888889,0.40740741,17.89473684,"Carlos Estevez",14542,608032
"Davis Martin","CHW",61.2,0.35344828,0.64847162,0.5,0.53658537,0.85521886,0.74186551,0.4967462,17.89465875,"Davis Martin",21448,663436
"Cole Wilcox","SEA",13.1,0.32867133,0.65354331,0.48148148,0.55319149,0.85542169,0.74615385,0.47037037,17.87939698,"Cole Wilcox",27481,677961
"Cole Sulser","TBR",22,0.3255814,0.67080745,0.47340426,0.68571429,0.87037037,0.79775281,0.42819149,17.87588652,"Cole Sulser",15256,642121
"Stephen Kolek","KCR",26,0.26519337,0.66129032,0.46594005,0.70833333,0.89430894,0.84210526,0.50681199,17.87265918,"Stephen Kolek",21487,663568
"Dylan Lee","ATL",24.1,0.3583815,0.73888889,0.55240793,0.33870968,0.7593985,0.62564103,0.50991501,17.86037736,"Dylan Lee",19996,669276
"Luis Severino","ATH",61.2,0.31777379,0.65019763,0.47601129,0.67231638,0.87234043,0.80237154,0.47601129,17.84296482,"Luis Severino",15890,622663
"Chase Shugart","PHI",17.2,0.27702703,0.55371901,0.40148699,0.73170732,0.86567164,0.81481481,0.44981413,17.82089552,"Chase Shugart",21544,663767
"Sammy Peralta","COL",0.2,0,0.45454545,0.2173913,,1,1,0.47826087,17.8125,"Sammy Peralta",25589,671111
"Tyler Gilbert","CHW",2.2,0.18518519,0.63333333,0.42105263,0.6,0.94736842,0.875,0.52631579,17.80952381,"Tyler Gilbert",17964,656457
"Matt Festa","CLE",22.1,0.30726257,0.6374269,0.46857143,0.6,0.83486239,0.75609756,0.48857143,17.79919679,"Matt Festa",19330,670036
"Trent Thornton","CHC",8.2,0.18181818,0.6557377,0.40944882,0.58333333,0.9,0.82692308,0.48031496,17.79569892,"Trent Thornton",17948,663423
"Edward Cabrera","CHC",54,0.33133733,0.67204301,0.47651775,0.54216867,0.888,0.75,0.42611684,17.77691108,"Edward Cabrera",21690,665795
"Sam Hentges","SFG",5.2,0.16666667,0.61904762,0.36458333,0.44444444,0.88461538,0.77142857,0.4375,17.75,"Sam Hentges",18548,656529
"Cole Ragans","KCR",35.1,0.27887324,0.67253521,0.45383412,0.53535354,0.81151832,0.71724138,0.44444444,17.74166667,"Cole Ragans",21846,666142
"Brooks Raley","NYM",20,0.28846154,0.62658228,0.45859873,0.51111111,0.84848485,0.74305556,0.50318471,17.72294372,"Brooks Raley",10061,548384
"Zach Thornton","NYM",4.1,0.26315789,0.69047619,0.4875,0.5,0.96551724,0.84615385,0.525,17.70491803,"Zach Thornton",33891,804267
"Will Vest","DET",14.2,0.33103448,0.60305344,0.46014493,0.54166667,0.86075949,0.74015748,0.47463768,17.7,"Will Vest",19769,676684
"Gavin Hollowell","CHC",1.2,0.04,0.54166667,0.28571429,0,0.92307692,0.85714286,0.48979592,17.68421053,"Gavin Hollowell",25427,668970
"Shane Drohan","MIL",25.1,0.36945813,0.64824121,0.50746269,0.58666667,0.84496124,0.75,0.49502488,17.66779661,"Shane Drohan",27814,675660
"Garrett Crochet","BOS",30,0.30141844,0.70762712,0.48648649,0.56470588,0.8742515,0.76984127,0.45559846,17.66490765,"Garrett Crochet",27463,676979
"Connor Brogdon","CLE",15.1,0.27891156,0.75,0.4906367,0.63414634,0.82222222,0.76335878,0.4494382,17.66,"Connor Brogdon",21205,641401
"Brendan Beck","NYY",3,0.16666667,0.54545455,0.32692308,0.8,0.83333333,0.82352941,0.42307692,17.64102564,"Brendan Beck",33043,694341
"Kolby Allard","CLE",8.2,0.3452381,0.67741935,0.51977401,0.79310345,0.9047619,0.86956522,0.52542373,17.60606061,"Kolby Allard",18694,663465
"Hunter Dobbins","STL",4.1,0.2173913,0.57575758,0.36708861,0.5,0.78947368,0.68965517,0.41772152,17.59322034,"Hunter Dobbins",30240,690928
"Tanner Gordon","COL",27.1,0.29126214,0.71861472,0.51716247,0.58333333,0.84939759,0.77876106,0.52860412,17.59305994,"Tanner Gordon",27669,685299
"Ian Seymour","TBR",26,0.37558685,0.63451777,0.5,0.5875,0.816,0.72682927,0.4804878,17.57284768,"Ian Seymour",27932,693855
"Adrian Houser","SFG",52.2,0.26036866,0.67919799,0.46098439,0.68141593,0.900369,0.8359375,0.4789916,17.56113903,"Adrian Houser",12718,605288
"Hogan Harris","ATH",24.1,0.21513944,0.64888889,0.42016807,0.66666667,0.80821918,0.77,0.47268908,17.53072626,"Hogan Harris",21520,663687
"Burch Smith","DET",17,0.26206897,0.66197183,0.45993031,0.65789474,0.85106383,0.79545455,0.49477352,17.52358491,"Burch Smith",12784,572143
"Chase Burns","CIN",59,0.33064516,0.69306931,0.49333333,0.51829268,0.78214286,0.68468468,0.44888889,17.48802395,"Chase Burns",35333,695505
"Didier Fuentes","ATL",19.2,0.25,0.71348315,0.49408284,0.525,0.78740157,0.7245509,0.52662722,17.46484375,"Didier Fuentes",30661,800311
"Daniel Lynch IV","KCR",21.2,0.32417582,0.62732919,0.4664723,0.47457627,0.76237624,0.65625,0.46938776,17.46456693,"Daniel Lynch IV",21537,663738
"Blas Castaño","COL",8,0.26470588,0.66666667,0.45801527,0.38888889,0.85714286,0.71666667,0.48091603,17.46315789,"Blas Castano",26117,680604
"Julian Fernández","WSN",4,0.2195122,0.66666667,0.4084507,0.44444444,0.85,0.72413793,0.42253521,17.45283019,"Julian Fernandez",18341,642759
"Huascar Brazobán","NYM",26,0.31979695,0.69680851,0.5038961,0.55555556,0.83206107,0.74226804,0.48831169,17.44642857,"Huascar Brazoban",6107,623211
"Cooper Criswell","SEA",22.1,0.36979167,0.61486486,0.47647059,0.70422535,0.87912088,0.80246914,0.43529412,17.44444444,"Cooper Criswell",24975,681867
"Cameron Foster","BAL",9,0.26530612,0.65934066,0.45502646,0.57692308,0.81666667,0.74418605,0.48148148,17.43165468,"Cameron Foster",31942,671382
"Peyton Pallette","CLE",20.2,0.21518987,0.60487805,0.3959276,0.52941176,0.83064516,0.74285714,0.4638009,17.42397661,"Peyton Pallette",31865,688883
"Edwin Díaz","LAD",6,0.33333333,0.57894737,0.43939394,0.6,0.93939394,0.79310345,0.43181818,17.39175258,"Edwin Diaz",14710,621242
"Ricky Vanasco","DET",4.1,0.27692308,0.60344828,0.43089431,0.72222222,0.97142857,0.88679245,0.47154472,17.38297872,"Ricky Vanasco",23391,676568
"Eric Cerantola","KCR",3,0.23913043,0.52941176,0.31746032,0.27272727,0.88888889,0.55,0.26984127,17.375,"Eric Cerantola",30128,672021
"Casey Legumina","- - -",19.2,0.28834356,0.69127517,0.48076923,0.68085106,0.88349515,0.82,0.4775641,17.31304348,"Casey Legumina",25921,668984
"Orion Kerkering","PHI",18.1,0.32121212,0.58823529,0.44968553,0.66037736,0.87777778,0.7972028,0.48113208,17.28870293,"Orion Kerkering",31776,689147
"Ranger Suarez","BOS",48.2,0.31707317,0.61370717,0.44733242,0.65384615,0.88832487,0.79510703,0.43912449,17.283859,"Ranger Suarez",17277,624133
"Garrett Whitlock","BOS",19.2,0.37423313,0.69871795,0.53291536,0.42622951,0.88990826,0.72352941,0.48902821,17.27848101,"Garrett Whitlock",20191,676477
"Casey Mize","DET",43.2,0.31097561,0.65273312,0.47730829,0.57843137,0.8226601,0.74098361,0.48669797,17.2737069,"Casey Mize",20492,663554
"Jose Espada","BAL",1,0.4,0.6,0.46666667,0.75,1,0.85714286,0.33333333,17.27272727,"Jose Espada",21131,664744
"Anthony Molina","ATL",2,0.2,0.72727273,0.42307692,0.33333333,0.875,0.72727273,0.42307692,17.25,"Anthony Molina",26952,683627
"Luis Gil","NYY",19.1,0.22513089,0.58219178,0.37982196,0.72093023,0.94117647,0.8671875,0.43323442,17.24701195,"Luis Gil",21052,661563
"Logan VanWey","HOU",2,0.22222222,0.57894737,0.46428571,0.5,0.72727273,0.69230769,0.67857143,17.23809524,"Logan VanWey",31884,701121
"Jesús Luzardo","PHI",55.2,0.35580524,0.6047619,0.46540881,0.49473684,0.8503937,0.6981982,0.44025157,17.21848739,"Jesus Luzardo",19959,666200
"Mitch Farris","LAA",18,0.33536585,0.67164179,0.48657718,0.54545455,0.9,0.76551724,0.44966443,17.19909502,"Mitch Farris",33628,815083
"Shane McClanahan","TBR",44.2,0.31780822,0.63559322,0.47426982,0.57758621,0.82222222,0.73900293,0.49235049,17.17636023,"Shane McClanahan",21483,663556
"Michael Wacha","KCR",63.1,0.29892473,0.64473684,0.47014115,0.67625899,0.84693878,0.79214781,0.49511401,17.16766467,"Michael Wacha",14078,608379
"Erick Fedde","CHW",49.1,0.24078091,0.64705882,0.42723005,0.68468468,0.91304348,0.84340659,0.45892019,17.15689382,"Erick Fedde",17425,607200
"Chase Lee","TOR",3.1,0.16129032,0.48,0.30357143,0.6,0.91666667,0.82352941,0.44642857,17.14634146,"Chase Lee",29574,695445
"Troy Melton","DET",5.2,0.27272727,0.77142857,0.49367089,0.66666667,0.88888889,0.82051282,0.44303797,17.14035088,"Troy Melton",31807,675512
"Kyle Leahy","STL",50.2,0.25877193,0.64720195,0.44290657,0.47457627,0.93984962,0.796875,0.47404844,17.13586098,"Kyle Leahy",24763,681517
"Germán Márquez","SDP",29.2,0.24,0.69322709,0.46706587,0.65,0.87931034,0.82051282,0.500998,17.12771739,"German Marquez",15038,608566
"Joel Payamps","ATL",7.2,0.25641026,0.68493151,0.46357616,0.5,0.88,0.77142857,0.48344371,17.11304348,"Joel Payamps",14332,606303
"Payton Tolle","BOS",36.2,0.31004367,0.71052632,0.52525253,0.5915493,0.82539683,0.76153846,0.53737374,17.11299435,"Payton Tolle",35466,801139
"Kyle Harrison","MIL",45.2,0.3459596,0.66157761,0.50316857,0.51094891,0.81153846,0.70780856,0.49809886,17.11258278,"Kyle Harrison",27758,690986
"JoJo Romero","STL",24.2,0.26956522,0.54054054,0.39036145,0.62903226,0.9,0.7962963,0.44578313,17.06709265,"JoJo Romero",19574,668941
"Luis Mey","CIN",8.1,0.24,0.5915493,0.38596491,0.41666667,0.73809524,0.62121212,0.41520468,17.05343511,"Luis Mey",25620,682825
"Cade Horton","CHC",7.1,0.36170213,0.58139535,0.46666667,0.70588235,0.84,0.78571429,0.47777778,17.03125,"Cade Horton",31872,690990
"Alan Rangel","PHI",3,0.23076923,0.72222222,0.43181818,0.83333333,0.61538462,0.68421053,0.40909091,17,"Alan Rangel",19524,660604
"Braxton Ashcraft","PIT",62.1,0.3549884,0.63858093,0.5,0.55555556,0.85416667,0.75056689,0.51133787,16.9952381,"Braxton Ashcraft",23793,677952
"Sean Manaea","NYM",31,0.27835052,0.63194444,0.45423143,0.62962963,0.86263736,0.79087452,0.49740933,16.96519722,"Sean Manaea",15873,640455
"Justin Wrobleski","LAD",55.2,0.29333333,0.64719101,0.48536585,0.73636364,0.89583333,0.85175879,0.54268293,16.96446701,"Justin Wrobleski",31204,680736
"Codi Heuer","CLE",2.2,0.26315789,0.64705882,0.44444444,0.2,0.72727273,0.5625,0.47222222,16.96,"Codi Heuer",23293,676051
"Noah Cameron","KCR",47.2,0.28,0.67989418,0.47429306,0.61607143,0.85214008,0.7804878,0.48586118,16.94003527,"Noah Cameron",30184,702070
"Brooks Kriske","ATH",2.2,0.4,0.625,0.5,0.625,0.9,0.77777778,0.44444444,16.92307692,"Brooks Kriske",21189,621139
"Coleman Crow","MIL",10.1,0.37096774,0.62650602,0.51724138,0.69565217,0.92307692,0.85333333,0.57241379,16.92307692,"Coleman Crow",27926,689441
"Brad Keller","PHI",21.2,0.31818182,0.64596273,0.46518106,0.58730159,0.88461538,0.77245509,0.44846797,16.8973384,"Brad Keller",15734,641745
"Sean Newcomb","CHW",29.2,0.2744186,0.59583333,0.44395604,0.6779661,0.85314685,0.8019802,0.52747253,16.88821752,"Sean Newcomb",16943,656794
"Alek Jacob","SDP",2,0.4,0.6,0.46666667,0.5,0.66666667,0.57142857,0.33333333,16.84848485,"Alek Jacob",29628,689690
"Parker Messick","CLE",64.1,0.33333333,0.66816143,0.48387097,0.62637363,0.83892617,0.75833333,0.44959677,16.83468835,"Parker Messick",31986,800048
"Jonathan Hernández","LAD",2,0.2,0.61538462,0.43478261,0.5,1,0.9,0.56521739,16.82352941,"Jonathan Hernandez",17464,642546
"Brady Singer","CIN",46,0.27713626,0.65116279,0.45365854,0.55,0.91269841,0.79569892,0.47195122,16.79166667,"Brady Singer",25377,663903
"Taijuan Walker","PHI",22.2,0.25991189,0.66497462,0.44811321,0.74576271,0.91603053,0.86315789,0.46462264,16.78104575,"Taijuan Walker",11836,592836
"Rhett Lowder","CIN",38.1,0.25222552,0.57507987,0.40769231,0.57647059,0.93333333,0.81886792,0.48153846,16.75619835,"Rhett Lowder",33876,695076
"Keegan Akin","BAL",10.2,0.3030303,0.65178571,0.48815166,0.86666667,0.75342466,0.78640777,0.53080569,16.73248408,"Keegan Akin",19362,669211
"Travis Adams","MIN",8,0.3030303,0.65454545,0.46280992,0.75,0.77777778,0.76785714,0.45454545,16.70588235,"Travis Adams",30180,701519
"Bryce Elder","ATL",68.2,0.31558935,0.65324385,0.47070915,0.59638554,0.89726027,0.78820961,0.45940391,16.69870875,"Bryce Elder",27779,693821
"Tristan Beck","SFG",3,0.45833333,0.85714286,0.64444444,0.63636364,0.88888889,0.79310345,0.46666667,16.66666667,"Tristan Beck",21584,663941
"Kervin Castro","NYY",2,0.28571429,0.73333333,0.51724138,1,0.90909091,0.93333333,0.51724138,16.66666667,"Kervin Castro",21656,665645
"Landen Roupp","SFG",55,0.29136691,0.59898477,0.41894737,0.58641975,0.88135593,0.76130653,0.41473684,16.65646732,"Landen Roupp",30076,694738
"Cade Smith","CLE",25.2,0.31390135,0.68899522,0.49537037,0.48571429,0.75,0.6635514,0.4837963,16.63473054,"Cade Smith",27867,671922
"Taylor Rashi","ARI",3.2,0.5,0.82608696,0.66666667,0.36363636,0.68421053,0.56666667,0.51111111,16.56666667,"Taylor Rashi",26344,688497
"Nolan McLean","NYM",58,0.2688172,0.58547009,0.42765273,0.6,0.86861314,0.78446115,0.50160772,16.55251799,"Nolan McLean",33703,690997
"Tyler Uberstine","BOS",2.2,0.35294118,0.71428571,0.57777778,0.66666667,0.7,0.69230769,0.62222222,16.5,"Tyler Uberstine",29961,700413
"Tim Hill","NYY",20.2,0.2920354,0.69480519,0.52434457,0.84848485,0.92523364,0.90714286,0.57677903,16.49726776,"Tim Hill",16814,657612
"Jason Alexander","HOU",12.1,0.2,0.71717172,0.45728643,0.5,0.88732394,0.8021978,0.49748744,16.48591549,"Jason Alexander",19666,669920
"Kody Funderburk","MIN",16,0.18,0.65517241,0.38721805,0.7037037,0.88157895,0.83495146,0.43609023,16.41116751,"Kody Funderburk",24993,681892
"Yacksel Ríos","CHC",1.2,0.25,0.55555556,0.46153846,0,0.8,0.66666667,0.69230769,16.375,"Yacksel Rios",15007,605441
"Seth Lugo","KCR",65,0.24786325,0.64768683,0.46601942,0.70689655,0.88736264,0.84375,0.54563107,16.36206897,"Seth Lugo",12447,607625
"Chayce McDermott","LAD",1,0.2,0.83333333,0.4375,0.5,0.8,0.71428571,0.375,16.33333333,"Chayce McDermott",29866,694646
"Carl Edwards Jr.","NYM",6,0.2745098,0.60416667,0.43434343,0.42857143,0.65517241,0.58139535,0.48484848,16.31081081,"Carl Edwards Jr.",13607,605218
"Hoby Milner","CHC",23.1,0.26946108,0.57062147,0.4244186,0.8,0.93069307,0.89041096,0.51453488,16.30645161,"Hoby Milner",13346,571948
"Joey Gerber","NYM",2,0.30434783,0.625,0.46808511,0.85714286,0.93333333,0.90909091,0.5106383,16.13157895,"Joey Gerber",24591,680702
"Brent Suter","LAA",27,0.33840304,0.62616822,0.46750524,0.68539326,0.84328358,0.78026906,0.44863732,15.87811634,"Brent Suter",13942,608718
"Raisel Iglesias","ATL",15.2,0.42156863,0.71028037,0.56937799,0.48837209,0.77631579,0.67226891,0.51196172,15.86,"Raisel Iglesias",17130,628452
"Jakob Junis","TEX",23,0.31914894,0.60240964,0.4723127,0.66666667,0.92,0.84137931,0.54071661,15.8,"Jakob Junis",13619,596001
"Dylan Smith","SFG",0.2,0,0.5,0.22222222,,1,1,0.44444444,15.66666667,"Dylan Smith",30145,681916
"Ryan Gusto","MIA",1,0.33333333,0.33333333,0.33333333,0,1,0.5,0.5,15.55555556,"Ryan Gusto",26440,687473
"Zebby Matthews","MIN",13,0.29591837,0.65882353,0.46448087,0.68965517,0.85714286,0.8,0.46448087,15.37037037,"Zebby Matthews",31827,805673
"Steven Matz","TBR",41.1,0.27272727,0.68047337,0.47904192,0.62222222,0.85217391,0.7875,0.50598802,15.16232465,"Steven Matz",13361,571927
"Dylan Moore","PHI",1.2,0.28571429,0.66666667,0.4,1,0.75,0.875,0.3,14.23076923,"Dylan Moore",18042,664238
"Christian Koss","SFG",2,0.17647059,0.81818182,0.42857143,0.66666667,1,0.91666667,0.39285714,14.11111111,"Christian Koss",27653,683766
"Carlos Cortes","ATH",1,0.44444444,0.55555556,0.5,1,0.8,0.88888889,0.5,13.07692308,"Carlos Cortes",21842,666126
"Weston Wilson","BAL",2.1,0.35714286,0.58333333,0.425,1,1,1,0.3,12.85714286,"Weston Wilson",19358,642215
"Ty Blach","CHC",3,0.33333333,0.55555556,0.46666667,0.25,1,0.78571429,0.6,12.76190476,"Ty Blach",14361,621389
"Miguel Rojas","LAD",1,0.15384615,0.8,0.33333333,1,1,1,0.27777778,12.75,"Miguel Rojas",7802,500743
"Jose Trevino","CIN",5,0.30434783,0.84615385,0.5,0.92857143,1,0.97222222,0.36111111,12.6744186,"Jose Trevino",16725,624431
"Reese McGuire","CHW",1,0.5,0.6,0.55555556,1,0.66666667,0.8,0.55555556,12,"Reese McGuire",15674,624512
"James McCann","ARI",4,0.35,0.70588235,0.45614035,0.92857143,0.91666667,0.92307692,0.29824561,11.975,"James McCann",12859,543510
"Jorbit Vivas","WSN",0.2,0.375,1,0.58333333,1,1,1,0.33333333,11.83333333,"Jorbit Vivas",23917,678391
"Tyler Heineman","TOR",3,0.39130435,0.8,0.55263158,1,1,1,0.39473684,11.80952381,"Tyler Heineman",13897,623168
"Joey Wiemer","WSN",2,0.19354839,1,0.41860465,1,1,1,0.27906977,11.75862069,"Joey Wiemer",27690,686894
"Austin Hedges","CLE",0.1,0.66666667,0,0.5,1,,1,0.25,11.66666667,"Austin Hedges",12976,595978
"Jake Rogers","DET",1.1,0.2,0.8,0.35,0.66666667,1,0.85714286,0.25,11.5,"Jake Rogers",19452,668670
"Javier Sanoja","MIA",1,0.28571429,0.83333333,0.53846154,0.5,1,0.85714286,0.46153846,11.44444444,"Javier Sanoja",28253,691594
"Adam Frazier","LAA",2,0.33333333,0.46666667,0.37777778,1,1,1,0.33333333,10.96774194,"Adam Frazier",15223,624428
"Tyler Tolbert","KCR",0.2,0.5,0.33333333,0.4,1,1,1,0.6,10.66666667,"Tyler Tolbert",25779,686475
"Ben Williamson","TBR",1,0.5,0.6,0.57142857,1,1,1,0.71428571,10.33333333,"Ben Williamson",33197,810938
"Garrett Stubbs","PHI",1,0.5,1,0.6,1,1,1,0.2,10,"Garrett Stubbs",18067,596117
"Jorge Mateo","ATL",1,0,0.8,0.36363636,,1,1,0.45454545,9.71428571,"Jorge Mateo",17273,622761
"Brett Sullivan","COL",2,0.28571429,0.71428571,0.42857143,1,1,1,0.33333333,9.4,"Brett Sullivan",18217,664954
"P.J. Higgins","CIN",1,0.4,0.6,0.5,0.5,0.66666667,0.6,0.5,9.28571429,"P.J. Higgins",18433,664731
"César Salazar","HOU",1,0.42857143,0.66666667,0.5,1,1,1,0.3,9.16666667,"Cesar Salazar",21587,663967
