Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,CG,ShO,TBF,H,ER,HR,BB,IBB,HBP,SO,QS,AVG,WHIP,ERA-,FIP-,K%,BB%,SIERA,K-BB%,WPA,Clutch,EV,Barrel%,HardHit%,K/BB,Contact% (sc),O-Swing% (mlb),NameASCII,PlayerId,MLBAMID
"Connor Prielipp","MIN",1,2,0,6,6,29,9.310344827586206,3.7241379310344827,1.2413793103448276,0.24,0.59210526,0.371794871,0.102564102,95.48646677276234,4.0344827586206895,3.7518080608449718,4.249523320691339,4.344714290725774,0.33148983120918274,0,0,123,22,13,4,12,0,2,30,1,0.2018348623853211,1.1724137931034482,97.60079888080394,103.35891202552348,0.24390244,0.09756098,4.0015211063276945,0.14634146,-0.36470797657966614,-0.1545941251915809,89.51948051948052,0.11392405,0.35443038,2.5,0.78540773,0.30508475,"Connor Prielipp",31857,687570
"José Fermin","LAA",2,1,0,13,0,12.2,9.947370418221407,5.68421166755509,0.7105264584443862,0.22580645161290322,0.84337349,0.46875,0.1,96.39662679036458,2.842105833777545,5.220550614950902,4.2613202916618675,4.343517436322746,0.009113802574574947,0,0,56,8,4,1,8,1,2,14,0,0.17391304347826086,1.2631581483455756,68.47054669660565,102.30196041822057,0.25,0.14285714,4.033852639716708,0.10714286,-0.03222194314002991,-0.18974256016477276,90.8531265258789,0.125,0.5,1.75,0.70175439,0.33834586,"Jose Fermin",33908,820862
"Mitchell Parker","WSN",2,1,1,12,0,27,8.333333333333334,2.6666666666666665,1.3333333333333333,0.26666666666666666,0.63380282,0.424657534,0.133333333,93.75880408653846,5.333333333333333,3.6638292066281406,4.262294712773076,3.896498078328592,-0.07096780091524124,0,0,114,24,16,4,8,0,2,25,0,0.23076923076923078,1.1851851851851851,132.13408715987276,105.11697123441361,0.21929825,0.07017544,3.504210897130476,0.14912281,-0.7023417949676514,-0.42588402716241036,90.00959171660959,0.05063291,0.43037975,3.125,0.68518519,0.33486239,"Mitchell Parker",27636,680730
"Luis Castillo","SEA",1,5,0,11,10,50.1,9.476821251905967,3.5761589629833836,1.2516556370441843,0.33793103448275863,0.61797753,0.350993377,0.111111111,95.10141026450636,5.900662288922583,5.217063094373518,4.269162515249019,4.218685643943422,0.4844805970788002,0,0,230,56,33,7,20,0,5,53,1,0.2731707317073171,1.509933784370762,153.84285754377476,108.4156865342872,0.23043478,0.08695652,3.968388869989741,0.14347826,-1.1100797653198242,-0.13050383805903554,91.91390728476821,0.11184211,0.5,2.65,0.77235772,0.31150794,"Luis Castillo",15689,622491
"Jovani Morán","BOS",0,2,0,18,3,27.2,10.409640228719173,4.554217600064638,1.3012050285898966,0.2222222222222222,0.83941606,0.348484848,0.121212121,92.58308776498538,3.2530125714747418,3.127232134123424,4.269880803795296,4.065152094609432,0.0006351768970489502,0,0,114,18,10,4,14,1,1,32,0,0.18181818181818182,1.1566266920799082,76.10664924155353,103.48833602006097,0.28070175,0.12280702,3.578126347660625,0.15789474,-0.01881009340286255,-0.3835359804138038,88.66153564453126,0.08955224,0.31343284,2.28571429,0.69430052,0.27433628,"Jovani Moran",20422,663558
"Garrett Crochet","BOS",3,3,0,6,6,30,11.1,3.3,1.5,0.345679012345679,0.6097561,0.364705882,0.15625,96.07792178468208,6.3,4.845012854415953,4.277109527587891,3.6081669807434085,0.303496390581131,0,0,138,33,21,5,11,0,4,37,3,0.2682926829268293,1.4666666666666666,147.39318698802947,103.66401909841427,0.26811594,0.07971014,3.437801115182019,0.1884058,-0.2672080397605896,-0.004275416112311248,89.5506047628012,0.10465116,0.45348837,3.36363636,0.76984127,0.30141844,"Garrett Crochet",27463,676979
"Anthony Banda","MIN",1,0,1,26,0,23.1,7.714288657053299,3.0857154628213195,0.7714288657053299,0.26865671641791045,0.57692308,0.47761194,0.08,94.67695476628151,5.785716492789974,4.048872493224703,4.277109985351737,4.66723480810108,-0.02594911865890026,0,0,103,20,15,2,8,0,6,20,0,0.2247191011235955,1.2000004577638466,139.96603420538625,104.03174191904438,0.19417476,0.0776699,3.814072064759146,0.11650486,0.19078212976455688,0.20016253416023022,90.13333037405303,0.05797101,0.39130435,2.5,0.7540107,0.28691983,"Anthony Banda",14706,607455
"Sandy Alcantara","MIA",3,4,0,12,12,75.1,6.21238979997144,2.508849726911543,1.0752213115335185,0.2966101694915254,0.68181818,0.456431535,0.103448275,97.48878249446902,4.65929234997858,3.3706643629257336,4.2850742109156705,4.353544881773061,0.8447393774986267,1,1,323,79,39,9,21,0,5,52,7,0.265993265993266,1.3274337179426154,113.8742020254865,106.01901319749672,0.16099071,0.06501548,4.429085908636909,0.09597523,-0.10220171511173248,-0.15707211694950268,88.62333170572917,0.04897959,0.37142857,2.47619048,0.8024055,0.31826401,"Sandy Alcantara",18684,645261
"Grant Anderson","MIL",1,2,0,22,0,22.1,7.253733614766983,3.2238816065631033,1.2089556024611638,0.24074074074074073,0.80808081,0.438596491,0.125,93.33265536889098,2.8208964057427153,3.239737885178473,4.286065130049055,4.048697564494244,-0.003908552695065737,0,0,83,16,7,3,8,1,0,18,0,0.21333333333333335,1.074627202187701,70.40876680190252,105.9042827284331,0.21686747,0.09638554,3.8451432599114117,0.12048193,0.11209413409233093,0.36924891545284955,88.70701411732456,0.0877193,0.43859649,2.25,0.76582278,0.27439024,"Grant Anderson",20546,681982
"Luis Severino","ATH",2,5,0,11,11,61.2,9.340540925744172,4.524324510907333,1.1675676157180215,0.31446540880503143,0.77694236,0.43030303,0.126984126,97.20040760869566,4.232432606977828,4.109157925953773,4.29332579396083,4.041314932113819,0.6722437143325806,0,0,264,58,29,8,31,0,2,64,3,0.2510822510822511,1.4432433027625544,100.34276587251072,102.7349982918097,0.24242424,0.11742424,4.174772298567553,0.125,-0.22170794010162354,-0.42407419815131875,88.75030184659092,0.08982036,0.38922156,2.06451613,0.80237154,0.31777379,"Luis Severino",15890,622663
"Jordan Romano","LAA",0,2,4,11,0,8,13.500003218651585,6.750001609325793,1.1250002682209654,0.45454545454545453,0.54216867,0.347826086,0.1,94.67821226728724,10.125002413988689,4.302839645942628,4.327109825611186,4.457255309556909,0.023762768134474754,0,0,42,11,9,1,6,0,1,12,0,0.3142857142857143,2.1250005066396014,243.9263317892757,103.88572868367369,0.28571429,0.14285714,3.724906431573054,0.14285714,-1.2880419492721558,-0.671689697729791,88.87391198199728,0.08695652,0.43478261,2,0.67532468,0.30701754,"Jordan Romano",16122,605447
"Zac Gallen","ARI",3,4,0,11,11,54.1,6.6257670262288055,2.8159509861472425,1.159509229590041,0.3103448275862069,0.66951567,0.488888888,0.112903225,93.57889033111286,4.803681094015884,4.8810061787644665,4.328643299208888,4.256039882748969,0.3453966975212097,0,0,240,61,29,7,17,0,2,40,2,0.27601809954751133,1.435582855682908,117.82059080208451,110.91331398900586,0.16666667,0.07083333,4.352168992630324,0.09583333,-0.7057378888130188,-0.23988427336267715,90.74500325520833,0.09392265,0.44751381,2.35294118,0.81074766,0.32713755,"Zac Gallen",19291,668678
"Caleb Kilian","SFG",1,2,3,21,0,22.1,10.074629160099123,4.835821996847579,1.2089554992118947,0.18,0.81730769,0.450980392,0.130434782,96.89686383928571,2.4179109984237894,3.619825710271001,4.330841156400226,4.030602714903547,-0.10771182179450989,0,0,91,12,6,3,12,2,1,25,0,0.15384615384615385,1.0746271104105731,61.370405558848226,111.26736824699998,0.27472527,0.13186813,3.6667752080387657,0.14285714,1.5333260297775269,0.5542880444856855,87.56274892769608,0.05660377,0.33962264,2.08333333,0.72049689,0.2972973,"Caleb Kilian",26213,668873
"Hunter Bigge","TBR",1,1,0,16,0,18.1,6.381819288395845,5.890910112365395,0.4909091760304496,0.21153846153846154,0.44247788,0.433962264,0.04,96.86290364583333,5.890910112365395,3.5372800611246955,4.331655199665707,5.537268630077033,0.04139159247279167,0,0,78,12,12,1,12,1,0,13,0,0.18181818181818182,1.309091136081199,142.33579714820624,103.57128666722444,0.16666667,0.15384615,5.321081048003165,0.01282051,0.4388740658760071,0.5657612832726101,89.24717165389151,0.03773585,0.35849057,1.08333333,0.76153846,0.27647059,"Hunter Bigge",26259,685801
"Nathan Eovaldi","TEX",5,5,0,10,10,61.2,8.902703069849915,2.043243327506538,1.6054054716122796,0.2727272727272727,0.80536913,0.505681818,0.196428571,94.69524613167475,3.6486487991188175,4.110254517720642,4.341974444615747,3.29814493601146,0.6264475584030151,0,0,256,56,25,11,14,0,5,61,6,0.23628691983122363,1.1351351819480764,90.1975764007323,104.85189572866646,0.23828125,0.0546875,3.3002337064461154,0.18359375,0.3373901844024658,0.14051926718075564,89.25340687144886,0.07954545,0.41477273,4.35714286,0.70875764,0.37654321,"Nathan Eovaldi",9132,543135
"Justin Slaten","BOS",0,2,0,10,0,8.2,12.461540746971414,3.1153851867428535,2.076923457828569,0.3,0.73170732,0.409090909,0.285714285,96.8592529296875,4.153846915657138,3.2107191076436163,4.346340529594238,2.4804341723505616,-0.023567549884319305,0,0,37,8,4,2,3,0,0,12,0,0.23529411764705882,1.2692310020063478,97.18233891414319,105.34657274120491,0.32432432,0.08108108,2.4681072754804267,0.24324324,-0.035676099359989166,-0.13358479779158142,88.29545454545455,0.04545455,0.36363636,4,0.8,0.2295082,"Justin Slaten",25648,686580
"Aaron Nola","PHI",3,4,0,11,11,56.2,8.894118046216091,2.8588236577123154,1.5882353653957306,0.33540372670807456,0.67647059,0.423529411,0.161290322,92.42005007239382,5.717647315424631,4.771294133084763,4.347697819904475,3.5898486293871983,0.5881556272506714,0,0,245,64,36,10,18,0,0,56,4,0.28193832599118945,1.4470588884716657,139.36767176935197,105.68441636883865,0.22857143,0.07346939,3.7646055414654667,0.15510204,-0.7134400606155396,-0.3270323765960933,88.17000229779411,0.08187135,0.40350877,3.11111111,0.76351351,0.32536765,"Aaron Nola",16149,605400
"Tyler Holton","DET",0,4,0,24,2,25.2,8.064937062681388,2.8051955000630913,1.4025977500315456,0.3333333333333333,0.70987654,0.474358974,0.181818181,91.73565928141277,4.558442687602523,4.07785484730405,4.362824131783475,3.54037821265473,-0.027728386223316193,0,0,111,29,13,4,8,0,1,23,0,0.28431372549019607,1.441558798643533,110.83244380429912,106.02444246050061,0.20720721,0.07207207,3.4829468350747677,0.13513514,-0.8520099446177483,-0.7476126892607916,90.28051837078937,0.05063291,0.43037975,2.875,0.77435897,0.26872247,"Tyler Holton",26231,663947
"Andrew Painter","PHI",1,5,0,10,9,50,7.2,2.88,1.26,0.32679738562091504,0.69018405,0.405063291,0.106060606,96.66407888527685,5.4,4.354438125887656,4.377109527587891,4.410543125867844,0.43660855293273926,0,0,218,57,30,7,16,0,2,40,2,0.285,1.46,131.62501743054932,106.39744833529707,0.18348624,0.0733945,4.323171645579087,0.11009174,-0.21159006655216217,-0.12864051111812874,87.72658490531052,0.08125,0.3625,2.5,0.80653266,0.33632287,"Andrew Painter",30091,691725
"Jack Leiter","TEX",2,4,0,11,11,60.2,9.494505892512809,3.857143018833329,1.335164891134614,0.2981366459627329,0.72580645,0.402366863,0.14516129,97.03496974469496,4.747252946256404,4.533832675980103,4.379307384373502,3.8857119977150374,0.548966109752655,0,0,264,57,32,9,26,0,4,64,2,0.24358974358974358,1.3681319254836166,117.35596761655316,105.75586576128262,0.24242424,0.09848485,3.93004493063415,0.14393939,-0.42692774534225464,0.021649386094055645,87.84437985392012,0.10588235,0.40588235,2.46153846,0.74173554,0.29118774,"Jack Leiter",30146,683004
"Chris Bassitt","BAL",4,3,0,10,8,47.1,6.464788775811993,3.61267608060082,0.7605633853896463,0.35443037974683544,0.69651741,0.45625,0.08,91.3716532389323,5.514084544074935,4.8619957940623735,4.386968691314504,4.771598654108915,0.36650077626109123,0,0,222,60,29,4,19,0,7,34,1,0.30612244897959184,1.669014095716168,136.36639724347953,107.36949583439451,0.15315315,0.08558559,4.634382893863122,0.06756757,-0.5476299226284027,0.2367901584034639,87.94749755859375,0.03703704,0.37037037,1.78947368,0.79895561,0.23394495,"Chris Bassitt",12304,605135
"Daniel Palencia","CHC",1,0,3,12,0,10.2,10.125001508742796,3.3750005029142653,1.6875002514571327,0.32142857142857145,0.98360656,0.266666666,0.153846153,99.60277119620902,2.531250377185699,3.8779196095237114,4.389609723165661,3.6633764315421744,0.0024951212108135223,0,0,46,11,3,2,4,1,0,12,0,0.2619047619047619,1.4062502095476106,63.85128142071725,110.47086518641181,0.26086957,0.08695652,3.3505838860746904,0.17391304,0.9245400428771973,0.5666109756739997,87.48999837239583,0.06666667,0.26666667,3,0.66666667,0.33333333,"Daniel Palencia",27914,694037
"Foster Griffin","WSN",6,2,0,11,11,62,8.709677419354838,2.7580645161290325,1.4516129032258065,0.24848484848484848,0.75409836,0.430232558,0.153846153,91.55787650070621,3.629032258064516,4.189755641445238,4.399690172749181,3.7749734558405414,0.5088086128234863,0,0,259,51,25,10,19,0,5,60,5,0.2170212765957447,1.1290322580645162,89.90978712995374,108.49618476605627,0.23166023,0.07335907,3.738080160989709,0.15830116,0.973971962928772,0.6095651775213282,88.17732558139535,0.12,0.37142857,3.15789474,0.78969957,0.29069767,"Foster Griffin",16432,656492
"Ryan Thompson","ARI",2,1,0,23,0,17.1,6.230771059115794,3.115385529557897,1.0384618431859656,0.2549019607843137,0.78125,0.509433962,0.125,91.237548828125,3.115385529557897,3.3590337413172664,4.404032993881069,4.2001403454357495,-0.03270174562931061,0,0,72,15,6,2,6,1,1,12,0,0.23076923076923078,1.2115388170502932,76.41151785159754,112.83984459365446,0.16666667,0.08333333,4.03708661979959,0.08333333,0.5793660283088684,0.28093771296396997,88.97358674823113,0.05660377,0.32075472,2,0.82644628,0.35507246,"Ryan Thompson",16647,657044
"Paul Sewald","ARI",1,4,13,23,0,20.1,10.180329460445694,2.6557381201162684,1.7704920800775121,0.13636363636363635,0.61403509,0.106382978,0.111111111,91.49776707338484,3.983607180174402,2.9851824968946086,4.404978587646025,4.333578037663524,0.006047314964234829,0,0,78,10,9,4,6,0,1,23,0,0.14084507042253522,0.7868853689233387,97.70651762796267,112.86400857701683,0.29487179,0.07692308,3.6960164575788887,0.21794872,0.2461879551410675,-0.40064366494363485,90.33616605718085,0.10416667,0.39583333,3.83333333,0.77639752,0.34027778,"Paul Sewald",13892,623149
"Tanner Andrews","TOR",0,0,0,2,0,3,3,6,0,0.125,1,0.5,0,95.11239624023438,0,5.237641129245865,4.410442860921225,6.282598010698955,0.006607867311686277,0,0,11,1,0,0,2,0,0,1,0,0.1111111111111111,1,0,105.75472749161428,0.09090909,0.18181818,6.811986100353256,-0.09090909,0.004301996901631355,0.056733735718521014,80.0999984741211,0.125,0.25,0.5,0.77777778,0.21428571,"Tanner Andrews",24698,681084
"Ryan Borucki","SFG",1,1,0,20,0,21.2,6.230770510611713,3.7384623063670275,0.830769401414895,0.3181818181818182,0.73717949,0.514705882,0.095238095,,4.153847007074475,3.766746061684311,4.415571340978555,4.576484155984949,-0.03819487243890762,0,0,94,23,10,2,9,1,2,15,0,0.27710843373493976,1.4769233802931467,105.43120719486791,113.43840087705594,0.15957447,0.09574468,4.2966092409261565,0.06382979,-0.1452687680721283,0.028162112499465958,87.96323529411765,0.04411765,0.39705882,1.66666667,0.71176471,0.31216931,"Ryan Borucki",16350,621366
"Nick Mears","KCR",2,3,0,20,0,18.2,6.750000919614645,4.339286305466557,0.9642858456592349,0.2692307692307692,0.76576577,0.471698113,0.105263157,94.96797578828829,3.8571433826369397,5.688538058312997,4.416395424336828,4.452728155233162,-0.001321544754318893,0,0,77,16,8,2,9,1,0,14,0,0.23529411764705882,1.3392858967489374,91.27078113990976,107.74997352733907,0.18181818,0.11688312,4.462719782272794,0.06493507,-0.4107000231742859,-0.25997489784585054,90.6943359375,0.12962963,0.53703704,1.55555556,0.82608696,0.30285714,"Nick Mears",25376,683232
"Andre Pallante","STL",5,4,0,10,10,55,7.036363636363636,3.272727272727273,1.1454545454545455,0.2625,0.75562701,0.530120481,0.127272727,95.10532381846289,3.7636363636363637,3.7355255645323457,4.4225640730424365,4.172134980830279,0.390101820230484,0,0,233,49,23,7,20,0,3,43,3,0.23333333333333334,1.2545454545454546,95.2858991961471,111.7637642932991,0.18454936,0.08583691,4.251131334972069,0.09871245,0.14435626566410065,-0.10280976795028016,87.99079754601227,0.07185629,0.36526946,2.15,0.78640777,0.2769556,"Andre Pallante",26108,669467
"Edward Cabrera","CHC",3,2,0,10,10,54,7.833333333333333,3.3333333333333335,1.3333333333333333,0.2980132450331126,0.71656051,0.432258064,0.145454545,95.86922373670212,4,4.437968915559757,4.428961379439743,3.9331539707051384,0.42548471689224243,0,0,227,53,24,8,20,0,1,47,4,0.25728155339805825,1.3518518518518519,100.90077535784279,111.45858350393772,0.20704846,0.08810573,4.178995041878623,0.11894273,-0.4344339370727539,-0.2372102354533962,91.4954826108871,0.11949686,0.38993711,2.35,0.75,0.33133733,"Edward Cabrera",21690,665795
"Colin Rea","CHC",4,3,1,11,8,54,7.3333337218673345,2.833333483448743,1.333333403975879,0.3006134969325153,0.70987654,0.473372781,0.13114754,93.85669011835832,4.833333589412561,5.188821369427361,4.428961451063435,4.089166953474015,0.28368791937828064,0,0,234,57,29,8,17,0,2,44,2,0.2651162790697674,1.370370442975209,121.92177668370819,111.45858530167737,0.18803419,0.07264957,4.084521120144308,0.11538462,-0.44312186539173126,-0.34271579634693156,91.74438043176775,0.12280702,0.45614035,2.58823529,0.80373832,0.32056452,"Colin Rea",12317,607067
"Jack Kochanowicz","LAA",2,3,0,11,11,61.1,6.603261006464357,4.548913137786557,0.7336956673849285,0.26344086021505375,0.63855422,0.566137566,0.089285714,96.38923122065728,4.989130538217514,5.0572861605802055,4.430370425208981,4.652607108468545,0.5727729797363281,0,0,272,54,34,5,31,1,5,45,5,0.2288135593220339,1.3858695939493095,120.19555761526289,106.37154748945264,0.16544118,0.11397059,4.745650265764869,0.05147059,-0.08172182738780975,-0.246239897277866,90.04432010135135,0.06806283,0.42931937,1.4516129,0.77312775,0.25862069,"Jack Kochanowicz",27688,686799
"Nick Davila","SEA",0,0,0,7,0,7.1,4.909091121894278,7.363636682841418,0,0.15789473684210525,1,0.47368421,0,94.89724892064145,0,4.925692043386563,4.440745950336302,5.781038899754584,-0.0383024588227272,0,0,29,3,0,0,6,0,0,4,0,0.13043478260869565,1.2272727804735695,0,112.78504469029743,0.13793103,0.20689655,6.5275053602813955,-0.06896552,0.2323700189590454,0.2757090381613704,87.24210397820724,0.05263158,0.21052632,0.66666667,0.84782609,0.27536232,"Nick Davila",27741,689546
"Zach Eflin","BAL",0,0,0,1,1,3.2,17.181821161065738,4.909091760304496,2.454545880152248,0.42857142857142855,1,0.5,0.5,91.94852992466518,2.454545880152248,3.7554089441979754,4.440746127672473,1.661172752434683,0.02036965638399124,0,0,17,4,1,1,2,0,0,7,0,0.26666666666666666,1.6363639201014988,60.7022935302747,108.6892020099154,0.41176471,0.11764706,2.4331432630558845,0.29411765,0.03338799625635147,0.054716385761857986,99.11250305175781,0.25,0.75,3.5,0.64705882,0.25581395,"Zach Eflin",13774,621107
"Cole Sands","MIN",1,1,1,12,0,11.2,8.485716135453607,3.0857149583467667,1.5428574791733833,0.30303030303030304,0.75757576,0.44117647,0.153846153,93.93578069982394,4.62857243752015,4.289151295056516,4.4485383979642315,3.784553628398427,-0.04921240359544754,0,0,50,12,6,2,4,0,0,11,0,0.2608695652173913,1.3714288703763406,111.97280905820053,108.21282586030459,0.22,0.08,3.57740848816185,0.14,-0.09502992779016495,-0.06406765974590463,94.38235294117646,0.08571429,0.51428571,2.75,0.76470588,0.27659574,"Cole Sands",21461,663485
"Chris Paddack","- - -",0,6,0,9,8,40.2,7.745902123742158,3.098360849496863,1.3278689354986557,0.35294117647058826,0.61688312,0.39716312,0.113207547,93.05243160217766,6.860656166743055,4.327448845811878,4.454158794030941,4.366080932875315,0.2558719329535961,0,0,193,54,31,6,14,0,2,35,1,0.3050847457627119,1.6721312521094183,166.75776643691256,109.33189140345218,0.18134715,0.07253886,4.307508596860277,0.10880829,-1.0554118305444717,-0.7739386000763706,88.79280452591053,0.07746479,0.41549296,2.5,0.80592992,0.33251834,"Chris Paddack",20099,663978
"Richard Lovelady","- - -",2,2,4,22,3,23,8.217393007981883,5.869566434272773,0.7826088579030365,0.296875,0.84795322,0.53125,0.117647058,91.71891061883224,2.347826573709109,4.18559855147522,4.468414163859956,4.375804499428163,-0.04041204508394003,0,0,103,21,6,2,15,4,1,21,0,0.2413793103448276,1.565217715806073,59.16122559775202,110.5618764521836,0.2038835,0.14563107,4.532769426463608,0.05825243,0.46362413465976715,0.20002281932188837,87.72258143271169,0.04545455,0.33333333,1.4,0.76744186,0.295,"Richard Lovelady",19337,663992
"Grayson Rodriguez","LAA",1,1,0,2,2,9.1,8.678572610933115,5.7857150739554095,0.9642858456592349,0.43333333333333335,0.48387097,0.354838709,0.083333333,96.53434806034483,10.607144302251584,8.286549039559905,4.469966860206785,4.882402239396601,0.07703249901533127,0,0,46,14,11,1,6,0,0,9,0,0.35,2.1428574347983,255.54184528717244,107.32476258933326,0.19565217,0.13043478,4.950262928176603,0.06521739,-0.26472005248069763,-0.059601584111843076,90.79999369959677,0.12903226,0.4516129,1.5,0.82432432,0.19480519,"Grayson Rodriguez",24492,680570
"Gregory Santos","SFG",0,0,0,3,0,5,1.8000003433228193,5.400001029968458,0,0.2777777777777778,0.375,0.5,0,96.26154119318181,3.6000006866456387,5.949881772489443,4.477109794616751,5.881226424764042,-0.021385181695222855,0,0,22,5,2,0,3,0,0,1,0,0.2631578947368421,1.6000003051758394,91.37371156159146,115.01519421837344,0.04545455,0.13636364,6.318610071587153,-0.09090909,-0.05459798872470856,-0.1309054659971537,91.58889431423611,0,0.55555556,0.33333333,0.97297297,0.14285714,"Gregory Santos",21894,666619
"Danny Coulombe","BOS",0,1,0,14,0,10,6.3000030040755295,3.600001716614588,0.900000429153647,0.26666666666666666,0.71428571,0.387096774,0.083333333,89.62165178571429,4.500002145768235,4.1797494309373855,4.477110195160231,4.862050013513797,-0.01595364324748516,0,0,43,9,5,1,4,0,1,7,0,0.23684210526315788,1.3000006198886012,105.28089805043672,108.52472950317697,0.1627907,0.09302326,4.4842595913545304,0.06976744,0.11385404318571091,-0.13449220839497947,85.86128874747983,0.03225806,0.29032258,1.75,0.84810127,0.28421053,"Danny Coulombe",13293,543056
"Tyler Kinley","ATL",4,2,0,25,0,22.2,9.926471701955425,3.573529812703953,1.588235472312868,0.2631578947368421,0.81196581,0.283333333,0.137931034,94.71570824795081,3.573529812703953,2.9449260542510736,4.488874391865996,3.9911996819548223,0.025095565244555473,0,0,96,19,9,4,9,1,1,25,0,0.22093023255813954,1.2352942562433418,88.09920929625737,113.29420832505065,0.26041667,0.09375,3.462520288027211,0.16666667,0.4304727613925934,0.5145479930145922,84.12166341145833,0.06557377,0.24590164,2.77777778,0.75903614,0.24867725,"Tyler Kinley",18297,641755
"Bailey Ober","MIN",6,2,0,11,11,62,6.241935483870968,2.467741935483871,1.3064516129032258,0.22950819672131148,0.73170732,0.336842105,0.09574468,89.11628303271812,3.9193548387096775,3.7526046422674333,4.496464366297568,4.738189173706116,0.8254563808441162,1,1,254,51,27,9,17,0,2,43,4,0.2170212765957447,1.096774193548387,94.81566442142618,109.38172483985021,0.16929134,0.06692913,4.655413142884701,0.10236221,0.1547241359949112,-0.390700825256737,87.27579152960526,0.09375,0.30208333,2.52941176,0.80361174,0.2851153,"Bailey Ober",21224,641927
"Shawn Armstrong","CLE",1,0,0,15,0,13.1,11.475002735853847,5.4000012874606345,1.3500003218651586,0.27586206896551724,0.86419753,0.387096774,0.125,93.35914195667614,3.3750008046628963,4.761665191837326,4.502109867334447,4.237049438939073,-0.021398046985268593,0,0,57,10,5,2,8,0,1,17,0,0.20833333333333334,1.3500003218651586,83.24687450172755,110.88310759838369,0.29824561,0.14035088,3.5668556299168097,0.15789474,0.2366780936717987,0.16261346246681774,91.69031943044355,0.09677419,0.51612903,2.125,0.78504673,0.18548387,"Shawn Armstrong",12857,542888
"Joey Cantillo","CLE",4,2,0,12,12,58,8.06896604794246,4.810345143965698,1.0862069679922544,0.2792207792207792,0.76177285,0.43670886,0.107692307,91.94889856557377,3.56896575197455,3.748837835670994,4.5081441044665755,4.512757269453854,0.47309038043022156,0,0,245,50,23,7,31,0,1,52,2,0.2347417840375587,1.3965518159900412,88.03116243560856,111.03211324363662,0.2122449,0.12653061,4.67030465880278,0.08571429,0.08225810527801514,0.34938049393255033,88.20126458662975,0.06832298,0.38509317,1.67741935,0.73258427,0.28142589,"Joey Cantillo",23335,676282
"Griffin Jax","TBR",1,3,0,17,6,30,8.10000077247627,4.500000429153483,1.200000114440929,0.2682926829268293,0.64971751,0.506024096,0.137931034,96.66423185881193,3.3000003147125545,4.495200464454421,4.510442997614556,4.134422112009931,-0.0315626859664917,0,0,128,26,11,4,15,1,0,27,0,0.23008849557522124,1.366666797002169,79.7343986624402,107.85774873937902,0.2109375,0.1171875,4.337687238540651,0.09375,-0.4820319712162018,-0.3309665957103786,87.91686864646084,0.05813953,0.36046512,1.8,0.72767857,0.31679389,"Griffin Jax",20253,643377
"Craig Kimbrel","- - -",0,2,0,15,0,16,9.562501139938968,3.3750004023314,1.6875002011657,0.3333333333333333,0.58510638,0.318181818,0.157894736,93.77323826607027,5.625000670552334,4.386321325275979,4.514609698951265,3.7444977874175622,-0.0806758664548397,0,0,68,17,10,3,6,1,0,17,0,0.27419354838709675,1.4375001713633742,144.1206610135912,112.43299634817998,0.25,0.08823529,3.4402603829912954,0.16176471,-0.2822499012108892,-0.3762434088075959,88.53636360168457,0.04444444,0.37777778,2.83333333,0.75182482,0.32624113,"Craig Kimbrel",6655,518886
"Steven Matz","TBR",4,1,0,8,8,41.1,7.18548409201973,3.266129132736241,1.3064516530944963,0.22522522522522523,0.77720207,0.358974358,0.125,,3.701613017101073,4.458245303071824,4.528722475470665,4.272212436740719,0.3431226313114166,0,0,166,31,17,6,15,0,1,33,3,0.20666666666666667,1.1129032600434599,89.43813934918478,108.29600173778229,0.19879518,0.09036145,4.40040171005048,0.10843374,0.44763797521591187,0.31269149798500656,88.486328125,0.11111111,0.35042735,2.2,0.7875,0.27272727,"Steven Matz",13361,571927
"Trevor Rogers","BAL",2,6,0,9,9,42.2,7.382812940049943,3.5859377137385438,1.265625075437133,0.3357664233576642,0.56818182,0.363636363,0.098360655,93.07333896396396,6.960937914904232,4.549377496762804,4.530234614200896,4.709557236662743,0.46025171875953674,0,0,196,52,33,6,17,0,1,35,3,0.29213483146067415,1.6171875963918922,172.14789096968346,110.88526259419942,0.17857143,0.08673469,4.622804527004063,0.09183674,-1.1590700149536133,-0.3042138014776705,89.29295499559859,0.07692308,0.37062937,2.05882353,0.78294574,0.32387707,"Trevor Rogers",22286,669432
"Nate Pearson","HOU",0,0,1,2,0,2,0,4.5,0,0,1,0.166666666,0,98.45438058035714,0,3.974710669225301,4.577109527587891,6.683284071087837,-0.007616098970174789,0,0,7,0,0,0,1,0,0,0,0,0,0.5,0,111.86247734346053,0,0.14285714,8.429872407181687,-0.14285714,0.04524598643183708,-0.03314748797148803,71.31666564941406,0,0,0,0.92857143,0.26315789,"Nate Pearson",20160,663878
"Anthony Molina","ATL",0,0,0,1,0,2,0,4.5,0,0,1,0.8,0,96.49632679332386,0,3.117654031544398,4.577109527587891,5.27916770875454,-0.00824111420661211,0,0,6,0,0,0,1,0,0,0,0,0,0.5,0,115.5153972324537,0,0.16666667,5.9492023419318505,-0.16666667,0.01968996413052082,0.011115012428610016,86.12000122070313,0,0.4,0,0.72727273,0.2,"Anthony Molina",26952,683627
