Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,CG,ShO,TBF,H,ER,HR,BB,IBB,HBP,SO,QS,AVG,WHIP,ERA-,FIP-,K%,BB%,SIERA,K-BB%,WPA,Clutch,EV,Barrel%,HardHit%,K/BB,Contact% (sc),O-Swing% (mlb),NameASCII,PlayerId,MLBAMID
"Mitch Keller","PIT",5,2,0,11,11,64.1,6.435233669398307,2.6580312982297354,0.559585536469418,0.24864864864864866,0.69277108,0.401069518,0.0625,93.51720068059817,3.6373059870512168,4.219516558519314,3.481254637260248,4.069805676372006,1.2887524366378784,0,0,257,50,26,4,19,0,3,46,7,0.2127659574468085,1.0725389448997178,88.42023504926163,86.57765315838881,0.17898833,0.07392996,4.357745751274881,0.10505837,0.6379600763320923,-0.31215185990779293,87.43171938004032,0.05291005,0.38095238,2.42105263,0.80786026,0.30161943,"Mitch Keller",17594,656605
"Kevin Kelly","TBR",3,2,2,24,0,24.2,6.20270430144859,1.824324794543703,0.7297299178174812,0.203125,0.6043956,0.606060606,0.133333333,93.1910400390625,2.918919671269925,3.7330980102598197,3.4825150374864915,3.282315476493178,0.3172648251056671,0,0,89,15,8,2,5,1,1,17,0,0.18072289156626506,0.8108110197972014,70.52675228394568,83.21303436543282,0.19101124,0.05617978,3.0125291949517194,0.13483146,1.220724105834961,-0.006172459456039614,91.16719055175781,0.09090909,0.45454545,3.4,0.83435583,0.33522727,"Kevin Kelly",25679,687330
"Burch Smith","DET",0,2,0,13,1,17,10.588237094631964,3.705882983121187,1.0588237094631963,0.36363636363636365,0.76576577,0.533333333,0.153846153,94.11631405738092,3.176471128389589,3.2453650878472873,3.488874303490245,3.033198503081642,0.06990529596805573,0,0,73,18,6,2,7,0,0,20,0,0.2727272727272727,1.4705884853655504,77.23165167584432,84.72873855562959,0.2739726,0.09589041,3.0193155438585855,0.17808219,-0.4329519122838974,-0.7460680619773262,90.27727508544922,0.04347826,0.47826087,2.85714286,0.79545455,0.26206897,"Burch Smith",12784,572143
"Abner Uribe","MIL",2,2,5,21,0,19.1,9.775863676377606,3.7241385433819447,0.9310346358454862,0.2653061224489796,0.69306931,0.450980392,0.117647058,,4.189655861304688,3.641947081693732,3.4909026990747734,3.38072913749376,0.20647580921649933,0,0,80,15,9,2,8,0,0,21,0,0.20833333333333334,1.1896553680247879,104.57261100347219,86.30992337479982,0.2625,0.1,3.30991131316185,0.1625,-0.12721794843673706,-0.14839025057217192,88.29019224877452,0.03921569,0.35294118,2.625,0.816,0.23636364,"Abner Uribe",25327,682842
"Blade Tidwell","SFG",0,0,1,8,0,12,7.5,2.25,0.75,0.28125,0.79365079,0.363636363,0.071428571,96.34921746504934,3,3.441303544116651,3.4937761942545578,4.048578616976739,0.10898738354444504,0,0,47,10,4,1,3,0,1,10,0,0.23255813953488372,1.0833333333333333,76.14474511119923,89.81934054189293,0.21276596,0.06382979,3.566195038507379,0.14893617,0.12904809415340424,0.5055713761606195,86.34242572206439,0.06060606,0.36363636,3.33333333,0.72413793,0.30208333,"Blade Tidwell",31701,694918
"Luinder Avila","KCR",0,2,0,10,1,21.1,8.43750050291422,5.062500301748532,0.421875025145711,0.41935483870967744,0.71808511,0.476190476,0.04347826,96.537646484375,5.062500301748532,4.732880117301228,3.4989845527336016,4.403422559782895,0.15216831862926483,0,0,95,27,12,1,12,0,0,20,0,0.3253012048192771,1.8281251089647477,119.79289106585682,85.30773707772161,0.21052632,0.12631579,4.310582687120792,0.08421053,-0.26184193789958954,-0.2288726754356823,88.40158420138889,0.07936508,0.34920635,1.66666667,0.7740113,0.25327511,"Luinder Avila",24452,679883
"Tim Hill","NYY",2,2,0,26,0,21.1,4.640626521315925,2.109375691507238,0.4218751383014477,0.2463768115942029,0.7079646,0.761194029,0.125,89.55212890625,2.531250829808686,3.3428089895122453,3.498984665889338,3.4161532746100787,0.1950143426656723,0,0,87,18,6,1,5,1,1,11,0,0.2222222222222222,1.078125353437033,62.399703866712244,83.48998511849761,0.12643678,0.05747126,2.654951930710377,0.06896552,-0.04861001670360565,-0.5143386637619479,90.50895668143657,0.01428571,0.45714286,2.2,0.90909091,0.28947368,"Tim Hill",16814,657612
"Seth Halvorsen","COL",0,0,0,10,0,9.1,9.642857471290911,7.714285977032729,0,0.3333333333333333,0.76470588,0.481481481,0,98.81393720518868,3.8571429885163644,5.0913196611354685,3.5056809707563756,4.107445146538041,0.06327030062675476,0,0,45,9,4,0,8,1,0,10,0,0.24324324324324326,1.821428633466061,83.9985930626378,82.50983493018732,0.22222222,0.17777778,4.720287528764575,0.04444445,0.2652139663696289,0.5673536288466785,90.57036675347223,0,0.40740741,1.25,0.77380952,0.28421053,"Seth Halvorsen",33294,678020
"Philip Abner","ARI",0,0,0,1,0,2.1,3.8571433826369397,3.8571433826369397,0,0.16666666666666666,0,0.5,0,89.88478440504808,7.714286765273879,2.2046938583756255,3.5056810145475508,4.709209489086691,0.0074672698974609375,0,0,8,1,2,0,1,0,0,1,0,0.14285714285714285,0.8571429739193199,189.20944303182847,89.88309182448204,0.125,0.125,5.209457563161848,0,0.009759992361068726,0.09689328185588106,83.56666564941406,0,0.16666667,1,0.90909091,0.11764706,"Philip Abner",33821,691769
"Jimmy Herget","COL",0,1,1,15,3,16,9.562501139938968,2.2500002682209335,1.1250001341104667,0.34782608695652173,0.69306931,0.234042553,0.071428571,92.51853825495793,5.0625006034971,4.295071623893963,3.514609579741961,4.346813313031648,0.32956867665052414,0,0,70,18,9,2,4,0,1,17,0,0.27692307692307694,1.3750001639127927,110.24816278228754,82.71928256137919,0.24285714,0.05714286,3.6474390193830666,0.18571429,0.567598033696413,0.415209955396604,90.38936014378325,0.125,0.45833333,4.25,0.72789116,0.32624113,"Jimmy Herget",17556,623474
"Dietrich Enns","BAL",3,0,0,13,0,16,7.312501307577128,6.187501106411417,0,0.2826086956521739,0.66666667,0.318181818,0,93.91192626953125,3.9375007040799925,3.608550498946207,3.5146096058190013,5.533027237594315,0.138675257563591,0,0,70,13,7,0,11,0,0,13,0,0.22033898305084745,1.5000002682209495,97.37659639912765,85.96167593132506,0.18571429,0.15714286,5.266666102649027,0.02857143,-0.034072041511535645,-0.04212729331319093,91.57045676491477,0.06521739,0.39130435,1.18181818,0.80451128,0.26315789,"Dietrich Enns",13932,608650
"Justin Wrobleski","LAD",6,2,0,9,8,55.2,5.011976276876314,2.2634731572989804,0.48502996227835293,0.2542372881355932,0.75250836,0.365168539,0.037974683,93.90350618567274,3.071856427762902,4.102958404345558,3.526211344512292,4.818280732121266,1.1792090311646461,0,0,227,48,19,3,14,0,2,31,5,0.22748815165876776,1.113772505972514,76.48225693628943,84.84381378047343,0.13656388,0.06167401,4.890181953726804,0.07488987,0.8376442492008209,-0.13253736184780385,89.15562044636587,0.07222222,0.4,2.21428571,0.85175879,0.29333333,"Justin Wrobleski",31204,680736
"Lake Bachar","MIA",0,0,0,17,0,26.2,10.125000965595337,3.037500289678601,1.0125000965595337,0.1935483870967742,0.73394495,0.365079365,0.09375,95.10403781467014,3.037500289678601,2.7492855457750376,3.5271095705032396,3.7495492265166956,0.16194969415664673,0,0,106,15,9,3,9,0,2,30,0,0.15789473684210525,0.9000000858306967,74.23722223417144,87.31673372965423,0.28301887,0.08490566,3.0401403572328727,0.19811321,0.33488601446151733,0.5764527874985812,90.67619202628968,0.07692308,0.38461538,3.33333333,0.67804878,0.31666667,"Lake Bachar",19222,669199
"Logan Webb","SFG",2,4,0,8,8,48,7.875,2.8125,0.75,0.3333333333333333,0.63664596,0.56849315,0.129032258,92.73712409032534,5.0625,4.563365239230012,3.5354428609212247,3.3589346782614795,0.714755117893219,0,0,208,52,27,4,15,0,3,42,5,0.2736842105263158,1.3958333333333333,128.4942573751487,90.88696117047039,0.20192308,0.07211538,3.5690029611030223,0.12980769,-0.36170172691345215,-0.011282119841616589,90.92689924568965,0.06756757,0.48648649,2.8,0.8101983,0.34760705,"Logan Webb",17995,657277
"Chad Patrick","MIL",2,2,2,12,5,41,6.365853954680557,3.7317074906748093,0.4390244106676246,0.2564102564102564,0.8008658,0.344827586,0.034482758,94.61134690504808,2.634146464005748,3.666069140376259,3.5405241832926055,4.892688856326282,0.6904141902923584,0,0,165,32,12,2,17,1,0,29,1,0.21621621621621623,1.1951220068174226,65.74754171357283,87.5326939126804,0.17575758,0.1030303,4.8223775485519385,0.07272727,0.8851761817932129,0.07787173170006256,89.84654919854526,0.07563025,0.42016807,1.70588235,0.77917981,0.29752066,"Chad Patrick",30113,694477
"Kai-Wei Teng","HOU",3,3,0,17,4,37,8.756757659577824,3.6486490248240933,0.7297298049648187,0.23595505617977527,0.86956522,0.417582417,0.088235294,94.2545166015625,2.189189414894456,3.572955699042488,3.563596064231103,3.7998111242424835,0.5147867500782013,0,0,145,24,9,3,15,0,2,36,1,0.1875,1.0540541627269604,53.668112779053324,87.02913685986016,0.24827586,0.10344828,3.7282333460094055,0.14482759,0.6427160501480103,-0.03237403031916142,90.67802144144918,0.05434783,0.38043478,2.4,0.75409836,0.26440678,"Kai-Wei Teng",24282,678906
"Emerson Hancock","SEA",4,2,0,11,11,64.2,8.76804158193221,2.0876289480790975,1.1134021056421852,0.25925925925925924,0.84507042,0.435294117,0.121212121,95.32648354388297,2.783505264105463,4.10799373947333,3.5719549078733066,3.396774693468533,1.0579231977462769,0,0,251,50,20,8,15,0,3,63,7,0.2145922746781116,1.0051546787047505,72.57192207424468,90.66135177481698,0.25099602,0.05976096,3.3698065517807856,0.19123506,1.0223301649093628,-0.14714659645564088,89.81130836123512,0.08823529,0.42941176,4.2,0.78897338,0.26283368,"Emerson Hancock",27470,676106
"Easton McGee","MIL",0,0,0,2,0,2,4.5,4.5,0,0.25,1,0.75,0,92.49376424153645,0,7.601396696828292,3.577109527587891,3.577109527587891,0.00666570570319891,0,0,6,1,0,0,1,0,0,1,0,0.2,1,0,88.4342284360354,0.16666667,0.16666667,3.934396793867738,0,0.0048859999515116215,-0.04339403092465733,95.47500610351562,0.25,0.75,1,0.75,0.18181818,"Easton McGee",22176,668834
"Carl Edwards Jr.","NYM",0,0,0,2,0,6,16.500002622604786,6.000000953674468,1.500000238418617,0.2222222222222222,1,0.4,0.25,,1.500000238418617,2.6230354034201913,3.577109607060763,2.346520319686062,0.024807894602417946,0,0,25,3,1,1,4,0,0,11,0,0.14285714285714285,1.1666668521033687,38.4321777974487,89.13422534856639,0.44,0.16,2.49529008816185,0.28,0.1013759970664978,0.16712465626415085,93.62999877929687,0.1,0.4,2.75,0.58139535,0.2745098,"Carl Edwards Jr.",13607,605218
"Eduard Bazardo","SEA",3,2,0,25,0,23.1,8.485716829106062,3.471429611907025,0.7714288026460056,0.3076923076923077,0.82191781,0.323076923,0.068965517,95.3538309733073,2.3142864079380168,4.046470349028419,3.5913953960185614,4.222225921137818,0.1926407366991043,0,0,99,22,6,2,9,1,1,22,0,0.24719101123595505,1.328571826779232,60.33838520809705,91.15640221713434,0.22222222,0.09090909,3.814609905871219,0.13131313,0.07615581154823303,0.09293163443913069,90.6123046875,0.08955224,0.40298507,2.44444444,0.77456647,0.30687831,"Eduard Bazardo",20997,660825
"Nolan McLean","NYM",2,4,0,11,11,61.1,11.005435010773928,2.7880435360627285,1.1739130678158858,0.2777777777777778,0.62101911,0.447368421,0.16,96.4315185546875,4.402174004309571,3.1749615587522206,3.5988486688393957,3.0478565614922575,1.0315978527069092,0,0,253,48,30,8,19,0,7,75,5,0.21145374449339208,1.092391326995338,112.79007142511952,89.67415864013788,0.29644269,0.07509881,3.0219236434091865,0.22134387,-0.32866787910461426,-0.5990914080189783,87.03947368421052,0.07236842,0.38157895,3.94736842,0.774942,0.27005871,"Nolan McLean",33703,690997
"Noah Cameron","KCR",2,3,0,9,9,47.2,8.307692750927732,3.0209791821555387,0.9440559944236059,0.3310344827586207,0.66129032,0.326666666,0.080645161,92.44840625,4.720279972118029,4.971695145377884,3.6015850800454494,4.064281911682443,0.9619101285934448,0,0,210,53,25,5,16,0,0,44,3,0.27319587628865977,1.4475525247828624,111.69500262646473,87.81761064153059,0.20952381,0.07619048,4.133540124340973,0.13333333,-0.39299577474594116,0.04357882407691599,90.40533203125,0.10666667,0.44,2.75,0.7804878,0.28,"Noah Cameron",30184,702070
"Troy Melton","DET",1,0,0,1,1,5.2,4.764706416938604,4.764706416938604,0,0.125,0.8,0.3125,0,96.53897318025915,1.588235472312868,5.7875680583008835,3.60652135169218,5.588803497392314,0.10888388007879257,0,0,22,2,1,0,3,0,0,3,0,0.10526315789473684,0.8823530401738156,38.61582360393588,87.59546685361822,0.13636364,0.13636364,5.9954092907441225,0,0.1791580319404602,-0.032788679171744745,93.0875015258789,0.0625,0.5625,1,0.82051282,0.27272727,"Troy Melton",31807,675512
"Jake Bird","NYY",1,1,0,21,0,17,10.058826915121722,2.6470597145057164,1.0588238858022867,0.32608695652173914,0.70754717,0.5,0.125,,4.76470748611029,3.451038994762164,3.6065214704890343,3.398630918005121,0.19815345108509064,0,0,74,17,9,2,5,0,2,19,0,0.2537313432835821,1.2941180826472392,117.45826713161432,86.06455880774894,0.25675676,0.06756757,2.92467009446031,0.18918919,-0.5767779350280762,-0.3577425826554643,89.83333333333333,0.08333333,0.39583333,3.8,0.70338983,0.21481481,"Jake Bird",21267,656234
"Ron Marinaccio","SDP",1,0,0,19,0,30,7.500000953674438,2.7000003433227975,0.9000001144409325,0.3058823529411765,0.73964497,0.454545454,0.09090909,93.72737212873932,3.9000004959107075,3.916507557000425,3.610442928738073,3.8549709583980474,0.19386422634124756,0,0,122,29,13,3,9,0,0,25,0,0.25663716814159293,1.2666668277316828,100.38099431628945,90.19075750066278,0.20491803,0.07377049,3.656461447407424,0.13114754,0.17069604992866516,0.17949090562045045,87.67727383700284,0.06818182,0.375,2.77777778,0.752,0.27173913,"Ron Marinaccio",23488,676760
"Orion Kerkering","PHI",2,0,1,23,0,20.1,9.29508342040694,3.5409841601550243,0.8852460400387561,0.22641509433962265,0.84158416,0.407407407,0.071428571,97.38362798002578,2.21311510009689,2.193400006323421,3.618093218722686,4.272942082347644,0.22305254638195038,0,0,85,14,5,2,8,0,1,21,0,0.18421052631578946,1.0819673822695908,53.94468770853057,87.99651435656929,0.24705882,0.09411765,3.541000122353482,0.15294118,0.4516461193561554,0.254453989227738,80.52641325176887,0.07272727,0.2,2.625,0.7721519,0.33695652,"Orion Kerkering",31776,689147
"Tyron Guerrero","BOS",0,1,0,3,0,3.2,17.181821161065738,2.454545880152248,2.454545880152248,0.42857142857142855,0.27777778,0.5,0.5,99.74073262117346,9.818183520608992,2.623430722763334,3.6225641676217237,0.8429907923839335,0.023036690428853035,0,0,16,4,4,1,1,0,0,7,0,0.26666666666666666,1.3636366000845823,229.703707862843,87.7562949883138,0.4375,0.0625,1.24967631316185,0.375,-0.11488601565361023,-0.21099862707444253,88.5,0,0.25,7,0.73333333,0.29032258,"Tyron Guerrero",11691,594027
"Zack Kelly","BOS",0,2,0,17,0,16.1,7.7142881165447985,3.8571440582723993,0.5510205797532,0.2708333333333333,0.67961165,0.458333333,0.071428571,96.45621744791667,3.3061234785191993,5.655269631897177,3.6281301073410908,4.035740177496899,0.13135294616222382,0,0,71,14,6,1,7,0,1,14,0,0.2222222222222222,1.2857146860907998,77.34921842458647,87.89156664232677,0.1971831,0.09859155,3.965204904266089,0.09859155,-0.23681801557540894,-0.37204761846299894,88.10000415558511,0.08163265,0.3877551,2,0.80991736,0.27333333,"Zack Kelly",20349,677161
"Michael King","SDP",4,3,0,11,11,62,9.14516129032258,4.064516129032258,0.7258064516129032,0.25675675675675674,0.80882353,0.486486486,0.089285714,93.95067855992268,2.7580645161290325,3.6435471334544043,3.641625656620149,3.8614726935663533,1.0955703258514404,0,0,248,43,19,5,28,0,4,63,5,0.19907407407407407,1.1451612903225807,70.98903161879156,90.9672115186772,0.25403226,0.11290323,3.9528152369740748,0.14112903,1.4842400550842285,0.46504201116883115,86.58513249577703,0.09150327,0.32679739,2.25,0.74172185,0.28252788,"Michael King",19853,650633
"Yusei Kikuchi","LAA",0,3,0,7,7,31,9.580645161290322,4.064516129032258,0.8709677419354839,0.3516483516483517,0.65502183,0.372340425,0.078947368,95.54063527960527,5.806451612903226,4.7047742755945405,3.6577546888782133,4.120865068512578,0.6437608599662781,0,0,142,35,20,3,14,0,1,33,1,0.27559055118110243,1.5806451612903225,139.8860350581828,87.77217140125902,0.23239437,0.09859155,4.082453510117656,0.13380282,-0.45800790190696716,-0.15637322555657468,90.17553191489361,0.08510638,0.42553191,2.35714286,0.78832117,0.27368421,"Yusei Kikuchi",20633,579328
"Sean Manaea","NYM",0,1,0,12,0,34,10.058824657981498,3.97058868078217,0.794117736156434,0.37,0.67518248,0.346534653,0.073170731,90.53796532619522,5.558824153095038,4.860366473545302,3.665344887703768,4.211485268263339,0.31050974130630493,0,0,160,40,21,3,15,0,4,38,0,0.28368794326241137,1.617647240318662,142.42512282646663,91.32572588320022,0.2375,0.09375,3.61060537566185,0.14375,-0.38446590304374695,-0.3009383692190526,88.16831683168317,0.08737864,0.37864078,2.53333333,0.78187919,0.29305136,"Sean Manaea",15873,640455
"Sonny Gray","BOS",5,1,0,9,9,44,6.954545454545454,2.25,0.8181818181818182,0.2923076923076923,0.77380952,0.492537313,0.095238095,92.00711137820512,3.272727272727273,4.3832881640511365,3.6680186184969816,3.826493327996948,0.7259755730628967,0,0,182,42,16,4,11,0,3,34,4,0.25,1.2045454545454546,76.56788934443091,88.8609959125356,0.18681319,0.06043956,3.9373206843538706,0.12637363,0.5701859593391418,0.0719029854205957,88.10154735949612,0.08955224,0.34328358,3.09090909,0.80511182,0.29649596,"Sonny Gray",12768,543243
"Walbert Ureña","LAA",2,4,0,9,7,38.1,8.452174613967117,5.165217819646571,0.46956525633150653,0.27102803738317754,0.72265625,0.5,0.052631578,97.8228519798344,2.5826089098232856,3.323809769282365,3.6771095773448157,4.390755421795712,0.6552684791386127,0,0,168,31,11,2,22,1,1,36,3,0.21379310344827587,1.3826088103094358,62.21888075296987,88.23810657809737,0.21428571,0.13095238,4.598310912427763,0.08333333,0.12963414192199707,-0.2936350592464808,86.78055713794849,0.0733945,0.33027523,1.63636364,0.74086379,0.32460733,"Walbert Urena",29357,700712
"Brenan Hanifee","DET",0,0,0,8,2,10,4.5000008583070485,0.9000001716614097,0.9000001716614097,0.29411764705882354,0.94339623,0.484848484,0.076923076,96.75897725423177,1.8000003433228193,4.102106673191921,3.6771096420288307,4.20246101326494,0.06197030725888908,0,0,41,11,2,1,1,0,0,5,0,0.275,1.2000002288818796,43.76460352164044,89.31550532893445,0.12195122,0.02439024,4.167237506260845,0.09756098,0.12086403742432594,-0.0057969320504538124,87.57187271118164,0.08571429,0.34285714,5,0.92424242,0.296875,"Brenan Hanifee",22304,669724
"Gabe Speier","SEA",0,2,1,16,0,13.1,8.77500209212353,3.3750008046628963,0.6750001609325793,0.3333333333333333,0.76530612,0.435897435,0.066666666,94.88892886513158,2.7000006437303172,4.595596762251716,3.6771096706390725,4.2817407224193085,0.0715443342924118,0,0,60,14,4,1,5,1,2,13,0,0.2641509433962264,1.4250003397465563,70.39477842704126,93.33910921742908,0.21666667,0.08333333,3.6642423589724005,0.13333333,-0.4063299298286438,0.012108585004363737,87.35897435897436,0.1,0.3,2.6,0.7768595,0.35135135,"Gabe Speier",17170,642100
"Ryan Yarbrough","NYY",0,0,1,11,0,19.2,6.406780489489085,3.2033902447445426,0.45762717782064893,0.23728813559322035,0.7079646,0.406779661,0.041666666,87.87066150102459,3.6610174225651915,2.7139640313935494,3.6872790980154226,4.739760218655951,0.13863088190555573,0,0,83,15,8,1,7,1,2,14,0,0.20270270270270271,1.1186442124504752,90.25040123590131,87.99800349033704,0.1686747,0.08433735,4.300445332010381,0.08433735,-0.13222596049308777,-0.9197239313019147,82.91355766684322,0.01666667,0.2,2,0.80794702,0.28481013,"Ryan Yarbrough",16502,642232
