Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Anthony Bender","MIA",9.703127313405828,3.7968759052457584,2.55555556,0,0.26436782,0.10344828,0.16091954,0.15789473684210525,0.9843752346933448,0.22641509433962265,0.65217391,82.63326619215908,61.32715826525785,88.66931716120726,3.3750008046628963,2.472488925605978,0.9025118790569184,3.577141273152981,3.2747779009597267,"Anthony Bender",19742,669622
"Zebby Matthews","MIN",7.615384615384615,0.6923076923076923,11,0.6923076923076923,0.22916667,0.02083333,0.20833333,0.19148936170212766,0.7692307692307693,0.22857142857142856,0.93023256,33.62735452769069,63.94929540637603,78.62244898955743,1.3846153846153846,2.6203256093538725,-1.235710224738488,3.2198218398369276,3.2704816748347154,"Zebby Matthews",31827,805673
"Travis Adams","MIN",10.1250012069942,3.3750004023314,3,0,0.26470588,0.08823529,0.17647059,0.1935483870967742,1.1250001341104667,0.2727272727272727,0.66666667,81.96668643243653,47.70428613846989,94.36797928909877,3.3750004023314,1.9568639367818674,1.4181364655495328,3.8629305053283494,3.268042113975605,"Travis Adams",30180,701519
"Tyler Rogers","TOR",5.7857150739554095,3.085714706109552,1.875,0,0.15957447,0.08510638,0.07446809,0.19767441860465115,1.07142871739915,0.23943661971830985,0.8,37.98220808115365,67.97126525419789,86.40372977996438,1.542857353054776,2.8247211787165383,-1.2818638256617623,3.5376395957164117,3.2664247186612516,"Tyler Rogers",15541,643511
"Payton Tolle","BOS",9.572727936673802,2.209091062309339,4.33333333,0.7363636874364463,0.27857143,0.06428571,0.21428571,0.16153846153846155,0.8181818749293848,0.20454545454545456,0.63432836,57.65088921350097,68.99542160164167,85.77260044832946,2.454545624788154,2.8364095084135186,-0.3818638836253645,3.511861820405024,3.2631113570816517,"Payton Tolle",35466,801139
"Ryan Helsley","BAL",12.65625075437133,5.9062503520399545,2.14285714,0,0.32608696,0.15217391,0.17391304,0.1794871794871795,1.312500078231101,0.2916666666666667,0.78571429,62.84446794831052,54.92754600229295,73.67793039436863,2.531250150874266,2.238114020600912,0.29313613027335395,3.017868479438389,3.2615155221736676,"Ryan Helsley",18138,664854
"Mark Leiter Jr.","ATH",9.52941363575586,2.7794123104287927,3.42857143,0.7941178029796551,0.23762376,0.06930693,0.16831683,0.2903225806451613,1.500000294517126,0.373134328358209,0.62111801,141.75560937549852,76.15619250653023,83.75992699035561,5.9558835223474125,3.1700993823345183,2.785784140012894,3.429656412457267,3.259361243674452,"Mark Leiter Jr.",15551,643410
"Lake Bachar","MIA",9.592105744618152,3.197368581539384,3,0.7105263514531964,0.26732673,0.08910891,0.17821782,0.15555555555555556,0.9078947824124177,0.19672131147540983,0.72072072,69.58589527452273,81.26860971751229,97.8704657200691,2.8421054058127857,3.279232501851556,-0.4371270960387701,3.9492245904403878,3.2493887894773246,"Lake Bachar",19222,669199
"Drew Rasmussen","TBR",8.345454545454546,1.6363636363636365,5.1,1.1454545454545455,0.23394495,0.04587156,0.1880734,0.21256038647342995,0.9818181818181818,0.2483221476510067,0.79646018,67.4774286188817,83.59879776670569,75.38343133351498,2.7818181818181817,3.481864070892334,-0.7000458890741523,3.0875277676365593,3.2429487238025136,"Drew Rasmussen",25385,656876
"Bradgley Rodriguez","SDP",8.17105427211044,2.4868426045553518,3.28571429,0,0.22330097,0.06796117,0.15533981,0.20833333333333334,1.0657896876665793,0.273972602739726,0.81481481,45.80182125517753,52.47256333994727,87.20019767142105,1.7763161461109656,2.0950217674973537,-0.31870562138638814,3.5177318581485078,3.2423261662315848,"Bradgley Rodriguez",29107,699134
"Luke Weaver","NYM",9.2686580357136,3.2238810559003825,2.875,0.8059702639750956,0.25274725,0.08791209,0.16483517,0.1951219512195122,1.0746270186334608,0.24561403508771928,0.76576577,82.74815708603779,84.69222434417217,89.15193960441951,3.2238810559003825,3.395296951327093,-0.17141589542671065,3.5966579409384183,3.2371852140985053,"Luke Weaver",16918,596133
"Chase Burns","CIN",9.76271186440678,2.7457627118644066,3.55555556,1.0677966101694916,0.28193833,0.07929515,0.20264317,0.18181818181818182,0.9491525423728814,0.2246376811594203,0.95238095,43.296254389705965,79.55554717143656,77.94271789613879,1.8305084745762712,3.3699996641126733,-1.539491189536402,3.143370574611729,3.2342085175872692,"Chase Burns",35333,695505
"Cole Winn","TEX",10.70689831222309,3.2586212254592017,3.28571429,1.3965519537682294,0.25842697,0.07865169,0.17977528,0.2716049382716049,1.50000024663995,0.34545454545454546,0.69767442,138.63661155543866,96.08213839392444,89.51633410540884,5.5862078150729175,3.96117456030196,1.6250332547709574,3.66477045608494,3.233522923660804,"Cole Winn",22113,668390
"Joe Ryan","MIN",9.688235728913957,2.223529511554023,4.35714286,0.4764706096187192,0.27111111,0.06222222,0.20888889,0.1971153846153846,0.9705882788529465,0.2638888888888889,0.63197026,73.2878553626551,61.423217128963934,85.2960829293243,3.017647194251888,2.517158163196074,0.5004890310558139,3.4923989925484342,3.2279802000526954,"Joe Ryan",21390,657746
"Michael Petersen","MIA",9.610171666264993,3.203390555421664,3,0.4576272222030949,0.26923077,0.08974359,0.17948718,0.19718309859154928,1.0677968518072214,0.2653061224489796,0.6122449,89.63608427432953,66.33500251379354,93.59239243645754,3.661017777624759,2.6750843178229164,0.9859334598018425,3.77622448194505,3.2189636574488727,"Michael Petersen",20827,656848
"Braxton Ashcraft","PIT",9.385026929417307,2.310160474933491,4.0625,0.8663101781000592,0.26422764,0.06504065,0.19918699,0.21145374449339208,1.0267379888593293,0.2692307692307692,0.75085324,70.32336486852233,78.72952430964504,79.35798365744424,2.887700593666864,3.162077976271969,-0.27437738260510525,3.200602209982146,3.2091752842133126,"Braxton Ashcraft",23793,677952
"Sean Newcomb","CHW",7.887642139829602,2.426966812255262,3.25,0.30337085153190774,0.21138211,0.06504065,0.14634146,0.24324324324324326,1.1797755337351967,0.30952380952380953,0.7712766,74.04479492618039,70.76425956049471,89.49705202739021,3.0337085153190775,2.9807404537150317,0.05296806160404577,3.6639829010628757,3.20576570991384,"Sean Newcomb",16943,656794
"Parker Messick","CLE",9.792746888214815,2.6580312982297354,3.68421053,0.8393783047041269,0.28,0.076,0.204,0.20869565217391303,1.0414508595403056,0.2727272727272727,0.8557047,55.42664221850606,75.41647639341733,74.86994421309383,2.238342145877672,3.050775985532922,-0.8124338396552502,3.0665549575451334,3.2033097704984335,"Parker Messick",31986,800048
"Reid Detmers","LAA",10.714286363043792,2.7142858786377606,3.94736842,0.7142857575362528,0.28301887,0.07169811,0.21132075,0.2190082644628099,1.1428572120580045,0.2962962962962963,0.5942029,110.56395237068668,68.13610495772245,83.09299676522183,4.571428848232018,2.827895801546111,1.743533046685907,3.40241638948553,3.1968509365186604,"Reid Detmers",27468,672282
"Emerson Hancock","SEA",9.204545853551771,1.9943182682695506,4.61538462,1.2272727804735695,0.26200873,0.05676856,0.20524018,0.22897196261682243,1.0568182276300182,0.2808219178082192,0.83333333,80.30743051610058,91.20472147084655,78.07743521442949,3.0681819511839237,3.576182274138633,-0.5080003229547092,3.197561358612794,3.187821261577109,"Emerson Hancock",27470,676106
"Jacob Latz","TEX",7.985916351094458,1.90140865502249,4.2,0.380281731004498,0.24418605,0.05813953,0.18604651,0.1111111111111111,0.5915493593403303,0.13559322033898305,0.71428571,47.18851532934981,60.327599792903584,88.9010289329341,1.90140865502249,2.4903147115520037,-0.5889060565295137,3.6396390009473674,3.1797731928435318,"Jacob Latz",21306,656641
"Brent Headrick","NYY",10.038464484131001,3.115385529557897,3.22222222,0.6923078954573104,0.26363636,0.08181818,0.18181818,0.2376237623762376,1.269231141671736,0.3142857142857143,0.86092715,51.40033224017913,69.24471370733369,85.21415478254809,2.076923686371931,2.8895563221541924,-0.8126326357822613,3.4890527285524247,3.1638979172362682,"Brent Headrick",27702,687396
"Mason Fluharty","TOR",12.053576149808533,4.339287413931072,2.77777778,0.48214304599234137,0.29761905,0.10714286,0.19047619,0.26666666666666666,1.5535720370864332,0.3877551020408163,0.6884058,118.69443057392088,61.24758481378967,88.71442152294021,4.8214304599234135,2.546149575345288,2.2752808845781254,3.632017228918802,3.1622452824182843,"Mason Fluharty",31553,689254
"Shane Drohan","MIL",9.592106466808628,2.842105619795149,3.375,0.35526320247439364,0.25471698,0.0754717,0.17924528,0.21428571428571427,1.144736985750824,0.2857142857142857,0.65217391,71.06495196826262,59.72409410952705,85.02581885261395,2.842105619795149,2.410811355107368,0.43129426468778087,3.429802609015583,3.161824848773276,"Shane Drohan",27814,675660
"Zack Wheeler","PHI",8.601770492268148,1.9115045538373663,4.5,0.23893806922967079,0.25531915,0.05673759,0.19858156,0.17424242424242425,0.8230089051244216,0.23157894736842105,0.81699346,40.841691924778004,54.4222205023881,74.18098986063254,1.6725664846076955,2.2323064914090605,-0.5597400068013649,2.991250843337947,3.16155577129854,"Zack Wheeler",10310,554430
"Paxton Schultz","WSN",10.125001379421967,2.4107146141480875,4.2,0.9642858456592349,0.24705882,0.05882353,0.18823529,0.27848101265822783,1.4464287684888524,0.35714285714285715,0.55555556,131.6316349214827,78.7835692178852,94.21081291050535,5.303572151125792,3.189006942632249,2.1145652084935427,3.801232657825499,3.1607960580000447,"Paxton Schultz",25501,687606
"José Alvarado","PHI",12.22641949434802,4.075473164782673,3,0.5094341455978342,0.26666667,0.08888889,0.17777778,0.3333333333333333,1.924528994480707,0.4716981132075472,0.68306011,149.2758772002971,76.42968238917463,92.61100896085588,6.11320974717401,3.138467864847649,2.974741882326361,3.736538521350357,3.155077571772277,"Jose Alvarado",17780,621237
"Drew Anderson","DET",11.227724256497936,4.27722828818969,2.625,0.8019803040355669,0.29370629,0.11188811,0.18181818,0.21428571428571427,1.277227891612199,0.2962962962962963,0.72864322,91.35218408882376,79.54047301950801,79.47321149066352,3.7425747521659787,3.260081916233571,0.4824928359324079,3.2545702875759295,3.146755729162892,"Drew Anderson",15130,623454
"Jonathan Bowlan","PHI",8.816328246511391,2.204082061627848,4,0.551020515406962,0.23529412,0.05882353,0.17647059,0.25,1.2244900342376932,0.3191489361702128,0.53763441,121.09622730952805,64.64648640793993,83.9193030378702,4.9591846386626575,2.6532925589091416,2.305892079753516,3.3850564479959018,3.1337748132767707,"Jonathan Bowlan",24607,680742
"Tanner Gordon","COL",9.878049240021554,1.9756098480043107,5,1.9756098480043107,0.25,0.05,0.2,0.30701754385964913,1.5000000697810507,0.3717948717948718,0.64417178,143.6685980211544,103.57555129933694,89.84350057238018,6.585366160014369,4.398937302895208,2.1864288571191617,3.62462382991621,3.1308470335918113,"Tanner Gordon",27669,685299
"Codi Heuer","CLE",10.125002413988689,3.3750008046628963,3,0,0.27272727,0.09090909,0.18181818,0.3,1.500000357627954,0.42857142857142855,0.75,83.57299728807578,48.298276993820785,85.88304974927237,3.3750008046628963,1.9568638026713687,1.4181370019915276,3.5163729992083144,3.127148495427216,"Codi Heuer",23293,676051
"Justin Sterner","ATH",9.121623972718515,2.554054712361184,3.57142857,1.4594598356349624,0.24038462,0.06730769,0.17307692,0.24742268041237114,1.256757080685662,0.29411764705882354,0.70866142,95.52540749896747,96.49159307739515,79.48257742586736,4.013514547996147,4.0142967436591155,-0.0007821956629685545,3.2549528287781273,3.1265280775824564,"Justin Sterner",27694,686993
"Ryan Weathers","NYY",10.203488598390814,2.511627962680816,4.0625,1.255813981340408,0.2826087,0.06956522,0.21304348,0.22429906542056074,1.1162790945248071,0.28368794326241137,0.79545455,77.69815556574056,83.08963060045201,74.56207869015525,3.1395349533510197,3.4655850096352365,-0.3260500562842168,3.0539805328137146,3.1253449194285237,"Ryan Weathers",23796,677960
"Camilo Doval","NYY",7.650002188683183,1.8000005149842782,4.25,1.8000005149842782,0.20481928,0.04819277,0.15662651,0.22784810126582278,1.1000003147126145,0.2413793103448276,0.6097561,133.6408628440819,109.91953874584574,80.5556845696531,5.4000015449528345,4.581864500045899,0.8181370449069352,3.298782696050966,3.112453566275421,"Camilo Doval",21992,666808
"Joe Mantiply","TOR",8.150945449563446,2.0377363623908615,4,0.5094340905977154,0.22535211,0.05633803,0.16901408,0.24242424242424243,1.1320757568838118,0.30612244897959184,0.86734694,50.16518628739036,68.71291841370194,80.50194507737129,2.0377363623908615,2.8554489195155717,-0.8177125571247101,3.2965877662830847,3.1060689669308084,"Joe Mantiply",14857,573009
"Bryan Baker","TBR",10.546875628642775,3.796875226311399,2.77777778,0.421875025145711,0.29069767,0.10465116,0.18604651,0.16883116883116883,1.0312500614672937,0.23529411764705882,0.77669903,61.39950212724411,62.688800180818646,80.66701274154322,2.531250150874266,2.613114042952655,-0.08186389207838918,3.303329771360201,3.1004985316956386,"Bryan Baker",19804,641329
"Ian Seymour","TBR",10.038463747713473,2.769231378679579,3.625,1.0384617670048422,0.26851852,0.07407407,0.19444444,0.23232323232323232,1.1923079547092632,0.29850746268656714,0.64748201,117.55120242376988,81.37703990162957,89.13027635760353,4.846154912689263,3.3895564463011767,1.4565984663880864,3.649002356931053,3.0994746511196754,"Ian Seymour",27932,693855
"Cooper Criswell","SEA",7.253731756280458,2.014925487855683,3.6,1.2089552927134097,0.20930233,0.05813953,0.15116279,0.25,1.1194030488087128,0.288135593220339,0.77981651,84.38273410670504,102.6060657476914,82.86622117656854,3.2238807805690923,4.022162631891653,-0.7982818513225602,3.393153992893585,3.0949075396545505,"Cooper Criswell",24975,681867
