Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Hunter Bigge","TBR",6.622642462768909,5.094340355976084,1.3,0.5094340355976084,0.17567568,0.13513514,0.04054054,0.171875,1.1886794163944197,0.2,0.45918367,135.9284690046092,97.13197135769448,128.8161032872811,5.603774391573692,4.044128360354483,1.5596460312192093,5.269925800609029,4.91417072795235,"Hunter Bigge",26259,685801
"Justin Topa","MIN",5.6842128087948485,5.210528408061944,1.09090909,1.894737602931616,0.13043478,0.11956522,0.01086957,0.3375,2.000000803094484,0.359375,0.62874251,195.56969302042992,157.72675437379326,128.22034969177471,8.052634812459369,6.450286476104097,1.6023483363552717,5.245592907878258,4.910937070561367,"Justin Topa",15145,623437
"JT Brubaker","SFG",6.657535116317843,5.178082868247211,1.28571429,0.3698630620176579,0.16981132,0.13207547,0.03773585,0.25,1.5205481438503714,0.3013698630136986,0.73033708,84.64041925107834,99.36930133845435,123.37314447695795,3.3287675581589213,3.8626860907073897,-0.5339185325484683,4.980522069322965,4.9051876814720705,"JT Brubaker",17578,664141
"Jose Espada","BAL",0,0,0,0,0,0,0,0.5,2,0.5,1,0,75.71441154590924,109.18448358278899,0,3.081864070892334,-3.081864070892334,4.468094137310982,4.902074118375778,"Jose Espada",21131,664744
"Emilio Pagán","CIN",7.071429053131448,3.8571431198898805,1.83333333,1.9285715599449402,0.17741935,0.09677419,0.08064516,0.2545454545454545,1.428571525885141,0.2682926829268293,0.6547619,152.05233232159145,136.68490225996374,138.31772768648725,6.428571866483134,5.796149970074103,0.6324218964090313,5.5848629361730895,4.894194310579016,"Emilio Pagan",14771,641941
"Anthony Kay","CHW",6.604316863946559,4.273381500200714,1.54545455,1.165467681872922,0.16037736,0.10377358,0.05660377,0.24861878453038674,1.4460432349164032,0.2765957446808511,0.76923077,104.30193119275819,126.09982077937246,126.54589115961448,4.273381500200714,5.304885760390686,-1.0315042601899718,5.177201512253453,4.891404870927301,"Anthony Kay",20387,641743
"Adrian Houser","SFG",5.297468610230874,3.2468355998189224,1.63157895,1.3670886736079675,0.13191489,0.08085106,0.05106383,0.2757009345794392,1.4810127297419646,0.2914285714285714,0.65406977,134.69849014851582,130.50155587348584,113.99146887132392,5.297468610230874,5.075535053237287,0.2219335569935872,4.601138456643805,4.882705682426735,"Adrian Houser",12718,605288
"Cade Povich","BAL",5.586207263960165,3.258620903976763,1.71428571,1.8620690879867217,0.14634146,0.08536585,0.06097561,0.25675675675675674,1.3448276746570769,0.25862068965517243,0.74766355,127.13363709313164,141.97752357245204,126.15434652419775,5.120689991963484,5.771519420206488,-0.6508294282430036,5.161209307280178,4.880439224169065,"Cade Povich",30055,700249
"Justin Wrobleski","LAD",5.011976276876314,2.2634731572989804,2.21428571,0.48502996227835293,0.13656388,0.06167401,0.07488987,0.22748815165876776,1.113772505972514,0.2542372881355932,0.75250836,76.61897686769477,85.0347956291429,118.85099286700762,3.071856427762902,3.5309658878167354,-0.45910946005383346,4.797651728566828,4.8682203839407325,"Justin Wrobleski",31204,680736
"Ken Waldichuk","WSN",7.714286765273879,5.7857150739554095,1.33333333,3.8571433826369397,0.19512195,0.14634146,0.04878049,0.23529411764705882,1.5000002043588099,0.18181818181818182,0.85106383,167.5311717182507,226.61616950361486,133.74319757291386,6.750000919614645,9.18900776006749,-2.439006840452845,5.399874472091593,4.868130033166025,"Ken Waldichuk",27681,686610
"Dennis Santana","PIT",6.328125377185665,4.21875025145711,1.5,1.265625075437133,0.15789474,0.10526316,0.05263158,0.2619047619047619,1.5000000894069725,0.2878787878787879,0.625,133.5594583576135,125.6237329342182,131.31878852230508,5.484375326894243,5.050614188238986,0.43376113865525756,5.3018343028408434,4.8675306266426235,"Dennis Santana",17878,642701
"Victor Vodnik","COL",8.000000847710593,6.500000688764857,1.23076923,1.0000001059638242,0.17777778,0.14444444,0.03333333,0.32894736842105265,2.111111334812518,0.39655172413793105,0.60773481,174.53075167442472,119.62431462223194,128.24849823982896,8.000000847710593,5.081864282819982,2.9181365648906112,5.177675477882111,4.865481281490874,"Victor Vodnik",24614,680767
"Aaron Bummer","ATL",7.630436839138506,5.869566799337313,1.3,3.521740079602387,0.16883117,0.12987013,0.03896104,0.2727272727272727,1.8260874486827194,0.2553191489361702,0.67961165,188.45152487632703,217.73373568226964,136.89489392583124,7.630436839138506,8.625343825822018,-0.9949069866835121,5.527325260063782,4.8606492564960275,"Aaron Bummer",16258,607481
"Zak Kent","- - -",6.750000919614645,4.821429228296175,1.4,2.8928575369777048,0.15909091,0.11363636,0.04545455,0.2564102564102564,1.6071430760987249,0.2413793103448276,0.55555556,142.57020545518387,180.77872093616392,133.19363742631134,5.7857150739554095,7.367578940488934,-1.5818638665335243,5.416876995756855,4.836751796276888,"Zak Kent",25703,687849
"Tyler Uberstine","BOS",6.750001609325793,3.3750008046628963,2,3.3750008046628963,0.18181818,0.09090909,0.09090909,0.3,1.500000357627954,0.2857142857142857,1,79.26998606998403,184.77827828571364,116.97305270192612,3.3750008046628963,7.581865143776196,-4.2068643391133,4.78620957686794,4.8176443648499845,"Tyler Uberstine",29961,700413
"Hogan Harris","ATH",9.986305022782373,7.767126128830735,1.28571429,0.7397262979838795,0.23076923,0.17948718,0.05128205,0.22340425531914893,1.7260280286290521,0.2923076923076923,0.84951456,70.42471649979983,114.61813368824244,121.0225553474732,2.958905191935518,4.766796194077838,-1.8078910021423198,4.951607006661561,4.807500812509341,"Hogan Harris",21520,663687
"Seth Johnson","PHI",9.818183520608992,7.363637640456744,1.33333333,0,0.19047619,0.14285714,0.04761905,0.29411764705882354,2.1818185601353317,0.38461538461538464,0.44444444,179.8095458236888,101.549312547913,150.14361233073132,7.363637640456744,4.17277335096,3.1908642894967443,6.063087405666149,4.801452796245283,"Seth Johnson",26020,686751
"Chad Patrick","MIL",6.365853954680557,3.7317074906748093,1.70588235,0.4390244106676246,0.17575758,0.1030303,0.07272727,0.21621621621621623,1.1951220068174226,0.2564102564102564,0.8008658,65.86507223311068,87.72956494877596,120.69301396463293,2.634146464005748,3.545278726597049,-0.911132262591301,4.8721408335012,4.800415978765867,"Chad Patrick",30113,694477
"Cole Wilcox","SEA",10.125001689791961,8.10000135183357,1.25,0.6750001126527975,0.21428571,0.17142857,0.04285714,0.30357142857142855,2.175000362992347,0.4,0.77702703,141.3410951702065,126.50141513832534,117.64372399895227,5.40000090122238,4.956864383816772,0.4431365174056081,4.813602399758537,4.796141054684752,"Cole Wilcox",27481,677961
"Aaron Civale","ATH",6.445161607565682,2.7870969113797543,2.3125,1.567742012651112,0.16517857,0.07142857,0.09375,0.27053140096618356,1.3935484556898772,0.2919254658385093,0.89403974,78.77342811520757,117.85616985409395,116.89749758810886,3.3096775822634585,4.901218999154118,-1.5915414168906592,4.783123612312048,4.793755674693449,"Aaron Civale",19479,650644
"Chase Silseth","LAA",8.826926638390212,6.750002723474868,1.30769231,0.519230978728836,0.21794872,0.16666667,0.05128205,0.21875,1.557692936186508,0.2826086956521739,0.86466165,50.232197509767616,103.55384371222192,117.8738152116815,2.076923914915344,4.293403021259618,-2.216479106344274,4.823000219326667,4.786187037890795,"Chase Silseth",30074,681217
"Cam Sanders","PIT",12.600002403259735,9.000001716614097,1.4,0,0.25925926,0.18518519,0.07407407,0.2857142857142857,2.2000004196167793,0.42857142857142855,0.5,263.00942940809415,96.60252363462351,137.34039094141036,10.800002059936917,3.881864223480254,6.918137836456663,5.545340620465574,4.775728439298863,"Cam Sanders",23479,676742
"Yoendrys Gómez","- - -",7.920000906372174,4.680000535583558,1.69230769,1.800000205993676,0.19642857,0.11607143,0.08035714,0.22916666666666666,1.4000001602173036,0.2463768115942029,0.77419355,113.5316025544767,140.74407531468546,136.180854449948,4.680000535583558,5.841864386749304,-1.1618638511657462,5.570730867303864,4.755309127564096,"Yoendrys Gomez",22872,672782
"Seth Halvorsen","COL",9.642857471290911,7.714285977032729,1.25,0,0.22222222,0.17777778,0.04444445,0.24324324324324326,1.821428633466061,0.3333333333333333,0.76470588,84.14874922096398,82.6957861997905,105.38390013209576,3.8571429885163644,3.510435514060819,0.3467074744555454,4.25305878922155,4.747280034784963,"Seth Halvorsen",33294,678020
"Javier Assad","CHC",4.846154379421496,2.423077189710748,2,1.3846155369775703,0.12962963,0.06481481,0.06481482,0.25742574257425743,1.269230908896106,0.26506024096385544,0.58394161,148.70593294594335,121.22672804915513,114.59132384279278,5.884616032154674,4.812633492114297,1.071982540040377,4.625395866058254,4.747086832994163,"Javier Assad",21741,665871
"Jack Kochanowicz","LAA",6.436046654369591,4.552325682358979,1.4137931,0.7848837383377549,0.16269841,0.11507937,0.04761905,0.2191780821917808,1.3430232856001585,0.24855491329479767,0.66216216,110.10192581578737,108.83913612608981,112.10299041998594,4.552325682358979,4.512096660752244,0.04022902160673514,4.5872973017386665,4.741820883269489,"Jack Kochanowicz",27688,686799
"Kendry Rojas","MIN",8.790697869382855,6.2790699067020395,1.4,0,0.2295082,0.16393443,0.06557377,0.22,1.4651163115638093,0.3055555555555556,0.90909091,30.499229201541134,83.79152737426395,114.56804585408611,1.255813981340408,3.4307012879313366,-2.1748873065909287,4.687979748149044,4.734358357800519,"Kendry Rojas",29423,696070
"Spencer Arrighetti","HOU",8.78048780487805,5.487804878048781,1.6,0.21951219512195122,0.22857143,0.14285714,0.08571429,0.16666666666666666,1.1951219512195121,0.22330097087378642,0.87686567,32.414619534007535,91.19629821772139,119.43092843349872,1.3170731707317074,3.716010412355749,-2.3989372416240418,4.886598776317225,4.73311100998736,"Spencer Arrighetti",29921,681293
"Cal Quantrill","TEX",6.051724535956845,3.7241381759734433,1.625,0.4655172719966804,0.1625,0.1,0.0625,0.22535211267605634,1.2413793919911478,0.2631578947368421,0.6779661,69.31829893905461,92.31011243912235,123.90972720872436,2.7931036319800824,3.806002049553837,-1.0128984175737545,5.069530328862257,4.731257087125778,"Cal Quantrill",19312,615698
"Eli Morgan","KCR",6.567568244683368,4.378378829788912,1.5,2.189189414894456,0.15789474,0.10526316,0.05263158,0.29411764705882354,1.7027028782512437,0.3076923076923077,0.83333333,121.34563263675892,153.13278287421997,119.27467490732795,5.108108634753731,6.244026559073215,-1.1359179243194841,4.88021677489953,4.726476702744339,"Eli Morgan",20203,669212
"Tatsuya Imai","HOU",10.903848153599988,7.269232102399991,1.5,2.076923457828569,0.25301205,0.1686747,0.08433735,0.25757575757575757,1.78846186646349,0.3170731707317073,0.63380282,204.46148378944483,162.16425241171575,113.4121306021826,8.307693831314277,6.601095485546298,1.7065983457679783,4.6407676758383065,4.712089089117577,"Tatsuya Imai",37124,837227
"Peyton Pallette","CLE",9.580645456026307,6.9677421498373135,1.375,0.8709677687296642,0.22680412,0.16494845,0.06185567,0.21794871794871795,1.5967742426710512,0.2777777777777778,0.69277108,129.40332376836164,122.96848458560437,123.49054644749329,5.225806612377985,4.96896090313994,0.2568457092380454,5.052409357080007,4.69808283222243,"Peyton Pallette",31865,688883
"Danny Coulombe","BOS",6.000003178916073,4.000002119277381,1.5,1.0000005298193453,0.15,0.1,0.05,0.2571428571428571,1.4444452097390543,0.2857142857142857,0.71428571,117.43705062119807,118.35964437528911,124.887825635066,5.000002649096727,4.85964279057117,0.14035985852555655,5.109479670784527,4.689310368375778,"Danny Coulombe",13293,543056
"Calvin Faucher","MIA",9.580647224442592,7.40322740070564,1.29411765,0,0.23404255,0.18085106,0.05319149,0.22077922077922077,1.6451616446012531,0.3090909090909091,0.58823529,95.96121013809368,84.76234817667286,108.01934769758401,3.919355682726515,3.420573821251416,0.49878186147509895,4.359633100725242,4.684532233590296,"Calvin Faucher",20116,676534
"DL Hall","MIL",9.486488198084892,6.9324336832158835,1.36842105,0.3648649306955728,0.25742574,0.18811881,0.06930693,0.14814814814814814,1.256756983506973,0.2037037037037037,0.81699346,63.8624265612524,97.30617719185904,109.45679987579197,2.5540545148690095,3.933215575848671,-1.3791610609796616,4.417761927956763,4.667721666495218,"DL Hall",22207,669084
"Gavin Collyer","TEX",7.425001239180772,5.40000090122238,1.375,0,0.19298246,0.14035088,0.05263158,0.15555555555555556,1.1250001877546625,0.20588235294117646,0.73684211,67.00769575039645,100.23136509687791,131.49816223607874,2.70000045061119,4.131864246130019,-1.431863795518829,5.379471514123729,4.661339738137335,"Gavin Collyer",26349,686560
"Hoby Milner","CHC",3.8571436979334583,2.314286218760075,1.66666667,0.7714287395866917,0.10869565,0.06521739,0.04347826,0.19047619047619047,0.9428573483837343,0.19444444444444445,0.89622642,48.735563116914385,110.03597561450603,118.85835331355557,1.9285718489667292,4.367578636870153,-2.439006787903424,4.797949376121451,4.660201009708241,"Hoby Milner",13346,571948
"Robbie Ray","SFG",8.130682170637398,4.448863829216689,1.82758621,1.9943182682695506,0.212,0.116,0.096,0.23529411764705882,1.3806818780327657,0.25161290322580643,0.78025478,117.02178155258296,144.95681448100987,115.15806590225172,4.6022729267758855,5.638682363545604,-1.036409436769718,4.648314229367003,4.658200148749141,"Robbie Ray",11486,592662
"Bailey Ober","MIN",6.241935483870968,2.467741935483871,2.52941176,1.3064516129032258,0.16929134,0.06692913,0.10236221,0.2170212765957447,1.096774193548387,0.22950819672131148,0.73170732,95.18710838080189,110.0033937177709,115.2498133881454,3.9193548387096775,4.501218909602011,-0.5818640708923337,4.7158257844948,4.633451573098629,"Bailey Ober",21224,641927
"Carlos Rodón","NYY",11.769231632616457,7.615385174045942,1.54545455,0,0.28813559,0.18644068,0.10169492,0.1702127659574468,1.461538568756292,0.26666666666666666,0.65,102.80064185612119,77.56456352370382,99.89743459570458,4.153846458570514,3.235710236024576,0.9181362225459377,4.08877495486266,4.627363703040083,"Carlos Rodon",16137,607074
"Ryan Weiss","HOU",10.384616527331778,6.9230776848878515,1.5,2.7692310739551407,0.22900763,0.15267176,0.07633588,0.3153153153153153,2.115384848160177,0.3698630136986301,0.70776256,187.42301305771824,173.99031414447757,118.32210502694284,7.6153854533766365,7.081864511049759,0.5335209423268772,4.841310118031984,4.613723609676378,"Ryan Weiss",24621,680802
"Chris Bassitt","BAL",6.464788775811993,3.61267608060082,1.78947368,0.7605633853896463,0.15315315,0.08558559,0.06756757,0.30612244897959184,1.669014095716168,0.35443037974683544,0.69651741,136.90061777367364,107.98447340611841,116.26914433229557,5.514084544074935,4.391723234618947,1.1223613094559877,4.757459222728738,4.61242132407705,"Chris Bassitt",12304,605135
"Lucas Sims","CHW",9.000001716614097,6.300001201629867,1.42857143,0.9000001716614097,0.2173913,0.15217391,0.06521739,0.23684210526315788,1.6000003051758394,0.2962962962962963,0.64102564,109.83310988463104,113.64720833195409,118.9778790417812,4.5000008583070485,4.781864395141664,-0.2818635368346154,4.868094478007395,4.610531588850281,"Lucas Sims",13470,608371
"Ryan Walker","SFG",8.217393007981883,5.869566434272773,1.4,1.1739132868545545,0.19178082,0.1369863,0.05479452,0.30158730158730157,1.891304739932338,0.3617021276595745,0.64885496,164.1697146625174,126.19990173277938,115.41736866213913,6.456523077700051,4.90795140599942,1.548571671700631,4.658800119303838,4.60759748786712,"Ryan Walker",20423,676254
"Trevor Rogers","BAL",7.382812940049943,3.5859377137385438,2.05882353,1.265625075437133,0.17857143,0.08673469,0.09183674,0.29213483146067415,1.6171875963918922,0.3357664233576642,0.56818182,172.82228685785392,111.51401331547065,114.58665859281352,6.960937914904232,4.534989157505339,2.425948757398893,4.688739964752512,4.600842957217991,"Trevor Rogers",22286,669432
"Andrew Hoffmann","ARI",9.257144118328656,6.171429412219104,1.5,2.314286029582164,0.20338983,0.13559322,0.06779661,0.32,2.057143137406368,0.37142857142857144,0.625,189.54767444796076,171.27417079894101,126.85447849130709,7.714286765273879,6.681864561353478,1.032422203920401,5.121303005567814,4.597697791096973,"Andrew Hoffmann",29633,694851
"José Fermin","LAA",8.735295832776204,6.3529424238372405,1.375,0.7941178029796551,0.21153846,0.15384615,0.05769231,0.19047619047619047,1.4117649830749421,0.23333333333333334,0.84337349,76.8256979253334,119.05498151667194,119.47935087834007,3.1764712119186203,4.934805611178196,-1.7583343992595757,4.888576537198523,4.583822632385661,"Jose Fermin",33908,820862
"Eduardo Rodriguez","ARI",6.414364776071048,3.4309392988287004,1.86956522,0.5966850954484696,0.17408907,0.09311741,0.08097166,0.21875,1.1933701908969392,0.2542372881355932,0.84337349,54.9792915055065,93.9650556460216,104.11246930032401,2.237569107931761,3.661974580356124,-1.4244054724243629,4.201643664407432,4.58002490548067,"Eduardo Rodriguez",13164,593958
"Walbert Ureña","LAA",8.452174613967117,5.165217819646571,1.63636364,0.46956525633150653,0.21428571,0.13095238,0.08333333,0.21379310344827587,1.3826088103094358,0.27102803738317754,0.72265625,62.4626255767375,88.77443851470557,106.97326074153034,2.5826089098232856,3.681864120649259,-1.0992552108259734,4.3777792007230785,4.5763493426416915,"Walbert Urena",29357,700712
"Shane Baz","BAL",7.534884389379137,3.9244189528016338,1.92,1.0988373067844575,0.192,0.1,0.092,0.2600896860986547,1.4476745470334915,0.30357142857142855,0.70478723,120.81727523148136,108.37181366067266,109.68526641016263,4.866279501474025,4.407445583838664,0.45883391763536174,4.48854805468858,4.566352280382712,"Shane Baz",22264,669358
"Griffin Jax","TBR",7.714286502526812,4.821429064079257,1.6,1.2857144170878019,0.20512821,0.12820513,0.07692308,0.22549019607843138,1.357142995814902,0.25675675675675674,0.70987654,85.76438757516681,116.09203468422652,105.34912513855478,3.535714646991455,4.831864249706287,-1.296149602714832,4.311443189147962,4.560575121398242,"Griffin Jax",20253,643377
"Kodai Senga","NYM",10.350000987053011,5.850000557899528,1.76923077,2.2500002145767417,0.2371134,0.13402062,0.10309278,0.3132530120481928,1.9500001859665095,0.38181818181818183,0.57575758,231.00526101440389,152.7818761673638,117.75360819603888,9.000000858306967,6.131864361763029,2.868136496543938,4.753274819955659,4.556070957662511,"Kodai Senga",31838,673540
"David Morgan","SDP",10.125002413988689,7.425001770258372,1.36363636,1.3500003218651586,0.22058824,0.16176471,0.05882353,0.3090909090909091,2.1000005006791356,0.39473684210526316,0.73529412,156.64223458951128,142.5686951981688,121.3944067500933,6.0750014483932135,5.7068646967412535,0.36813675165196,4.90050430928534,4.553286045780559,"David Morgan",31616,688158
"Jason Alexander","HOU",7.2972974853850054,4.378378491231003,1.66666667,1.459459497077001,0.1754386,0.10526316,0.07017544,0.29411764705882354,1.7027027465898346,0.3333333333333333,0.6043956,179.5945182634115,123.46423328390776,109.80064093744146,7.2972974853850054,5.027810066995002,2.2694874183900033,4.4932603988814055,4.549019090536391,"Jason Alexander",19666,669920
"Brian Fitzpatrick","MIL",6.352941889251472,4.764706416938604,1.33333333,0,0.14814815,0.11111111,0.03703704,0.2916666666666667,1.764706080347631,0.35,0.8,39.71276674873893,80.64606183403697,117.08180360863987,1.588235472312868,3.2583346789270973,-1.6700992066142293,4.726107855108911,4.532984955877016,"Brian Fitzpatrick",31624,702153
"Brooks Kriske","ATH",6.750001609325793,3.3750008046628963,2,0,0.18181818,0.09090909,0.09090909,0.2,1.1250002682209654,0.25,1,0,64.99757265477845,116.97305270192612,0,2.7068639814853457,-2.7068639814853457,4.78620957686794,4.52820634796373,"Brooks Kriske",21189,621139
"Jake Bennett","BOS",3.4838710749186568,3.4838710749186568,1,0.8709677687296642,0.0952381,0.0952381,0,0.2894736842105263,1.4516129478827737,0.30303030303030304,0.73529412,102.28383175378475,115.12395529990718,104.42917041956063,4.354838843648321,4.727025411826144,-0.37218656817782314,4.27386866225749,4.5265965742514345,"Jake Bennett",31959,687562
"Shaun Anderson","LAA",6.480000247192392,4.320000164794928,1.5,1.620000061798098,0.16438356,0.10958904,0.05479452,0.265625,1.5000000572204613,0.2857142857142857,0.59633028,143.6640323930438,135.176161506132,114.27030365812041,5.9400002265930265,5.601864167022709,0.3381360595703171,4.675818799443903,4.52227604093202,"Shaun Anderson",19453,641312
"Ryne Nelson","ARI",7.350000467300445,2.8500001811981317,2.57894737,1.6500001049041815,0.19291339,0.07480315,0.11811024,0.2222222222222222,1.1833334085676452,0.23563218390804597,0.61837456,114.25511768480663,123.91420296951182,116.75040797076892,4.650000295639057,4.831864182154344,-0.18186388651528773,4.712706616395636,4.52172154942691,"Ryne Nelson",26253,669194
"Peyton Gray","TEX",7.6153857327073515,4.846154557177405,1.57142857,0,0.19642857,0.125,0.07142857,0.1836734693877551,1.2307694113466425,0.23684210526315788,0.6875,51.54438030660848,72.83744217652463,115.13338864786004,2.0769233816474593,3.004940982683169,-0.9280176010357097,4.711070545520266,4.518102503212042,"Peyton Gray",25310,682608
"Cody Bolton","HOU",9.90000047206881,6.300000300407424,1.57142857,1.3500000643730194,0.23157895,0.14736842,0.08421053,0.2625,1.7500000834465066,0.32727272727272727,0.75471698,132.89994642659417,124.79386785041206,115.49961676990111,5.400000257492078,5.081864166259771,0.318136091232307,4.726028725673659,4.517208639781921,"Cody Bolton",23265,675989
"Richard Lovelady","- - -",8.217393007981883,5.869566434272773,1.4,0.7826088579030365,0.2038835,0.14563107,0.05825243,0.2413793103448276,1.565217715806073,0.296875,0.84795322,59.266982397166544,110.79996382015935,108.20989824395902,2.347826573709109,4.473168707164399,-2.12534213345529,4.3673387343157195,4.510807856677536,"Richard Lovelady",19337,663992
"Brayan Bello","BOS",6.428571929041954,3.8571431574251727,1.66666667,1.8367348368691299,0.15086207,0.09051724,0.06034483,0.3175355450236967,1.795918507160927,0.3433734939759036,0.66216216,150.99042541293423,136.229861664739,106.37949508071415,6.428571929041954,5.592068347946812,0.8365035810951422,4.3535275029728115,4.510111650558464,"Brayan Bello",23920,678394
"Lucas Erceg","KCR",7.967213612991934,5.7540987204941745,1.38461538,0,0.20689655,0.14942529,0.05747126,0.25675675675675674,1.573770590220629,0.3392857142857143,0.625,105.14726523270998,79.09846418439113,103.89457886898302,4.426229784995519,3.229405063725518,1.1968247212700005,4.252033865198607,4.504324352961117,"Lucas Erceg",19360,668674
"Paul Blackburn","NYY",6.044776979813217,4.029851319875478,1.5,0.4029851319875478,0.15789474,0.10526316,0.05263158,0.2619047619047619,1.4328360248446144,0.3088235294117647,0.75949367,79.78557828745586,91.08604368851825,113.4864390039591,3.2238810559003825,3.798282083314642,-0.5744010274142592,4.643802719828072,4.496054878041821,"Paul Blackburn",14739,621112
"Nick Martinez","TBR",5.430167829211691,1.8100559430705638,3,0.6033519810235213,0.14876033,0.04958678,0.09917355,0.23684210526315788,1.1061452985431224,0.26595744680851063,0.92948718,36.588157070860355,82.84579958242871,105.02747827985625,1.508379952558803,3.450579170406708,-1.942199217847905,4.298305881091521,4.486390618677645,"Nick Martinez",12730,607259
"Reynaldo López","ATL",8.072165265905843,4.453608422568741,1.8125,1.670103158463278,0.20714286,0.11428571,0.09285714,0.23577235772357724,1.3917526320527316,0.26136363636363635,0.79787234,89.36874380255482,133.3121337658162,115.59638370323295,3.618556843337102,5.277740445908867,-1.659183602571765,4.6660392710149985,4.482253327433454,"Reynaldo Lopez",16400,625643
"Matt Gage","SFG",7.061541155302635,4.569232512254646,1.54545455,1.2461543215239945,0.19318182,0.125,0.06818182,0.18181818181818182,1.1538465940036986,0.19298245614035087,0.91346154,52.80984747984337,124.34558179377532,113.25180078884777,2.0769238692066576,4.835710893777956,-2.7587870245712987,4.571227174149157,4.475277762240659,"Matt Gage",17381,657424
"Cole Sulser","TBR",6.545455112930221,3.6818185010232494,1.77777778,0.4090909445581388,0.16842105,0.09473684,0.07368421,0.2441860465116279,1.3636364818604627,0.2898550724637681,0.66433566,89.30836915017049,82.72355993659767,117.50449332412788,3.6818185010232494,3.4455004660551243,0.2363180349681251,4.807915677763255,4.468231780386498,"Cole Sulser",15256,642121
"Alek Jacob","SDP",13.5,9,1.5,0,0.25,0.16666667,0.08333333,0.3333333333333333,2.5,0.5,0.66666667,232.0625144342108,114.50595639344334,164.9344050349921,9,4.581864070892334,4.418135929107666,6.661209170520306,4.4513657743337784,"Alek Jacob",29628,689690
"Nick Mears","KCR",6.750000919614645,4.339286305466557,1.55555556,0.9642858456592349,0.18181818,0.11688312,0.06493507,0.23529411764705882,1.3392858967489374,0.2692307692307692,0.76576577,91.62833788466071,108.36582731758679,108.47894017852158,3.8571433826369397,4.421149967641272,-0.5640065850043321,4.439277002001293,4.440758212486722,"Nick Mears",25376,683232
"Kyle Leahy","STL",7.460526690258563,3.9078949329925803,1.90909091,1.4210527029063929,0.18340611,0.09606987,0.08733625,0.28431372549019607,1.57894744767377,0.3246753246753247,0.80779944,112.63071486128638,125.37583635991412,103.8280806861606,4.440789696582478,4.956864165004936,-0.5160744684224587,4.1901433328695,4.4347934335434065,"Kyle Leahy",24763,681517
"Brady Singer","CIN",6.6521739130434785,2.347826086956522,2.83333333,2.739130434782609,0.15740741,0.05555556,0.10185185,0.3283582089552239,1.6956521739130435,0.33986928104575165,0.78175896,148.08573965174793,154.16257244209004,110.26046360360976,6.260869565217392,6.538385810022769,-0.2775162448053772,4.450261116934859,4.433648192327482,"Brady Singer",25377,663903
"Matthew Liberatore","STL",7.49032294933309,3.483871139224693,2.15,1.567742012651112,0.19026549,0.08849558,0.10176991,0.2912621359223301,1.5483871729887524,0.33116883116883117,0.78635015,119.2868266688164,122.5046802089002,105.11325929734886,4.7032260379533355,4.8431544801670405,-0.13992844221370504,4.242114401252825,4.425727688992465,"Matthew Liberatore",22294,669461
"Joey Cantillo","CLE",8.196429129765995,4.3392860098761155,1.88888889,0.9642857799724701,0.21888412,0.11587983,0.10300429,0.22926829268292684,1.3214286614437554,0.27702702702702703,0.78078078,75.6136513360898,102.74798342643345,104.95119801399201,3.053571636579489,4.15329271530619,-1.0997210787267009,4.295190298507127,4.422639191339102,"Joey Cantillo",23335,676282
"Michael Lorenzen","COL",6.875776723341698,3.0186336834183063,2.27777778,1.6770187130101701,0.15708812,0.06896552,0.08812261,0.35,1.9006212080781928,0.3915343915343915,0.61538462,157.32157672724006,121.22989993589522,107.26949699143967,7.211180465943732,5.1501871502715435,2.0609933156721887,4.329310045247153,4.419287928478744,"Michael Lorenzen",14843,547179
"Jack Flaherty","DET",10.531915748427025,5.553191940079705,1.89655172,1.5319150179530219,0.24444444,0.12888889,0.11555556,0.25654450261780104,1.6595746027824405,0.3203125,0.61281337,144.89547810875726,125.14706410896417,118.73740035078893,5.93617069456796,5.12441742816303,0.8117532664049305,4.858272393447455,4.415774110747564,"Jack Flaherty",17479,656427
"Clayton Beeter","WSN",9.486487464542643,6.567568244683368,1.44444444,1.4594596099296373,0.24528302,0.16981132,0.0754717,0.11627906976744186,1.1351352521674958,0.10714285714285714,0.90163934,72.44590969357438,136.0758346205046,115.01567003279511,2.9189192198592746,5.514296754108397,-2.5953775342491223,4.6425559126594225,4.405607757355327,"Clayton Beeter",27494,690925
"Patrick Corbin","TOR",6.496240787828511,2.6390978200553326,2.46153846,0.8120300984785639,0.16842105,0.06842105,0.1,0.2832369942196532,1.3984962807130823,0.3284671532846715,0.7781457,94.95550998972885,95.41039881872815,104.04660854065975,3.8571429677731786,3.9615633442441114,-0.10442037647093283,4.258243347979252,4.402694892635233,"Patrick Corbin",9323,571578
"Ryan Feltner","COL",7.65,3.6,2.125,2.25,0.19318182,0.09090909,0.10227273,0.275,1.5,0.29310344827586204,0.65217391,137.44295237962862,137.2492869030465,106.90701356364605,6.3,5.831864070892334,0.46813592910766566,4.314651653915644,4.396018324861154,"Ryan Feltner",21446,663372
