Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,OPS,BB,IBB,SO,HBP,AB,H,1B,2B,3B,BB%,K%,BB/K,OPS,WPA,Clutch,EV,Barrel%,maxEV,HardHit%,xBA,xSLG,BatSpd,SqUpSw%,O-Swing% (mlb),Z-Swing% (mlb),Swing% (sc),O-Contact% (mlb),Z-Contact% (mlb),Contact% (sc),Zone% (mlb),NameASCII,PlayerId,MLBAMID
"Wyatt Langford","TEX",20,84,1,9,4,3,0.047619047,0.226190476,0.125,0.3,0.2375,0.273809523,0.3625,0.28157074181806474,0.2818019957769485,78.00758587979695,1.1527324826456606,-0.9897915159055604,1.8967338800430298,0.39557291827863916,0.636309523,4,0,19,0,80,19,13,3,2,0.047619047,0.226190476,0.210526315,0.636309523,-0.09634812921285629,0.1774256294973947,90.78524430071721,0.04918033,109,0.37704918,0.24926249980926513,0.35585000514984133,72.60546182402483,0.29078014,0.29411765,0.65838509,0.47129909,0.6,0.8490566,0.76923077,0.48640483,"Wyatt Langford",33333,694671
"Alejandro Osuna","TEX",29,84,0,9,7,1,0.13095238,0.154761904,0.029411765,0.345454545,0.279411764,0.416666666,0.308823529,0.3478115357103802,0.3431486845016479,123.0773506533433,-0.8189500807784498,1.429269570212424,-2.4625099897384644,0.19486869739796955,0.725490195,11,0,13,5,68,19,17,2,0,0.13095238,0.154761904,0.846153846,0.725490195,0.671298086643219,0.670611115767822,88.39444082754629,0,107.7,0.36363636,0.26796921950120195,0.3253230755145733,71.76509712837837,0.24324324,0.28378378,0.66206897,0.47098976,0.78571429,0.92708333,0.88405797,0.49488055,"Alejandro Osuna",27915,696030
"Yandy Díaz","TBR",49,214,8,27,33,1,0.079439252,0.121495327,0.185185185,0.326923076,0.312169312,0.387850467,0.497354497,0.38690927554080834,0.3688051549399771,147.39777412387122,-0.16282973531633615,11.600905049614717,-5.293209552764893,1.4212586217650782,0.885204964,17,3,26,7,189,59,41,9,1,0.079439252,0.121495327,0.653846153,0.885204964,1.781033992767334,0.0888924104991391,90.46975067515432,0.08536585,113.7,0.44512195,0.29317486872438525,0.4771147764445654,73.29090401785714,0.28253968,0.27648579,0.66931217,0.47058824,0.82242991,0.92885375,0.89722222,0.49411765,"Yandy Diaz",16578,650490
"Cole Young","SEA",56,219,3,22,27,2,0.08219178,0.219178082,0.108247422,0.296551724,0.237113402,0.315068493,0.345360824,0.30010059816107904,0.32241225131722384,95.72723524076495,-1.0001037516631186,-2.085345774590474,1.7212093472480774,0.7490455541489829,0.660429317,18,0,48,5,194,46,32,10,1,0.08219178,0.219178082,0.375,0.660429317,0.8633116483688354,1.0788259059404033,87.94189453125,0.06081081,111.3,0.38513514,0.25393716702286484,0.3919267105182428,71.68411091549295,0.23943662,0.30022573,0.64858491,0.47058824,0.72180451,0.83272727,0.79656863,0.48904268,"Cole Young",31680,702284
"Wenceel Pérez","DET",39,129,3,15,9,3,0.069767441,0.155038759,0.1,0.175257731,0.166666666,0.224806201,0.266666666,0.2247931536777999,0.2578778991699219,37.72485356932989,0.9264630503021181,-8.390577208451363,-4.630317807197571,-0.8835531020708649,0.491472867,9,0,20,0,120,20,14,3,0,0.069767441,0.155038759,0.45,0.491472867,-1.2385735511779785,-0.09929565789545203,87.80099609375,0.06,106.6,0.36,0.20249572167029747,0.33147009825095153,71.04345703125,0.34574468,0.25974026,0.68122271,0.46956522,0.7,0.90384615,0.84722222,0.49782609,"Wenceel Perez",22857,672761
"Hyeseong Kim","LAD",42,129,1,15,11,5,0.093023255,0.240310077,0.070175439,0.333333333,0.254385964,0.3203125,0.324561403,0.29318320378661156,0.3016278100392175,85.48797872161259,1.0234455112367868,-1.145937338515918,1.3834439814090729,0.4432578270156212,0.644873903,12,0,31,0,114,29,24,3,1,0.093023255,0.240310077,0.387096774,0.644873903,-0.06569010764360428,0.14735351301877636,85.66941061580883,0.03488372,103.9,0.24418605,0.258185833956288,0.33823009929825776,66.65574776785714,0.25714286,0.29317269,0.63846154,0.46954813,0.45205479,0.87951807,0.74895397,0.5108055,"Hyeseong Kim",35322,808975
"Jose Altuve","HOU",42,185,4,27,12,1,0.102702702,0.189189189,0.134969325,0.288,0.245398773,0.326086956,0.380368098,0.31621565584276545,0.3137724982367622,100.7519275016747,-0.3618837776593864,-0.2005515233874564,-1.7332012951374054,0.4645367077776107,0.706455054,19,1,35,1,163,40,26,10,0,0.102702702,0.189189189,0.542857142,0.706455054,-0.6854673027992249,0.022867675775108842,86.308,0.06153846,107.3,0.36923077,0.25122499465942383,0.3736875057220459,68.9952387971698,0.28679245,0.33333333,0.63728814,0.46898638,0.63934426,0.85638298,0.77096774,0.44629349,"Jose Altuve",5417,514888
"Jorge Polanco","NYM",14,61,1,3,2,0,0.081967213,0.180327868,0.107142857,0.204545454,0.178571428,0.245901639,0.285714285,0.2430246198763613,0.26995017880299055,54.13467253925711,-0.053616901859641075,-3.2957655235171495,-1.7206672728061676,-0.3209455129874732,0.531615924,5,0,11,0,56,10,6,3,0,0.081967213,0.180327868,0.454545454,0.531615924,-0.14752201735973358,0.3095661089204585,87.24888780381944,0.04444444,108.7,0.33333333,0.21932143824441092,0.31987500190734863,69.48355594758064,0.31182796,0.328,0.64646465,0.46875,0.65853659,0.90625,0.80952381,0.44196429,"Jorge Polanco",13152,593871
"Santiago Espinal","LAD",26,44,1,4,4,0,0.022727272,0.136363636,0.146341463,0.235294117,0.219512195,0.238095238,0.365853658,0.26473203727177214,0.2724188622974214,66.11418110157554,-1.0984053099527955,-2.826188512938079,1.2726074010133743,-0.01790325900723602,0.603948896,1,0,6,0,41,9,5,3,0,0.022727272,0.136363636,0.166666666,0.603948896,-0.3725200593471527,0.07337727421802864,85.97428850446428,0.02702703,101.4,0.35135135,0.2518292636406131,0.35607317017345896,68.53083736795774,0.32394366,0.32222222,0.62352941,0.46857143,0.79310345,0.94339623,0.8902439,0.48571429,"Santiago Espinal",19997,669289
"Nolan Schanuel","LAA",49,208,4,18,24,0,0.0625,0.158653846,0.12565445,0.294871794,0.261780104,0.3125,0.387434554,0.31170653293912226,0.3109158002413236,95.93525640743448,-0.5631809621118009,-1.5437315275982157,-1.281346082687378,0.45495562409247586,0.699934554,13,0,33,2,191,50,34,12,0,0.0625,0.158653846,0.393939393,0.699934554,-1.1938142776489258,-0.8722442844685931,86.99748181996856,0.03125,106.6,0.31875,0.2705601996776321,0.38142930275482656,68.06819661458333,0.30555556,0.28606965,0.64423077,0.46821516,0.65217391,0.91044776,0.83289817,0.50855746,"Nolan Schanuel",33189,694384
"MJ Melendez","NYM",34,88,2,8,6,0,0.102272727,0.352272727,0.148648649,0.31707317,0.202702702,0.32183908,0.351351351,0.31001921905868357,0.28124891008649555,99.75458782522047,-0.5020877541974187,-0.5271140954325636,-1.4589917063713074,0.08016232659359518,0.673190431,9,0,31,4,74,15,9,3,1,0.102272727,0.352272727,0.29032258,0.673190431,-0.3932904601097107,-0.023758722280877387,93.80697560864826,0.13636364,111.9,0.56818182,0.16285915106115206,0.31505633072114325,74.1559336487676,0.21830986,0.29015544,0.66863905,0.46685083,0.51785714,0.76106195,0.68047337,0.46685083,"MJ Melendez",22197,669004
"Rodolfo Durán","SDP",9,24,1,2,2,0,0.125,0.291666666,0.15,0.083333333,0.1,0.25,0.25,0.2428102344274521,0.3783404429753621,54.42788679147961,-0.04844733281061053,-1.315891960669155,2.40602545440197,0.19066556340665386,0.5,3,0,7,1,20,2,1,0,0,0.125,0.291666666,0.428571428,0.5,-0.19053396582603455,-0.11338340187930204,88.55385178786058,0.23076923,108.3,0.46153846,0.2240999937057495,0.520799970626831,73.26090714738176,0.16216216,0.25,0.71428571,0.46666667,0.5,0.8,0.71428571,0.46666667,"Rodolfo Duran",20958,660710
"Luisangel Acuña","CHW",39,103,0,9,4,8,0.058252427,0.184466019,0.010752688,0.210526315,0.17204301,0.225490196,0.182795698,0.19311365952678755,0.2666465347888423,16.163939874872423,1.585527985356748,-8.429256077485737,-1.3322525024414062,-0.63978232934983,0.408285894,6,0,19,1,93,16,15,1,0,0.058252427,0.184466019,0.315789473,0.408285894,-1.062660574913025,-0.13544696681967694,89.09473941200658,0.02597403,109.8,0.37662338,0.2366881831999748,0.29689247377457156,72.02043020488411,0.31125828,0.32380952,0.65217391,0.46630728,0.52941176,0.9047619,0.75722543,0.43396226,"Luisangel Acuna",26548,682668
"Willson Contreras","BOS",51,214,11,25,33,1,0.098130841,0.252336448,0.236263736,0.341666666,0.285714285,0.378504672,0.521978021,0.3932400707886598,0.39684900870689976,148.40038740187086,-0.5603303136304021,11.452244778936487,-1.2595515251159668,1.82314624518973,0.900482693,21,0,54,8,182,52,33,6,2,0.098130841,0.252336448,0.388888888,0.900482693,0.7172421216964722,-0.2526565858896471,89.85503724563954,0.15267176,113.2,0.4351145,0.26788635687394574,0.5373181863264604,76.04131830226608,0.19005848,0.32346723,0.64864865,0.46619217,0.50326797,0.825,0.69974555,0.43890866,"Willson Contreras",11609,575929
"Austin Wells","NYY",41,149,4,13,7,0,0.140939597,0.255033557,0.102362204,0.220930232,0.181102362,0.295302013,0.283464566,0.26628035063646277,0.3064803532191685,67.327687182657,-0.30677249236032367,-5.952756599594684,5.97407765686512,0.5374584997661163,0.578766579,21,2,38,0,127,23,18,1,0,0.140939597,0.255033557,0.552631578,0.578766579,-1.4763171672821045,-0.7891381186042867,90.06818181818181,0.06666667,110.5,0.45555556,0.21180833180745443,0.3658500035603841,72.69587512860082,0.21399177,0.28353659,0.67361111,0.46590909,0.60215054,0.81443299,0.7456446,0.46753247,"Austin Wells",27562,669224
"Jac Caglianone","KCR",50,179,5,18,11,1,0.07821229,0.296089385,0.159509203,0.323809523,0.239263803,0.307262569,0.398773006,0.31524655472632895,0.3372975812639509,96.51030287540841,0.6258917041122913,-0.09856806140603935,-0.6922998428344727,0.5612098145166945,0.706035575,14,0,53,2,163,39,24,9,1,0.07821229,0.296089385,0.264150943,0.706035575,-0.7981981635093689,-0.8069929945657968,93.37545276988637,0.15454545,116.1,0.57272727,0.25532704479289503,0.4513584832725285,76.70541779891305,0.25724638,0.32360743,0.64646465,0.46587537,0.47540984,0.83333333,0.69426752,0.44065282,"Jac Caglianone",35041,695506
"Ryan McMahon","NYY",50,150,4,12,16,3,0.08,0.313333333,0.116788322,0.255813953,0.189781021,0.255033557,0.306569343,0.25547356493521056,0.27765842412142144,59.97482709608634,0.31082316022366285,-6.652202251312237,1.3561444878578186,-0.00901096732660836,0.5616029,12,0,47,0,137,26,18,4,0,0.08,0.313333333,0.255319148,0.5616029,-0.23130229115486145,0.5254794675105248,90.82359331109551,0.08791209,110.5,0.48351648,0.20723358209985887,0.35743794127972456,74.4703060165975,0.24481328,0.30208333,0.625,0.46575342,0.3908046,0.86486486,0.71323529,0.50684932,"Ryan McMahon",15112,641857
"Luis Robert Jr.","NYM",24,98,2,10,8,2,0.132653061,0.173469387,0.105882353,0.257575757,0.223529411,0.326530612,0.329411764,0.3032221775882098,0.3237520140044543,95.12614822168877,-0.9065579553134739,-1.4600571315011486,0.07558926939964294,0.17485587626254598,0.655942376,13,0,17,0,85,19,14,3,0,0.132653061,0.173469387,0.764705882,0.655942376,-0.44935905933380127,-0.20521212769633052,90.23823816636029,0.02941176,112.4,0.42647059,0.24312941607306984,0.3772117614746094,76.02259691455696,0.2278481,0.32057416,0.64497041,0.46560847,0.53731343,0.88073394,0.75,0.44708995,"Luis Robert Jr.",20043,673357
"Zack Short","DET",13,28,0,1,0,0,0.178571428,0.214285714,0.045454545,0.1875,0.136363636,0.321428571,0.181818181,0.26135473804814474,0.312619822365897,62.60109539092396,-0.05920975282788277,-1.2736898944276274,0.8398225009441376,0.05570257887657568,0.503246752,5,0,6,1,22,3,2,1,0,0.178571428,0.214285714,0.833333333,0.503246752,-0.25155001878738403,-0.06327454968758117,91.10714285714286,0.0625,102.8,0.25,0.16095454042608087,0.32249999046325684,70.38809146521227,0.24528302,0.3,0.66101695,0.46511628,0.52380952,0.87179487,0.75,0.45736434,"Zack Short",19562,670097
"Vaughn Grissom","LAA",32,118,3,8,19,0,0.093220338,0.093220338,0.145631068,0.23076923,0.233009708,0.307692307,0.378640776,0.3065752208742321,0.3391866683959961,92.44394819454952,-0.378858067560941,-1.4129292575938663,-1.2016483843326569,0.15342387828471046,0.686333083,11,0,11,1,103,24,15,6,0,0.093220338,0.093220338,1,0.686333083,0.5917203426361084,0.7192038229424192,90.96808510638297,0.05263158,108.6,0.47368421,0.2625102023689114,0.4150306156703404,72.05986445783132,0.31927711,0.24311927,0.66666667,0.4650655,0.56603774,0.91875,0.83098592,0.52401747,"Vaughn Grissom",26031,687093
"J.T. Realmuto","PHI",35,131,2,11,9,1,0.06870229,0.160305343,0.085470086,0.263157894,0.23076923,0.305343511,0.316239316,0.28556499044403777,0.29835050688015197,78.17293334732305,0.2411384554579854,-3.0723484296012367,5.746422916650772,0.701802413215594,0.621582827,9,0,21,4,117,27,21,4,0,0.06870229,0.160305343,0.428571428,0.621582827,-0.8160598874092102,-0.6174332804921563,88.97835454252578,0.02061856,109.3,0.41237113,0.24502632074188768,0.34465789794921875,73.54329764410622,0.30051813,0.31128405,0.6302521,0.46464646,0.6625,0.87333333,0.8,0.48080808,"J.T. Realmuto",11739,592663
"Jarred Kelenic","CHW",19,59,1,3,4,0,0.101694915,0.33898305,0.094339622,0.34375,0.226415094,0.305084745,0.320754716,0.28716564077441975,0.36817883636991855,80.15623861162602,-0.8333607823587954,-2.191203640106508,-1.5935937762260437,-0.17957650777388873,0.625839461,6,0,20,0,53,12,9,2,0,0.101694915,0.33898305,0.3,0.625839461,-0.3777518570423126,0.09794083343651289,95.48484848484848,0.24242424,110.8,0.54545455,0.25694339680221845,0.5258867875585016,73.61147203947368,0.24210526,0.27118644,0.67592593,0.46460177,0.25,0.84931507,0.66666667,0.47787611,"Jarred Kelenic",22558,672284
"Vinnie Pasquantino","KCR",52,221,5,21,23,2,0.108597285,0.185520361,0.130208333,0.226666666,0.203125,0.28959276,0.333333333,0.27997356192632156,0.30640098466301846,72.51080958824006,-0.05739570688456297,-7.103153791252973,-3.678324118256569,-0.32140253988310735,0.622926093,24,1,41,1,192,39,26,6,2,0.108597285,0.185520361,0.585365853,0.622926093,-0.8834167122840881,-0.30745536452529154,88.86688311688312,0.07741935,108.1,0.36129032,0.23224339157185225,0.37948148212735616,69.7138505415483,0.26988636,0.32008368,0.64322917,0.46403712,0.76470588,0.90283401,0.85,0.44547564,"Vinnie Pasquantino",27676,686469
"José Ramírez","CLE",57,250,8,30,26,20,0.148,0.136,0.171428572,0.235294117,0.228571428,0.344,0.4,0.32819243547867755,0.3725662869888369,109.50840201215473,3.4055632990784943,6.162463520874441,3.0874276757240295,1.8549399616455247,0.744,37,5,34,1,210,48,28,12,0,0.148,0.136,1.088235294,0.744,0.142903670668602,-0.8030358342469379,89.96948931850282,0.07865169,110.8,0.42134831,0.28468780517578124,0.4669463366996951,70.12450070488721,0.25814536,0.29484902,0.66666667,0.46362755,0.72891566,0.93269231,0.86192469,0.45392823,"Jose Ramirez",13510,608070
"Andruw Monasterio","BOS",29,91,1,9,10,1,0.065934065,0.197802197,0.129411765,0.303030303,0.247058823,0.296703296,0.376470588,0.30009310979109544,0.30930956294027606,85.02385800284836,-0.8254472417756915,-2.4060212864213772,-4.039620637893677,-0.33987668093377876,0.673173884,6,0,18,0,85,21,12,8,0,0.065934065,0.197802197,0.333333333,0.673173884,-0.3861297070980072,0.0173408789468123,87.76615084134616,0.05970149,107.5,0.3880597,0.269481934696795,0.38225300340767365,68.81280903876582,0.28481013,0.25139665,0.64878049,0.46354167,0.64444444,0.90225564,0.83707865,0.53385417,"Andruw Monasterio",19455,655316
"Chandler Simpson","TBR",51,218,0,28,12,14,0.045871559,0.105504587,0.0591133,0.329670329,0.295566502,0.325581395,0.354679802,0.3038430175115896,0.258071045648484,90.88008328698793,1.365986648015678,-0.9398092920910535,2.4157164096832275,0.935798466108416,0.680261197,10,0,23,0,203,60,52,4,4,0.045871559,0.105504587,0.434782608,0.680261197,-0.2549692988395691,-0.023765993893131276,84.3573885830966,0,106.3,0.16756757,0.2530757634326665,0.2890404017284663,64.91157607491135,0.40070922,0.30372493,0.61290323,0.46324549,0.85849057,0.95175439,0.92215569,0.51595007,"Chandler Simpson",31912,802415
"Matt Vierling","DET",45,155,4,13,21,2,0.09032258,0.174193548,0.152173913,0.236363636,0.217391304,0.283870967,0.369565217,0.2900861628593937,0.32410191853841147,82.14975237044192,-0.5831775204278529,-3.7920277545053436,-0.8384622484445572,0.07780088755786407,0.653436184,14,0,27,0,138,30,17,9,0,0.09032258,0.174193548,0.518518518,0.653436184,-0.5471975803375244,-0.2433818603988398,87.07610273783186,0.06140351,106.9,0.35964912,0.2643232990924577,0.4073834526807742,70.67858455882353,0.25882353,0.2852459,0.63322884,0.46314103,0.77011494,0.89108911,0.85467128,0.51121795,"Matt Vierling",21558,663837
"Joey Bart","PIT",21,62,2,9,6,0,0.032258064,0.338709677,0.120689655,0.361111111,0.258620689,0.29032258,0.379310344,0.29637530349916025,0.25634805617793915,85.26017867791282,-0.18832219997420907,-1.247338132972136,0.6254000067710876,0.13689319607425554,0.669632924,2,0,21,1,58,15,12,1,0,0.032258064,0.338709677,0.095238095,0.669632924,-0.6769867539405823,-0.5665220319635342,86.87894479851974,0.07894737,109.5,0.36842105,0.2075862062388453,0.34663792314200564,75.38899094987623,0.15841584,0.3255814,0.6173913,0.46311475,0.5952381,0.84507042,0.75221239,0.47131148,"Joey Bart",21524,663698
"Kerry Carpenter","DET",37,117,6,11,17,0,0.094017094,0.341880341,0.235294118,0.275862068,0.215686274,0.299145299,0.450980392,0.3273963811051132,0.3013043239198882,107.53535935332157,-0.4021931937895715,0.6203068477415383,-6.176971673965454,-0.15451568421833956,0.750125691,11,0,40,2,102,22,12,2,2,0.094017094,0.341880341,0.275,0.750125691,0.2711879312992096,-0.06708045094748816,92.02222067212301,0.109375,110.3,0.5,0.20522772911751624,0.398118802816561,72.22429566062176,0.22279793,0.32720588,0.64676617,0.46300211,0.52808989,0.77692308,0.67579909,0.42494715,"Kerry Carpenter",25961,681481
"Jackson Chourio","MIL",19,88,1,9,5,5,0.068181818,0.295454545,0.12195122,0.4,0.280487804,0.329545454,0.402439024,0.3264190669764172,0.30314238866170246,108.36626097577522,0.8186029721982777,1.6717672548184497,0.821103572845459,0.543494710701569,0.731984478,6,0,26,0,82,23,15,7,0,0.068181818,0.295454545,0.23076923,0.731984478,0.18703170120716095,0.1583996186869784,92.49107142857143,0.17857143,113.3,0.48214286,0.21218987959849683,0.4491898741903184,74.08619195642606,0.23239437,0.37563452,0.56790123,0.46239554,0.59459459,0.90217391,0.76506024,0.45125348,"Jackson Chourio",28806,694192
"Tim Tawa","ARI",27,67,1,6,8,0,0.119402985,0.223880597,0.087719298,0.214285714,0.175438596,0.272727272,0.263157894,0.250756382039099,0.2692771255970001,55.098600087079305,-1.1864084810949862,-4.672616277600194,-0.14469194412231445,-0.280872971488303,0.535885166,8,0,15,0,57,10,7,2,0,0.119402985,0.223880597,0.533333333,0.535885166,-0.31828808784484863,-0.11167987440239058,87.9190441313244,0.02272727,104.1,0.31818182,0.20936364260586826,0.27674544941295276,74.41400722287736,0.16037736,0.31097561,0.66129032,0.46180556,0.62745098,0.86585366,0.77443609,0.43055556,"Tim Tawa",29571,694374
"Jose Fernandez","ARI",47,150,3,23,14,6,0.033333333,0.233333333,0.09929078,0.330097087,0.262411347,0.292517006,0.361702127,0.29221578195792475,0.2834476314178885,83.33034317067371,0.4070878135971725,-2.490499316593352,-1.8511722087860107,0.037718617321611914,0.654219133,5,0,35,1,141,37,29,5,0,0.033333333,0.233333333,0.142857142,0.654219133,0.5948901772499084,0.9281647539720369,88.1980731670673,0.03669725,110.9,0.40366972,0.2503571374075753,0.36386427198137555,74.48309004934211,0.23684211,0.35369775,0.58007117,0.46114865,0.59090909,0.88343558,0.76556777,0.47466216,"Jose Fernandez",28020,699912
"Mickey Gasper","BOS",14,43,0,5,2,0,0.023255813,0.232558139,0.05,0.433333333,0.325,0.357142857,0.375,0.3303230007489522,0.2804840740404631,105.59206068495142,-0.38546550599858165,-0.10658777538262487,-0.3623864855617285,0.10595543478677749,0.732142857,1,0,10,1,40,13,11,2,0,0.023255813,0.232558139,0.1,0.732142857,-0.5691264271736145,-0.3216757771841192,91.17666829427084,0.06451613,105.9,0.4516129,0.24883785763302366,0.3764324445982237,71.25053335336538,0.30769231,0.28888889,0.66233766,0.46107784,0.42307692,0.96078431,0.77922078,0.46107784,"Mickey Gasper",24759,681508
"Victor Scott II","STL",51,153,2,18,7,7,0.065359477,0.248366013,0.068181819,0.258064516,0.196969696,0.256944444,0.265151515,0.2404983751475811,0.26023969032781585,51.25712701954567,-0.22238771617412567,-8.864524584400934,0.6562680453062057,-0.3525273341250377,0.522095959,10,0,38,1,132,26,21,3,0,0.065359477,0.248366013,0.263157894,0.522095959,-0.8397699594497681,0.3054131488238915,87.683908045977,0.00961538,105.4,0.26923077,0.21854330047847717,0.2948897654615988,68.77132733982413,0.24120603,0.22692308,0.67010309,0.46098004,0.33898305,0.86153846,0.74015748,0.52813067,"Victor Scott II",31349,687363
"Nasim Nuñez","WSN",53,193,0,21,16,22,0.113989637,0.212435233,0.024390244,0.25,0.18902439,0.287234042,0.213414634,0.24204440256382556,0.26801329392653245,50.17418893069296,3.752928930800408,-7.390793128226445,1.90326589345932,0.05874728668746459,0.500648676,22,0,41,1,164,31,28,2,1,0.113989637,0.212435233,0.536585365,0.500648676,-1.2297906875610352,-0.502336125167651,84.39913624730603,0,105.8,0.18604651,0.20924684065806715,0.2553670859035057,67.8885128257329,0.21824104,0.25188917,0.67263427,0.4606599,0.62,0.85171103,0.78787879,0.49619289,"Nasim Nunez",25979,683083
"Tyler O'Neill","BAL",33,105,2,13,7,0,0.114285714,0.238095238,0.076923077,0.1875,0.153846153,0.266666666,0.23076923,0.24027795734859647,0.27548470270066033,49.95112894694038,-0.5627832165919244,-6.65754995897228,-3.0401300191879272,-0.6259949104568616,0.497435896,12,0,25,2,91,14,11,1,0,0.114285714,0.238095238,0.48,0.497435896,-0.5192420482635498,-0.037054853316553116,87.6969696969697,0.04545455,110.9,0.36363636,0.18036263853639037,0.31030770186539536,71.55396543560606,0.23030303,0.2735426,0.68852459,0.46059113,0.47540984,0.83333333,0.71657754,0.45073892,"Tyler O'Neill",15711,641933
"Carson Kelly","CHC",41,147,2,17,17,0,0.102040816,0.176870748,0.092307692,0.362745098,0.3,0.38095238,0.392307692,0.3516528930793814,0.32095574332283927,126.59067591372143,-0.21964379400014877,4.31001299963072,-1.3963366746902466,0.7785186560413225,0.773260072,15,0,26,2,130,39,31,6,0,0.102040816,0.176870748,0.576923076,0.773260072,0.27652978897094727,0.12240409455489015,89.72307880108173,0.07692308,108.4,0.40384615,0.24515079316638766,0.38364286271352616,71.03099162696188,0.29596413,0.28378378,0.66030534,0.46057348,0.53571429,0.91907514,0.79377432,0.46953405,"Carson Kelly",13620,608348
"Braxton Fulford","COL",11,18,1,5,2,2,0.111111111,0.277777777,0.1875,0.2,0.1875,0.277777777,0.375,0.2939068741268582,0.16532799175807408,71.7667305348276,0.38680009730160236,-0.20211442505302002,-0.4777674376964569,-0.01190940473028912,0.652777777,2,0,5,0,16,3,2,0,0,0.111111111,0.277777777,0.4,0.652777777,-0.3340721130371094,-0.2971657102806896,87.67999877929688,0,103.8,0.27272727,0.12146153816810021,0.1663846236008864,70.50358442826705,0.18181818,0.38461538,0.58333333,0.46031746,0.46666667,0.78571429,0.62068966,0.38095238,"Braxton Fulford",29704,690924
"JJ Bleday","CIN",26,111,7,16,21,1,0.144144144,0.189189189,0.308510638,0.298507462,0.287234042,0.387387387,0.59574468,0.4193390596996654,0.41496999447162336,165.9846722557207,-0.12255285121500492,8.36504175951641,-2.46690571308136,0.97040582833343,0.983132067,16,1,21,0,94,27,13,6,1,0.144144144,0.189189189,0.761904761,0.983132067,0.3505057096481323,-0.3350472088358691,91.11369595462328,0.13513514,112.6,0.48648649,0.28513637456026947,0.5599659139459784,74.65442670700867,0.25433526,0.23478261,0.69724771,0.45982143,0.48148148,0.80921053,0.72330097,0.48660714,"JJ Bleday",26368,668709
"Cam Smith","HOU",55,206,5,24,18,7,0.101941747,0.27184466,0.123595505,0.277310924,0.213483146,0.307317073,0.337078651,0.2947722042479166,0.33271209716796873,86.16195563503496,1.4760603937320411,-1.8300354786244908,3.8370654582977295,0.9476334037960816,0.644395724,21,0,56,4,178,38,26,7,0,0.101941747,0.27184466,0.375,0.644395724,-0.7399402260780334,-0.08376572679726424,88.11544874237805,0.128,114.7,0.432,0.24021839273386988,0.42841952970658226,77.31224073561947,0.18289086,0.30512249,0.63476071,0.45981087,0.47445255,0.83333333,0.70694087,0.46926714,"Cam Smith",35108,701358
"William Contreras","MIL",49,218,4,30,33,1,0.096330275,0.123853211,0.107692308,0.339393939,0.307692307,0.376146788,0.415384615,0.3525693979528215,0.35202191910653746,126.17330659443542,-1.5014837277121842,5.110528861770643,4.800505809485912,1.732808720232904,0.791531403,21,2,27,1,195,60,47,9,0,0.096330275,0.123853211,0.777777777,0.791531403,0.9370459914207458,0.7428548257748924,90.53905094304734,0.07100592,111.9,0.44378698,0.2907801123813809,0.4476387463314995,73.46246683372641,0.31761006,0.27962085,0.67130919,0.45966709,0.6779661,0.90456432,0.83008357,0.45966709,"William Contreras",20503,661388
"Jung Hoo Lee","SFG",48,193,3,20,17,0,0.051813471,0.113989637,0.117318436,0.288461538,0.268156424,0.310880829,0.38547486,0.30934219162698856,0.3134959127001194,98.38253760301662,-1.0570888565853238,-1.4188401458485966,-3.6504474878311157,0.10201251612073906,0.696355689,10,0,22,2,179,48,34,10,1,0.051813471,0.113989637,0.454545454,0.696355689,0.1561102420091629,0.42898213505465843,88.01582278481013,0.01886792,107.6,0.31446541,0.2881117240010693,0.3723687113330351,68.44401930460751,0.37201365,0.29521277,0.63610315,0.45931034,0.73873874,0.95045045,0.87987988,0.48137931,"Jung Hoo Lee",33824,808982
"J.C. Escarra","NYY",19,60,0,4,7,0,0.066666666,0.216666666,0.09090909,0.255813953,0.2,0.25,0.29090909,0.2425258586804072,0.2955561319986979,51.1652999003584,0.2812733198516071,-3.1169606722897765,1.5769403129816055,0.05622908519549347,0.54090909,4,0,13,0,55,11,7,3,1,0.066666666,0.216666666,0.307692307,0.54090909,-0.7117160558700562,-0.4305288995686827,88.90237862723214,0.04651163,109,0.34883721,0.24081817973743785,0.36227271340110084,70.00254224694294,0.27173913,0.27419355,0.6728972,0.45887446,0.41176471,0.83333333,0.69811321,0.46320346,"J.C. Escarra",20084,641555
"Alika Williams","ATH",7,6,0,0,1,0,0,0.333333333,0,0.25,0.166666666,0.166666666,0.166666666,0.14971531430880228,0.16439999341964723,-15.919222263342256,-0.4095094515942037,-1.2161503045822062,0.42426789551973343,-0.06036328844211978,0.333333332,0,0,2,0,6,1,1,0,0,0,0.333333333,0,0.333333332,-0.001902004238218069,0.0703216723458589,87.39999389648438,0,95.5,0.5,0.16399999856948852,0.20999999046325685,69.3397216796875,0.33333333,0.33333333,0.58333333,0.45833333,0.5,1,0.81818182,0.5,"Alika Williams",27604,675961
