Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Dylan Cease","TOR",3,3,3.0483870967741935,11,11,4,0,0,0,0,0,62,258,49,24,21,5,26,0,3,1,0,92,"Dylan Cease",18525,656302
"Jacob Misiorowski","MIL",4,2,1.894736842105263,10,10,5,0,0,0,0,0,57,224,32,14,12,4,18,0,5,2,1,88,"Jacob Misiorowski",31623,694819
"Cristopher Sánchez","PHI",5,2,1.6175116344758933,11,11,8,1,1,0,0,0,72.1,296,67,18,13,3,16,0,1,0,0,86,"Cristopher Sanchez",20778,650911
"Gavin Williams","CLE",7,3,3.245192545758214,11,11,5,0,0,0,0,0,69.1,277,55,26,25,9,22,0,1,1,0,84,"Gavin Williams",30122,668909
"Reid Detmers","LAA",1,5,4.571428848232018,11,11,4,0,0,0,0,0,63,265,53,35,32,5,19,0,4,0,0,75,"Reid Detmers",27468,672282
"Cam Schlittler","NYY",6,2,1.5,11,11,7,0,0,0,0,0,66,253,44,13,11,2,13,0,0,0,0,75,"Cam Schlittler",32095,693645
"José Soriano","LAA",6,3,2.442211242538624,11,11,6,0,0,0,0,0,66.1,265,44,18,18,5,27,1,1,0,0,74,"Jose Soriano",22100,667755
"Chris Sale","ATL",7,3,1.8870967741935485,10,10,9,0,0,0,0,0,62,241,40,15,13,6,14,0,5,0,0,72,"Chris Sale",10603,519242
"Parker Messick","CLE",6,1,2.238342145877672,11,11,4,0,0,0,0,0,64.1,250,48,17,16,6,19,0,1,1,0,70,"Parker Messick",31986,800048
"Nolan McLean","NYM",2,3,3.5689655172413794,10,10,5,0,0,0,0,0,58,234,43,28,23,6,17,0,5,1,0,69,"Nolan McLean",33703,690997
"Max Meyer","MIA",5,0,2.521978127698715,11,11,3,0,0,0,0,0,60.2,250,42,18,17,4,22,0,4,2,0,68,"Max Meyer",27474,676974
"Shota Imanaga","CHC",4,5,4.036082632952922,11,11,6,0,0,0,0,0,64.2,261,52,30,29,10,17,0,1,3,0,67,"Shota Imanaga",33829,684007
"Jesús Luzardo","PHI",3,4,4.850299622783529,10,10,5,0,0,0,0,0,55.2,236,58,32,30,5,15,0,3,3,0,66,"Jesus Luzardo",19959,666200
"Davis Martin","CHW",7,1,2.043243327506538,10,10,7,0,0,0,0,0,61.2,241,51,14,14,3,12,0,3,4,0,66,"Davis Martin",21448,663436
"Braxton Ashcraft","PIT",3,2,2.887700593666864,10,10,6,0,0,0,0,0,62.1,246,48,23,20,6,16,0,3,0,0,65,"Braxton Ashcraft",23793,677952
"Ryan Weathers","NYY",2,2,3.1395349533510197,10,10,4,0,0,0,0,0,57.1,230,48,22,20,8,16,0,0,2,0,65,"Ryan Weathers",23796,677960
"Paul Skenes","PIT",6,4,3,11,11,5,0,0,0,0,0,60,232,40,22,20,6,9,0,4,1,0,65,"Paul Skenes",33677,694973
"Jacob deGrom","TEX",3,4,3.8571430399233915,10,10,3,0,0,0,0,0,53.2,215,44,23,23,12,11,1,0,2,0,64,"Jacob deGrom",10954,594798
"Luis Severino","ATH",2,5,4.232432606977828,11,11,3,0,0,0,0,0,61.2,264,58,29,29,8,31,0,2,0,0,64,"Luis Severino",15890,622663
"Chase Burns","CIN",6,1,1.8305084745762712,10,10,7,0,0,0,0,0,59,227,38,12,12,7,18,0,0,0,0,64,"Chase Burns",35333,695505
"Freddy Peralta","NYM",3,4,3.521739203447657,11,11,3,0,0,0,0,0,61.1,263,51,26,24,8,27,0,2,3,0,63,"Freddy Peralta",18679,642547
"Michael King","SDP",4,3,2.7580645161290325,11,11,5,0,0,0,0,0,62,248,43,20,19,5,28,0,4,1,0,63,"Michael King",19853,650633
"Logan Gilbert","SEA",2,4,4.0427808311336095,11,11,3,0,0,0,0,0,62.1,252,55,28,28,11,14,0,3,2,0,63,"Logan Gilbert",22250,669302
"Eury Pérez","MIA",3,6,4.909091121894278,11,11,4,0,0,0,0,0,58.2,250,48,36,32,11,28,0,4,2,1,63,"Eury Perez",27768,691587
"MacKenzie Gore","TEX",3,4,4.418181818181818,11,11,3,0,0,0,0,0,55,233,42,27,27,6,26,0,1,0,0,62,"MacKenzie Gore",22201,669022
"Will Warren","NYY",6,1,3.611465319150239,10,10,3,0,0,0,0,0,52.1,220,49,26,21,6,13,0,1,2,1,62,"Will Warren",30182,701542
"Nathan Eovaldi","TEX",5,5,3.6486487991188175,10,10,6,0,0,0,0,0,61.2,256,56,27,25,11,14,0,5,3,0,61,"Nathan Eovaldi",9132,543135
"Kevin Gausman","TOR",4,3,3.2343751927837845,11,11,7,0,0,0,0,0,64,258,57,25,23,6,10,0,0,1,2,61,"Kevin Gausman",14107,592332
"Joe Ryan","MIN",3,3,3.017647194251888,11,11,6,0,0,0,0,0,56.2,225,41,24,19,3,14,0,3,2,0,61,"Joe Ryan",21390,657746
"Cade Cavalli","WSN",2,3,3.8571430399233915,11,11,4,0,0,0,0,0,53.2,243,58,30,23,3,19,0,10,2,0,61,"Cade Cavalli",27473,676917
"Landen Roupp","SFG",5,4,3.272727272727273,10,10,5,0,0,0,0,0,55,224,42,22,20,2,21,0,2,1,0,61,"Landen Roupp",30076,694738
"Foster Griffin","WSN",6,2,3.629032258064516,11,11,5,0,0,0,0,0,62,259,51,29,25,10,19,0,5,1,1,60,"Foster Griffin",16432,656492
"Emerson Hancock","SEA",3,2,3.0681819511839237,10,10,6,0,0,0,0,0,58.2,229,49,20,20,8,13,0,2,2,0,60,"Emerson Hancock",27470,676106
"Bryce Elder","ATL",4,2,1.9660194902890211,11,11,8,0,0,0,0,0,68.2,273,47,18,15,5,21,0,2,0,0,60,"Bryce Elder",27779,693821
"Jack Leiter","TEX",1,4,4.609756312010059,10,10,2,0,0,0,0,0,54.2,238,53,29,28,8,23,0,2,1,0,60,"Jack Leiter",30146,683004
"Taj Bradley","MIN",5,1,2.769230769230769,9,9,5,0,0,0,0,0,52,217,42,16,16,5,19,0,2,2,0,59,"Taj Bradley",22543,671737
"Kyle Harrison","MIL",5,1,1.773722726514091,9,9,3,0,0,0,0,0,45.2,183,35,9,9,3,14,0,3,2,0,59,"Kyle Harrison",27758,690986
"Bryan Woo","SEA",4,3,3.816754079159805,11,11,7,0,0,0,0,0,63.2,256,52,29,27,6,14,1,2,0,1,59,"Bryan Woo",30279,693433
"Yoshinobu Yamamoto","LAD",4,4,3.09375,10,10,8,0,0,0,0,0,64,248,50,23,22,9,13,0,2,2,0,59,"Yoshinobu Yamamoto",33825,808967
"Jake Irvin","WSN",2,4,5.225806708837039,11,11,0,0,0,0,0,0,51.2,228,48,34,30,7,22,0,6,1,0,58,"Jake Irvin",21504,663623
"Kyle Bradish","BAL",2,6,4.1273886353168034,10,10,3,0,0,0,0,0,52.1,229,51,28,24,6,28,1,1,4,0,58,"Kyle Bradish",24586,680694
"Michael Soroka","ARI",6,2,3.272727272727273,10,10,4,0,0,0,0,0,55,233,55,20,20,4,14,0,4,0,0,57,"Michael Soroka",18383,647336
"Michael Wacha","KCR",4,2,2.700000054208857,10,10,8,0,0,0,0,0,63.1,249,45,20,19,7,20,0,3,1,0,55,"Michael Wacha",14078,608379
"Jack Flaherty","DET",0,6,5.93617069456796,11,11,1,0,0,0,0,0,47,225,49,39,31,8,29,0,5,3,1,55,"Jack Flaherty",17479,656427
"George Kirby","SEA",5,4,3.538835082520238,11,11,6,1,0,0,0,0,68.2,278,67,29,27,6,16,0,2,0,0,55,"George Kirby",25436,669923
"Seth Lugo","KCR",2,4,3.7384615384615385,11,11,7,0,0,0,0,0,65,273,67,28,27,3,23,0,0,1,0,54,"Seth Lugo",12447,607625
"Tyler Mahle","SFG",1,6,6.0967744936432124,10,10,1,0,0,0,0,0,51.2,229,60,35,35,10,21,0,0,3,0,54,"Tyler Mahle",16358,641816
"Shohei Ohtani","LAD",4,2,0.7346938775510204,8,8,7,0,0,0,0,0,49,190,28,6,4,2,13,0,3,0,1,54,"Shohei Ohtani",19755,660271
"Robbie Ray","SFG",3,6,4.6022729267758855,11,11,4,0,0,0,0,0,58.2,250,52,32,30,13,29,0,0,1,0,53,"Robbie Ray",11486,592662
"Tanner Bibee","CLE",0,6,3.75,11,11,5,0,0,0,0,0,60,250,54,25,25,7,21,0,1,2,0,52,"Tanner Bibee",30134,676440
"Aaron Nola","PHI",2,4,6.03947398735217,10,10,3,0,0,0,0,0,50.2,224,61,34,34,9,18,0,0,1,0,51,"Aaron Nola",16149,605400
"Kris Bubic","KCR",3,2,4.112582885352706,9,9,4,0,0,0,0,0,50.1,207,36,23,23,4,26,0,1,4,0,51,"Kris Bubic",21455,663460
"Joey Cantillo","CLE",4,1,3.053571636579489,11,11,2,0,0,0,0,0,56,233,47,23,19,6,27,0,1,2,0,51,"Joey Cantillo",23335,676282
"Drew Rasmussen","TBR",4,1,2.7818181818181817,10,10,5,0,0,0,0,0,55,218,44,19,17,7,10,0,1,2,0,51,"Drew Rasmussen",25385,656876
"Emmet Sheehan","LAD",3,1,4.927007573650253,9,9,3,0,0,0,0,0,45.2,193,45,25,25,9,13,0,2,2,1,51,"Emmet Sheehan",29839,686218
"Max Fried","NYY",4,3,3.2108109432245593,10,10,6,0,0,0,0,0,61.2,240,43,22,22,1,19,0,2,0,0,50,"Max Fried",13743,608331
"Framber Valdez","DET",2,3,4.278688524590164,11,11,7,0,0,0,0,0,61,268,58,33,29,6,23,0,5,2,0,50,"Framber Valdez",17295,664285
"Jeffrey Springs","ATH",3,5,4.1086957373556,11,11,4,0,0,0,0,0,61.1,254,53,29,28,11,19,0,2,0,1,50,"Jeffrey Springs",17677,605488
"Connelly Early","BOS",4,2,3.3333333333333335,10,10,4,0,0,0,0,0,54,226,45,20,20,9,19,0,5,3,1,50,"Connelly Early",33666,813349
"Tyler Glasnow","LAD",3,0,2.7226892501888273,7,7,4,0,0,0,0,0,39.2,148,20,12,12,5,13,1,0,0,0,49,"Tyler Glasnow",14374,607192
"David Peterson","NYM",3,4,5.0275863391635855,11,6,0,0,0,0,0,0,48.1,225,55,31,27,2,20,0,3,2,0,49,"David Peterson",20302,656849
"Ryne Nelson","ARI",2,3,4.650000295639057,11,11,4,0,0,0,0,0,60,254,52,37,31,11,19,1,1,2,0,49,"Ryne Nelson",26253,669194
"Grant Holmes","ATL",3,2,3.7834395823737363,10,10,4,0,0,0,0,0,52.1,223,44,23,22,9,24,0,0,2,0,48,"Grant Holmes",16944,656550
"Sandy Alcantara","MIA",3,3,4.004784835187002,11,11,7,1,1,0,0,0,69.2,292,69,34,31,6,20,0,1,1,0,48,"Sandy Alcantara",18684,645261
"Shane Baz","BAL",1,5,4.866279501474025,10,10,2,0,0,0,0,0,57.1,250,58,32,31,7,25,1,2,3,0,48,"Shane Baz",22264,669358
"Mike Burrows","HOU",2,6,5.751479419764218,10,10,2,0,0,0,0,0,56.1,248,66,36,36,12,20,0,3,0,0,48,"Mike Burrows",24728,681347
"J.T. Ginn","ATH",2,3,3.1863356113415575,12,9,3,1,0,0,0,1,53.2,217,38,20,19,6,23,0,3,0,1,48,"J.T. Ginn",27889,669372
"Brandon Sproat","MIL",1,3,5.84328391478148,10,8,1,0,0,0,0,0,44.2,196,42,29,29,9,27,0,3,2,0,48,"Brandon Sproat",33850,687075
"Jameson Taillon","CHC",2,4,5.204819396715725,10,10,3,0,0,0,0,0,55.1,233,52,33,32,17,18,1,2,0,0,47,"Jameson Taillon",11674,592791
"Luis Castillo","SEA",1,5,6.410071986425331,10,9,1,0,0,0,1,0,46.1,213,54,37,33,7,18,0,5,0,0,47,"Luis Castillo",15689,622491
"Shane McClanahan","TBR",5,2,2.820895682997956,9,9,1,0,0,0,0,0,44.2,182,30,16,14,2,17,0,0,1,0,47,"Shane McClanahan",21483,663556
"Edward Cabrera","CHC",3,2,4,10,10,4,0,0,0,0,0,54,227,53,29,24,8,20,0,1,0,0,47,"Edward Cabrera",21690,665795
"Slade Cecconi","CLE",3,5,5.180232673029183,11,11,2,0,0,0,0,0,57.1,253,65,35,33,9,20,0,3,1,0,47,"Slade Cecconi",27500,677944
"Bubba Chandler","PIT",1,6,4.787234042553192,10,10,1,0,0,0,0,0,47,212,35,29,25,7,34,1,1,2,0,47,"Bubba Chandler",29868,696149
"Mason Miller","SDP",1,1,0.760563462008996,23,0,0,0,0,16,0,0,23.2,90,10,3,2,0,9,0,0,3,0,47,"Mason Miller",31757,695243
"Chase Dollander","COL",3,3,3.8863638048329703,10,3,1,0,0,0,0,0,44,189,39,19,19,6,18,0,3,0,0,47,"Chase Dollander",33482,801403
"Mitch Keller","PIT",5,2,3.6373059870512168,11,11,7,0,0,0,0,0,64.1,257,50,26,26,4,19,0,3,1,1,46,"Mitch Keller",17594,656605
"Aaron Ashby","MIL",8,0,2.6129036277192066,23,1,0,0,0,0,1,1,31,134,27,10,9,1,17,1,1,4,0,46,"Aaron Ashby",23550,676879
"Sean Burke","CHW",2,3,4.07547191811356,10,8,2,0,0,0,0,0,53,224,50,25,24,5,14,0,5,5,0,46,"Sean Burke",29878,680732
"Clay Holmes","NYM",4,4,2.392405178813943,9,9,4,0,0,0,0,0,52.2,215,40,14,14,3,18,0,1,2,1,45,"Clay Holmes",13649,605280
"Cole Ragans","KCR",1,4,4.8396228156763765,8,8,3,0,0,0,0,0,35.1,151,27,20,19,10,23,0,0,0,0,45,"Cole Ragans",21846,666142
"Tarik Skubal","DET",3,2,2.7000000792283303,7,7,5,0,0,0,0,0,43.1,166,35,14,13,2,6,0,1,0,0,45,"Tarik Skubal",22267,669373
"Randy Vásquez","SDP",5,2,2.963414772006466,10,10,4,0,0,0,0,0,54.2,224,49,18,18,5,16,0,3,0,0,45,"Randy Vasquez",24719,681190
"Colin Rea","CHC",4,3,4.833333589412561,11,8,2,0,0,1,0,0,54,234,57,30,29,8,17,0,2,1,0,44,"Colin Rea",12317,607067
"Carmen Mlodzinski","PIT",4,3,3.9600003021240466,10,8,1,0,0,0,0,0,50,216,53,23,22,2,17,0,2,0,0,44,"Carmen Mlodzinski",27572,669387
"Noah Cameron","KCR",2,3,4.720279972118029,9,9,3,0,0,0,0,0,47.2,210,53,28,25,5,16,0,0,0,0,44,"Noah Cameron",30184,702070
"Eduardo Rodriguez","ARI",4,1,2.237569107931761,10,10,5,0,0,0,0,0,60.1,247,49,16,15,4,23,0,0,0,1,43,"Eduardo Rodriguez",13164,593958
"Lance McCullers Jr.","HOU",2,3,6.864407001573174,8,8,2,0,0,0,0,0,39.1,172,38,32,30,7,22,0,2,4,0,43,"Lance McCullers Jr.",14120,621121
"Ranger Suarez","BOS",2,2,2.4041097146705583,9,9,3,0,0,0,0,0,48.2,188,35,13,13,3,14,0,0,0,0,43,"Ranger Suarez",17277,624133
"Casey Mize","DET",2,3,2.473282586791211,8,8,5,0,0,0,0,0,43.2,171,32,12,12,2,11,0,1,0,0,43,"Casey Mize",20492,663554
"Bailey Ober","MIN",6,2,3.9193548387096775,11,11,4,1,1,0,0,0,62,254,51,28,27,9,17,0,2,0,0,43,"Bailey Ober",21224,641927
"Matthew Liberatore","STL",2,2,4.7032260379533355,10,10,3,0,0,0,0,0,51.2,226,60,27,27,9,20,0,0,2,0,43,"Matthew Liberatore",22294,669461
"Andre Pallante","STL",5,4,3.7636363636363637,10,10,3,0,0,0,0,0,55,233,49,25,23,7,20,0,3,2,0,43,"Andre Pallante",26108,669467
"Roki Sasaki","LAD",3,3,4.927007573650253,9,9,2,0,0,0,0,0,45.2,202,47,26,25,9,18,0,4,4,0,43,"Roki Sasaki",35323,808963
"Drew Anderson","DET",1,1,3.7425747521659787,17,1,0,0,0,2,2,0,33.2,143,27,15,14,3,16,1,1,1,1,42,"Drew Anderson",15130,623454
"Logan Webb","SFG",2,4,5.0625,8,8,5,0,0,0,0,0,48,208,52,29,27,4,15,0,3,0,0,42,"Logan Webb",17995,657277
"Dustin May","STL",3,5,5,10,10,6,0,0,0,0,0,54,230,60,32,30,5,17,0,4,4,0,42,"Dustin May",19716,669160
"Kyle Leahy","STL",5,3,4.440789696582478,10,10,1,0,0,0,0,0,50.2,229,58,25,25,8,22,0,3,2,0,42,"Kyle Leahy",24763,681517
"Michael Lorenzen","COL",2,7,7.211180465943732,12,11,1,0,0,0,0,0,53.2,261,84,49,43,10,18,0,3,1,1,41,"Michael Lorenzen",14843,547179
"Walker Buehler","SDP",3,2,5.050359850831611,10,10,2,0,0,0,0,0,46.1,202,47,26,26,4,18,0,2,0,0,41,"Walker Buehler",19374,621111
"Jack Kochanowicz","LAA",2,3,4.552325682358979,10,10,5,0,0,0,0,0,57.1,252,48,32,29,5,29,1,4,3,0,41,"Jack Kochanowicz",27688,686799
"Martín Pérez","ATL",2,3,2.700000091961455,11,7,1,0,0,0,0,0,46.2,185,33,14,14,5,15,0,2,0,0,40,"Martin Perez",6902,527048
"Jeff Hoffman","TOR",2,3,5.08695736544358,25,0,0,0,0,5,6,3,23,108,29,16,13,3,8,3,2,1,0,40,"Jeff Hoffman",17432,656546
"Peter Lambert","HOU",3,4,3.7933885493440407,7,7,3,0,0,0,0,0,40.1,168,29,17,17,2,18,0,4,1,0,40,"Peter Lambert",17969,663567
"Zac Gallen","ARI",3,4,4.803681094015884,11,11,2,0,0,0,0,0,54.1,240,61,33,29,7,17,0,2,1,0,40,"Zac Gallen",19291,668678
"Janson Junk","MIA",2,5,5.072727272727272,10,10,2,0,0,0,0,0,55,232,57,33,31,8,13,0,1,1,0,40,"Janson Junk",23301,676083
"Ben Brown","CHC",1,2,2.094827723985062,15,3,0,0,0,1,2,1,38.2,154,26,11,9,1,12,0,1,6,0,40,"Ben Brown",23590,676962
"Louis Varland","TOR",2,1,0.6506025142949483,25,0,0,0,0,7,3,0,27.2,109,21,6,2,0,9,1,0,1,0,40,"Louis Varland",27691,686973
"Spencer Arrighetti","HOU",6,1,1.3170731707317074,7,7,3,0,0,0,0,0,41,175,24,8,6,1,25,0,6,0,1,40,"Spencer Arrighetti",29921,681293
"Andrew Painter","PHI",1,5,5.4,10,9,2,0,0,0,0,0,50,218,57,30,30,7,16,0,2,1,0,40,"Andrew Painter",30091,691725
"Erik Sabrowski","CLE",2,1,1.7142861813916292,25,0,0,0,0,0,17,0,21,83,7,4,4,1,13,0,0,3,0,39,"Erik Sabrowski",24978,681870
"Payton Tolle","BOS",2,2,2.454545624788154,6,6,4,0,0,0,0,0,36.2,140,21,14,10,3,9,0,1,0,0,39,"Payton Tolle",35466,801139
"Andrew Abbott","CIN",4,2,3.9705884134893266,11,11,3,0,0,0,0,0,56.2,247,57,27,25,7,26,0,0,0,0,38,"Andrew Abbott",29911,671096
"Grant Taylor","CHW",1,0,2.454545880152248,20,4,0,0,0,1,2,1,25.2,108,22,10,7,1,9,0,0,1,0,38,"Grant Taylor",33927,691799
"Aaron Civale","ATH",5,1,3.3096775822634585,10,10,1,0,0,0,0,0,51.2,224,56,19,19,9,16,1,1,2,0,37,"Aaron Civale",19479,650644
"Garrett Crochet","BOS",3,3,6.3,6,6,3,0,0,0,0,0,30,138,33,23,21,5,11,0,4,2,0,37,"Garrett Crochet",27463,676979
"Cade Smith","CLE",2,0,2.454545515346416,25,0,0,0,0,18,0,2,25.2,102,22,9,7,1,5,1,0,4,0,37,"Cade Smith",27867,671922
"Michael McGreevy","STL",3,3,2.3964497582350908,10,10,6,0,0,0,0,0,56.1,217,44,15,15,7,12,0,0,1,0,37,"Michael McGreevy",29869,700241
"Kumar Rocker","TEX",2,4,3.600000152587897,9,8,2,0,0,0,0,0,45,194,42,18,18,4,20,0,1,4,0,37,"Kumar Rocker",31843,677958
"Zack Wheeler","PHI",4,0,1.6725664846076955,6,6,5,0,0,0,0,0,37.2,141,23,7,7,1,8,0,1,0,0,36,"Zack Wheeler",10310,554430
"Nick Martinez","TBR",4,1,1.508379952558803,10,10,6,0,0,0,0,0,59.2,242,54,10,10,4,12,0,2,0,0,36,"Nick Martinez",12730,607259
"Kai-Wei Teng","HOU",3,3,2.189189414894456,17,4,1,0,0,0,2,0,37,145,24,9,9,3,15,0,2,2,0,36,"Kai-Wei Teng",24282,678906
"Walbert Ureña","LAA",2,4,2.5826089098232856,9,7,3,0,0,0,1,0,38.1,168,31,17,11,2,22,1,1,2,0,36,"Walbert Urena",29357,700712
"Kyle Freeland","COL",1,5,7.043478494510767,8,8,1,0,0,0,0,0,38.1,180,51,31,30,9,14,0,4,1,0,35,"Kyle Freeland",16256,607536
"Yohan Ramírez","PIT",2,1,3.60000045776373,23,0,0,0,0,1,3,2,30,133,24,15,12,2,17,7,6,2,0,35,"Yohan Ramirez",19444,670990
"Chris Paddack","- - -",0,6,6.860656166743055,9,8,1,0,0,0,0,0,40.2,193,54,32,31,6,14,0,2,3,0,35,"Chris Paddack",20099,663978
"Trevor Rogers","BAL",2,6,6.960937914904232,9,9,3,0,0,0,0,0,42.2,196,52,35,33,6,17,0,1,2,0,35,"Trevor Rogers",22286,669432
"Brayan Bello","BOS",2,5,6.428571929041954,10,7,1,0,0,0,0,0,49,232,67,39,35,10,21,0,0,2,0,35,"Brayan Bello",23920,678394
"Jacob Lopez","ATH",4,2,5.732876787223251,11,9,0,0,0,0,0,0,48.2,230,55,32,31,11,31,0,0,0,0,35,"Jacob Lopez",25098,682052
"Chris Bassitt","BAL",4,3,5.514084544074935,10,8,1,0,0,0,0,0,47.1,222,60,30,29,4,19,0,7,2,0,34,"Chris Bassitt",12304,605135
"Sonny Gray","BOS",5,1,3.272727272727273,9,9,4,0,0,0,0,0,44,182,42,17,16,4,11,0,3,0,1,34,"Sonny Gray",12768,543243
"Anthony Kay","CHW",3,1,4.273381500200714,10,8,1,0,0,0,0,0,46.1,212,45,24,22,6,22,0,9,0,2,34,"Anthony Kay",20387,641743
"Brady Singer","CIN",2,4,6.260869565217392,10,10,2,0,0,0,0,0,46,216,66,33,32,14,12,0,3,1,0,34,"Brady Singer",25377,663903
"Steven Matz","TBR",4,1,3.701613017101073,8,8,3,0,0,0,0,0,41.1,166,31,17,17,6,15,0,1,2,0,33,"Steven Matz",13361,571927
"Yusei Kikuchi","LAA",0,3,5.806451612903226,7,7,1,0,0,0,0,0,31,142,35,20,20,3,14,0,1,3,1,33,"Yusei Kikuchi",20633,579328
"Noah Schultz","CHW",2,4,5.818965899958505,8,8,2,0,0,0,0,0,38.2,168,30,26,25,4,22,0,4,1,1,33,"Noah Schultz",32056,702273
"Patrick Corbin","TOR",2,1,3.8571429677731786,9,9,1,0,0,0,0,0,44.1,190,49,19,19,4,13,0,4,0,0,32,"Patrick Corbin",9323,571578
"Sean Manaea","NYM",0,1,5.806452327414768,11,0,0,0,0,0,0,0,31,146,37,21,20,3,13,0,4,1,0,32,"Sean Manaea",15873,640455
"Adrian Morejon","SDP",4,1,4.443038832853068,23,0,0,0,0,1,10,4,26.1,109,23,14,13,2,6,0,1,0,0,32,"Adrian Morejon",20039,670970
"Andrés Muñoz","SEA",3,3,4.57627177820649,21,0,0,0,0,9,0,3,19.2,84,18,11,10,3,7,0,0,1,1,32,"Andres Munoz",20373,662253
"Jovani Morán","BOS",0,2,3.2530125714747418,18,3,0,0,0,0,1,0,27.2,114,18,10,10,4,14,1,1,0,0,32,"Jovani Moran",20422,663558
"Keider Montero","DET",2,3,3.8310811798271276,9,9,3,0,0,0,0,0,49.1,196,36,22,21,6,14,0,0,0,0,32,"Keider Montero",22630,672456
"Miles Mikolas","WSN",1,3,6.171428907744757,11,6,0,0,0,0,0,0,46.2,203,51,35,32,11,14,0,0,1,0,31,"Miles Mikolas",9803,571945
"Adrian Houser","SFG",2,4,5.297468610230874,10,10,2,0,0,0,0,0,52.2,235,59,35,31,8,19,0,2,2,0,31,"Adrian Houser",12718,605288
"Matthew Boyd","CHC",2,1,6.000000476837196,5,5,1,0,0,0,0,0,24,100,25,17,16,2,6,0,0,0,0,31,"Matthew Boyd",15440,571510
"Erick Fedde","CHW",0,5,5.472973219838094,10,7,1,0,0,0,0,0,49.1,217,52,33,30,12,20,0,2,2,0,31,"Erick Fedde",17425,607200
"Tyler Phillips","MIA",0,0,1.069307011466981,16,1,0,0,0,2,0,1,33.2,144,24,6,4,1,18,0,1,3,0,31,"Tyler Phillips",20629,663969
"Braydon Fisher","TOR",2,1,2.730337751557514,27,2,0,0,0,0,6,0,29.2,113,18,12,9,2,12,1,2,2,0,31,"Braydon Fisher",24609,680755
"Justin Wrobleski","LAD",6,2,3.071856427762902,9,8,5,0,0,0,0,0,55.2,227,48,19,19,3,14,0,2,1,0,31,"Justin Wrobleski",31204,680736
"Fernando Cruz","NYY",3,1,2.0769238692066576,25,0,0,0,0,0,10,1,21.2,94,16,6,5,2,14,1,2,2,0,30,"Fernando Cruz",7048,518585
"Gregory Soto","PIT",3,0,2.2191781981574383,24,0,0,0,0,5,6,2,24.1,94,10,7,6,1,10,0,2,3,0,30,"Gregory Soto",19677,642397
"José Suarez","- - -",0,1,6.17142915998192,13,1,0,0,0,1,1,0,23.1,113,30,16,16,1,16,1,1,2,2,30,"Jose Suarez",19911,660761
"Ryan Weiss","HOU",0,3,7.6153854533766365,9,2,0,0,0,0,0,0,26,131,35,24,22,8,20,0,0,0,0,30,"Ryan Weiss",24621,680802
"Ryan Zeferjahn","LAA",2,2,4.808219806229553,19,0,0,0,0,1,4,1,24.1,109,15,15,13,1,15,2,6,0,0,30,"Ryan Zeferjahn",25420,666171
"Graham Ashcraft","CIN",1,1,3.4615389694124326,25,0,0,0,0,1,10,2,26,106,17,11,10,2,16,1,0,2,0,30,"Graham Ashcraft",27552,668933
"Tanner Gordon","COL",0,0,6.585366160014369,7,0,0,0,0,0,0,0,27.1,120,35,20,20,6,6,1,0,1,0,30,"Tanner Gordon",27669,685299
"Christian Scott","NYM",0,0,3.197368581539384,6,6,0,0,0,0,0,0,25.1,114,21,10,9,1,14,0,5,0,1,30,"Christian Scott",30107,681035
"Logan Henderson","MIL",2,1,2.739130434782609,5,5,1,0,0,0,0,0,23,90,18,7,7,2,6,0,0,1,0,30,"Logan Henderson",31475,701656
"Connor Prielipp","MIN",1,2,4.0344827586206895,6,6,1,0,0,0,0,0,29,123,22,18,13,4,12,0,2,0,0,30,"Connor Prielipp",31857,687570
"Reynaldo López","ATL",2,1,3.618556843337102,11,5,1,0,0,0,1,0,32.1,140,29,16,13,6,16,0,1,1,0,29,"Reynaldo Lopez",16400,625643
"Jesse Scholtens","TBR",5,2,3.2201835989360146,8,2,0,0,0,0,0,0,36.1,155,33,13,13,7,11,1,3,0,1,29,"Jesse Scholtens",19205,669947
"Dylan Lee","ATL",2,0,1.1095891860529739,25,0,0,0,0,0,8,1,24.1,88,12,4,3,0,3,0,0,0,0,29,"Dylan Lee",19996,669276
"Juan Mejia","COL",0,4,4.06849401106569,21,1,0,0,0,3,3,1,24.1,109,25,11,11,2,13,2,1,1,0,29,"Juan Mejia",23237,675848
"Brent Headrick","NYY",3,1,2.076923686371931,26,0,0,0,0,0,7,1,26,110,24,7,6,2,9,1,0,1,0,29,"Brent Headrick",27702,687396
"Ian Seymour","TBR",3,0,4.846154912689263,23,1,0,0,0,2,9,0,26,108,23,14,14,3,8,1,1,1,0,29,"Ian Seymour",27932,693855
"Chad Patrick","MIL",2,2,2.634146464005748,12,5,1,0,0,2,2,0,41,165,32,12,12,2,17,1,0,0,0,29,"Chad Patrick",30113,694477
"Spencer Miles","TOR",1,0,2.1724140788655877,14,1,0,0,0,0,0,0,29,116,22,9,7,2,8,0,0,1,0,29,"Spencer Miles",31621,693686
"Brad Lord","WSN",2,0,2.828571736861282,16,0,0,0,0,0,3,0,35,146,30,12,11,4,6,2,4,2,0,29,"Brad Lord",31972,695418
