Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Ryan Church,WSN,102,301,9,41,42,3,0.079734219,0.232558139,0.179104478,0.354166666,0.287313432,0.353333333,0.46641791,0.3556858410437902,,118.82089459372268,-0.952269522822462,6.161874336115472,2.686837911605835,1.8705009882804895,Ryan Church,2106,425508,268,77,50,15,3,24,0,70,5,3,1,6,2,0.342857142,0.819751243,5.123629416067948,-0.6999999657273293,0.1000000014901161,,-0.3522695585852489,43.500555659918504,7.42786463656874,0.0229060109704732,-5.7624921798706055,5.785398006439209,6.382599830627441,0.6587457656860352,1.1307412385940552,1.8507931232452393,29,0.9564357399940492,-0.9361782220149982,594.5999999999999,0.0,0.0,0.0,0.0,-2.0,1.0,3.0,0.0,2.0,0.16517299413681027,0.0,3.6446800231933594,1.0809176191687584,4.890772879123688,54.401600382459975,0.0,,,LF,2005,1.38,125,27,,,,,,,,,,,,,,,
Marco Scutaro,OAK,118,423,9,48,37,5,0.085106382,0.113475177,0.144356955,0.260736196,0.24671916,0.310262529,0.391076115,0.3072695217349313,,88.17280336354855,2.72469419951085,-3.384264583312972,7.571595668792725,1.852294135276486,Marco Scutaro,1555,340192,381,94,60,22,3,36,1,48,0,2,4,6,2,0.75,0.701338644,4.584587687575292,2.3000000417232513,0.4000000059604645,,0.0246941518271341,44.17404608967708,-6.519469866724751,-0.0441904030740261,-7.539063930511475,7.494874000549316,-7.288000106811523,-0.7487749457359314,1.0139126777648926,0.7569333910942078,3,-0.7562803626060486,0.712696330131535,967.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059026900678873,-0.35642799735069264,1.6890901923179626,2.474801675416529,3.7484360970556736,-7.576729629162273,0.0,,,SS,2005,1.64,149,34,,,,,,,,,,,,,,,
Todd Walker,CHC,110,433,12,50,40,1,0.071593533,0.092378752,0.168765743,0.314121037,0.304785894,0.354988399,0.473551637,0.3585006665351778,,114.17774228072584,0.8194819334894419,8.528709380677965,-4.23708713054657,1.8446035532990688,Todd Walker,359,123842,397,121,81,25,3,31,1,40,1,2,2,8,1,0.775,0.828540036,3.0428310941372434,-0.2000000476837158,1.399999976158142,,-0.3805179949849844,63.58641989973846,11.694475670135644,0.5168041586875916,-7.4472222328186035,7.964025974273682,11.217000007629396,1.083590745925903,0.986751914024353,1.1779555082321167,9,1.1965192556381226,-0.672776508000709,828.2,0.0,0.0,0.0,-3.0,0.0,0.0,-1.0,0.0,-4.0,0.0,-1.0211000442504885,-5.817353129386902,1.7154517406597731,-5.123004138469696,13.732901544384811,0.0,,,2B,2005,1.72,188,40,,,,,,,,,,,,,,,
Carlos Lee,MIL,162,688,32,85,114,13,0.082848837,0.126453488,0.221682848,0.258823529,0.265372168,0.324127906,0.487055016,0.3428503294173141,,105.8048005180958,0.5170575022930279,5.532296375241577,-9.66019892692566,1.8330792043781767,Carlos Lee,243,150324,618,164,91,41,0,57,7,87,2,11,0,8,4,0.655172413,0.811182922,3.622560585191332,-1.7999999523162842,1.600000023841858,,0.7170574307674542,92.11772345680322,9.665858260575195,1.167126178741455,-13.020879745483398,14.188006401062012,17.28499984741211,1.7561250925064087,1.0754261016845703,,0,1.563698410987854,-0.478429811952324,1404.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-5.0,0.0,-9.0,-0.9784579873085022,0.0,-1.35794997215271,-0.1015720069408416,-2.437977969646454,-2.297301344842796,0.0,,,LF,2005,1.01,301,73,,,,,,,,,,,,,,,
Jason Kendall,OAK,150,676,0,70,53,8,0.073964497,0.057692307,0.049916805,0.287477954,0.271214642,0.344674556,0.321131447,0.3043078751959039,,86.164497818611,0.148495611269027,-11.272044233294732,6.701302528381348,1.830675681160564,Jason Kendall,993,116974,601,163,134,28,1,50,0,39,20,5,0,26,3,1.282051282,0.665806003,3.564929491083223,3.200000047683716,-3.0999999046325684,,0.0484954682178795,68.93717006988213,-12.076581198504725,0.629761278629303,-11.397208213806152,12.026969909667969,0.622599720954895,0.0978053510189056,1.0202082395553589,,0,-0.2711841762065887,0.8884711713633561,1286.0,0.0,-3.0,-4.0,0.0,0.0,3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,2.47,193,29,,,,,,,,,,,,,,,
Jay Payton,- - -,124,435,18,62,63,0,0.055172413,0.108045977,0.176470588,0.26300578,0.267156862,0.305747126,0.44362745,0.3215732624018715,,95.8066128117407,0.8425183333456516,-1.3848868766949485,4.939786434173584,1.8295034990010428,Jay Payton,890,134341,408,109,74,16,1,24,2,47,0,3,0,8,1,0.510638297,0.749374576,2.6270730984776716,0.700000025331974,0.7000000104308128,,-0.5574817024171352,50.57902163545033,-1.5526082487926791,0.1037800312042236,-7.1516101360321045,7.255389928817749,1.949600338935852,0.1998111754655838,0.9099161022073315,0.929454505443573,11,-0.0496077984571456,0.1636623040895523,936.1,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,9.0,1.3291576709598303,0.0,4.99252712726593,1.4456034153699875,7.767287513241172,38.5338917313547,0.0,,,LF,2005,2.12,181,35,,,,,,,,,,,,,,,
Edgar Renteria,BOS,153,692,8,100,70,9,0.079479768,0.14450867,0.109149277,0.315384615,0.276083467,0.335276967,0.385232744,0.3188800029782442,,89.80741263796266,5.2609065438155085,-3.351718636382099,-1.8940119743347168,1.8171618308541109,Edgar Renteria,1178,121074,623,172,124,36,4,55,0,100,3,5,6,15,4,0.55,0.720509711,4.919383542395117,4.800000071525574,0.6000000238418579,,-0.1390935515519231,78.91851455120955,-4.012721954298866,0.2607560455799103,-11.962056159973145,12.222811698913574,0.977999746799469,0.1057891771197319,1.019578456878662,0.9787999391555786,3,-1.1025903224945068,1.3583391997100858,1293.0,0.0,0.0,0.0,-2.0,0.0,-3.0,-8.0,0.0,-13.0,0.0,-0.2189860045909881,-2.8310399055480957,-5.495219945907593,-8.545245617628098,-9.594542588447972,0.0,,,SS,2005,1.37,240,48,,,,,,,,,,,,,,,
Jason Bartlett,MIN,74,252,3,33,16,4,0.083333333,0.146825396,0.09375,0.275675675,0.241071428,0.316,0.334821428,0.2937810280323029,,77.00967839486707,1.3064150850987062,-5.76800096863006,15.080923795700071,1.787288053399815,Jason Bartlett,8219,430583,224,54,40,10,1,21,0,37,4,1,2,6,0,0.567567567,0.650821428,5.4333411616788165,0.8000000268220901,-0.2000000029802322,,0.7064150612568483,23.501925038857753,-6.698467445807166,-1.0342278480529783,-4.945516109466553,3.911288022994995,-8.6899995803833,-0.8729103207588196,1.0671489238739014,,0,-0.7739753723144531,-0.1951750666876173,585.2,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,13.0,0.0,0.6714569926261902,10.427300453186035,1.5096470713615415,12.60835713148117,26.307378368718283,0.0,,,SS,2005,1.78,75,14,,,,,,,,,,,,,,,
Joe Crede,CHW,132,471,22,54,62,1,0.053078556,0.140127388,0.201388889,0.25,0.252314814,0.302771855,0.453703703,0.3234660280108963,,94.04071364695892,-0.1574816964566707,-3.5848452315204975,5.396676182746887,1.7765985084849552,Joe Crede,227,150317,432,109,66,21,0,25,3,66,8,4,2,7,1,0.378787878,0.756475558,1.9283368395995129,-0.2000000029802322,0.4000000059604645,,-0.357481699436903,55.50331029514734,-0.9426613726192354,0.1682082712650299,-8.504378318786621,8.672585487365723,-4.733999729156494,-0.3915009200572967,1.0124067068099976,1.1758999824523926,2,-0.4767187833786011,0.6428657183342564,1128.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.8756877928972244,0.0984050035476684,2.56845663767308,3.5425447076559067,79.93546763062477,0.0,,,3B,2005,1.64,196,43,,,,,,,,,,,,,,,
Mark Sweeney,SDP,135,267,8,31,40,4,0.149812734,0.217228464,0.171945701,0.35625,0.294117647,0.394736842,0.466063348,0.3722690740465664,,133.80607128826549,0.5833787642186508,11.918387242820817,-2.977745294570923,1.7686740187083043,Mark Sweeney,1408,123040,221,65,44,12,1,40,3,58,0,5,1,6,0,0.689655172,0.86080019,4.385429939559057,0.1000000014901161,-0.2000000029802322,,0.6833787657087669,42.253121293028585,10.255086398562188,0.4316540062427521,-4.730269908905029,5.161923885345459,12.852999687194824,1.429216384887695,1.1007453203201294,1.340849995613098,76,1.6637884378433228,-1.2716414095759536,355.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,-0.4053979963064193,0.2396969944238662,2.0423781042918563,-1.334751947899349,0.5419189929962158,-55.313563561654306,0.0,,,1B,2005,1.88,103,21,,,,,,,,,,,,,,,
Mark Kotsay,OAK,139,629,15,75,82,5,0.063593004,0.081081081,0.140893471,0.284615384,0.280068728,0.325358851,0.420962199,0.3238508997437281,,99.41670872462144,1.5877149554435164,1.1397117347467531,-4.77993631362915,1.764843945000412,Mark Kotsay,1042,117276,582,163,112,35,1,40,3,51,1,4,2,13,5,0.784313725,0.74632105,2.8845746256248135,2.0999998450279236,0.800000011920929,,-1.3122849015053362,74.32270615236013,-1.0584322319820685,0.5856720209121704,-11.351812362670898,11.93748378753662,11.022899627685549,1.1266435384750366,1.0538647174835205,,0,-0.4324289858341217,0.9881663695760048,1184.1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,1.2780499458312988,0.0,-8.253890037536621,0.3812119960784912,-6.594630241394043,-8.23257493658479,0.0,,,CF,2005,2.82,245,51,,,,,,,,,,,,,,,
Corey Koskie,TOR,97,404,11,49,36,4,0.108910891,0.222772277,0.149717514,0.301960784,0.24858757,0.336633663,0.398305084,0.3234691059500202,,94.17444324734004,-3.0661204920616,-5.939968615202853,9.648259282112122,1.7399148499053272,Corey Koskie,738,136731,354,88,57,20,0,44,3,90,4,2,0,10,1,0.488888888,0.734938747,3.231275555360203,-2.400000214576721,-0.8999999761581421,,0.2338796986732632,47.608964579514534,-0.8075376578054071,-1.106368064880371,-7.985383987426758,6.879015922546387,-14.333000183105469,-1.3702380657196045,1.0683165788650513,1.216266632080078,3,-1.0866265296936035,0.0510083554855942,674.1,0.0,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,6.0,0.0,0.8088949918746948,8.960570335388184,0.7750059962272644,10.544464945793152,22.075278103351593,0.0,,,3B,2005,1.36,141,31,,,,,,,,,,,,,,,
José Reyes,NYM,161,733,7,99,58,60,0.036834924,0.106412005,0.113505747,0.297560975,0.272988505,0.300411522,0.386494252,0.2988126023643138,,79.78993998367223,7.364840809372254,-11.23835095480676,4.676914215087891,1.7359995717943235,Jose Reyes,1736,408314,696,190,142,24,17,27,0,78,2,4,4,7,15,0.346153846,0.686905774,8.802203921465628,1.399999976158142,0.5,,5.464840833214112,71.41462036865637,-16.4301720569761,-0.073954090476036,-12.676183700561523,12.602230072021484,4.029199600219727,0.3554655313491821,0.9803289175033568,0.1516000032424926,1,-0.5261543989181519,0.4507163605663118,1398.1,0.0,0.0,0.0,3.0,0.0,-1.0,-8.0,0.0,-6.0,0.0,0.8762699961662292,-1.4413299560546875,-1.9510660767555237,-2.516140043735504,-2.5424785662160136,0.0,,,SS,2005,1.6,269,48,,,,,,,,,,,,,,,
Bengie Molina,LAA,119,449,15,45,69,0,0.06013363,0.091314031,0.151219512,0.294444444,0.295121951,0.335585585,0.446341463,0.3372336987456585,,108.06773359153864,-7.7041010417742655,-3.28083664257474,5.2991509437561035,1.7228100364447363,Bengie Molina,24,134260,410,121,89,17,0,27,2,41,1,6,5,14,2,0.658536585,0.781927048,1.2537259729570165,-5.3999998569488525,-1.2999999523162842,,-1.0041012325091287,58.02936588230614,4.219936415581743,1.0108977556228638,-8.183398246765137,9.194295883178713,5.072000503540039,0.5345293879508972,1.0842647552490234,2.5246856212615967,7,0.8331698179244995,0.0991649745964383,873.1,0.0,4.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,2.42,183,32,,,,,,,,,,,,,,,
Javy Lopez,BAL,103,423,15,47,49,0,0.044917257,0.160756501,0.179746836,0.30254777,0.278481012,0.321513002,0.458227848,0.3355508371656694,,105.1975069774348,-0.2546021535526961,2.4300032415018453,0.3479681015014648,1.7109531476913276,Javy Lopez,103,117919,395,110,70,24,1,19,2,68,7,2,0,10,1,0.279411764,0.77974085,2.007956632984416,1.0,-0.699999988079071,,-0.5546021654736251,54.079663378751,3.386147422349177,0.5854058265686035,-6.93587064743042,7.521275997161865,-1.5990002155303955,-0.1610547006130218,0.9206363558769226,0.0832000002264976,1,0.2192751169204712,0.4165957378764741,630.2,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,2.01,181,40,,,,,,,,,,,,,,,
Jeff Cirillo,MIL,77,219,4,29,23,4,0.105022831,0.100456621,0.145945946,0.301886792,0.281081081,0.372641509,0.427027027,0.3552860991572434,,114.00450798428264,2.2750861407257617,6.12656798848306,3.7251006364822383,1.703267163052672,Jeff Cirillo,1073,112297,185,52,33,15,0,23,0,22,4,0,7,3,2,1.045454545,0.799668536,3.722519401833313,1.8000000715255735,0.6000000238418579,,-0.1249139546416699,31.57741807430406,5.331838891202409,0.2832101285457611,-3.724144220352173,4.007353782653809,8.468000411987305,0.8715484142303467,1.010712742805481,1.751948356628418,31,0.3239742517471313,-0.0437659229596244,376.5,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-0.0492402985692024,3.757125996999093,-0.6235033618158924,3.0843835140112787,12.577421230955569,0.0,,,3B,2005,1.39,79,19,,,,,,,,,,,,,,,
Clint Barmes,COL,81,377,10,55,46,6,0.042440318,0.095490716,0.145714286,0.298360655,0.288571428,0.329758713,0.434285714,0.3324547744886849,,89.99123220712757,3.190485554281622,-1.547981318715146,6.22343897819519,1.7001975150633253,Clint Barmes,1830,425549,350,101,71,19,1,16,1,36,6,1,4,4,4,0.444444444,0.764044427,4.452496489376968,3.4999999403953552,0.3000000119209289,,-0.609514398034662,47.23218025343947,2.051434353762189,-0.4258482456207275,-6.5604939460754395,6.134645938873291,1.4010001420974731,0.0868657305836677,0.9490779042243958,0.1615999937057495,1,0.1089248955249786,-0.5576217240205685,681.2,0.0,0.0,0.0,-1.0,0.0,0.0,13.0,0.0,12.0,0.0,0.015642000362277,8.823349952697754,-6.122078239917755,2.716922117397189,5.42602323461324,0.0,,,SS,2005,2.58,152,30,,,,,,,,,,,,,,,
Darin Erstad,LAA,153,667,7,86,66,10,0.070464767,0.16341829,0.098522168,0.321212121,0.272577996,0.324734446,0.371100164,0.3068782868000065,,87.48359523269926,5.000327139161527,-5.193809336120928,-0.4528913497924804,1.6922948847574413,Darin Erstad,11,113889,609,166,123,33,3,47,3,109,1,2,4,8,3,0.43119266,0.69583461,4.967819805995217,2.5,2.0,,0.5003271391615272,69.43898087267326,-10.496184949832704,1.0549360513687134,-11.980027198791504,13.034963607788086,-1.7276999950408936,-0.2188786417245865,1.0342453718185425,,0,-0.3520530760288238,1.3720586570195223,1279.1,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,10.0,0.0,0.4734239876270294,7.041679859161377,3.5402821004390717,11.055423766374588,12.49219447320871,0.0,,,1B,2005,2.1,226,43,,,,,,,,,,,,,,,
Rondell White,DET,97,400,12,49,53,1,0.0425,0.12,0.176470588,0.330188679,0.312834224,0.3475,0.489304812,0.3600699952244758,,122.95366699002724,0.2560231587849557,11.467351666354956,-8.207801580429077,1.681367081801338,Rondell White,856,124185,374,117,78,24,3,17,0,48,5,4,0,8,0,0.354166666,0.836804812,3.533971450234267,0.4000000059604645,-0.2000000029802322,,0.0560231558047235,59.2601168166673,11.32298588862774,0.8029398918151855,-6.795845985412598,7.598785877227783,13.939000129699709,1.382424235343933,1.019733428955078,2.63700008392334,2,0.9776096940040588,-0.1902079387846003,534.2,0.0,0.0,0.0,0.0,-3.0,-1.0,-2.0,0.0,-6.0,-2.624769926071167,0.0,-0.3692710101604461,0.777323991060257,-2.216716915369034,-8.370769264686862,0.0,,,LF,2005,1.68,183,39,,,,,,,,,,,,,,,
Damian Miller,MIL,114,431,9,50,43,0,0.085846867,0.218097447,0.14025974,0.336842105,0.272727272,0.34032634,0.412987012,0.3263829677381132,,94.9468036804902,-1.570439618662931,-4.305452186410861,6.864651679992676,1.664331285702186,Damian Miller,65,119064,385,105,70,25,1,37,6,94,4,3,2,16,1,0.393617021,0.753313352,2.146954749551499,1.0,-2.0,,-0.570439618662931,51.83064274568429,0.1783841707216703,-0.6565243005752563,-8.894552230834961,8.238027572631836,-8.314000129699707,-0.8305609822273254,1.1472059488296509,2.255120038986206,5,-0.5016664862632751,-0.0706146296471026,917.1,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.73,159,35,,,,,,,,,,,,,,,
Mike Sweeney,KCR,122,514,21,63,83,3,0.064202334,0.118677042,0.217021276,0.304568527,0.3,0.346978557,0.517021276,0.364605824702342,,121.82365994817135,-1.059814291424118,12.637509278454068,-13.429424285888672,1.6610817652975525,Mike Sweeney,634,123041,470,141,81,39,0,33,7,61,4,6,1,16,0,0.540983606,0.863999833,2.7656394419687573,-1.7000000029802322,0.2000000029802322,,0.440185708575882,78.0797127874933,16.48049954496249,1.776207685470581,-9.533242225646973,11.309450149536133,22.121999740600582,2.1862456798553467,1.0344265699386597,,0,1.6361877918243408,0.080906236005888,419.1,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,-5.0,0.0,-0.0777778029441833,-3.4094700813293457,1.538730040192604,-1.9485178589820864,-5.973146855831146,0.0,,,1B,2005,1.81,243,60,,,,,,,,,,,,,,,
Reggie Sanders,STL,93,329,21,49,54,14,0.085106382,0.227963525,0.274576271,0.293532338,0.27118644,0.340425531,0.545762711,0.3756711630196106,,130.2994359475146,0.1741933410521596,12.692521345747595,-6.8758628368377686,1.657874222750351,Reggie Sanders,1129,121673,295,80,43,14,2,28,1,75,4,2,0,8,1,0.373333333,0.886188242,6.430497938702544,-1.7999998927116394,-0.3000000119209289,,2.274193245684728,52.99150134734061,13.563211159028072,1.8271578550338743,-5.401522159576416,7.228679656982422,16.457000732421875,1.718284010887146,0.9717179536819458,1.776692271232605,13,2.0892174243927,-0.2088797728029841,642.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.6335099935531616,0.0,-4.769169807434082,-0.3297069892287254,-3.4653698205947876,-8.425726004913027,0.0,,,LF,2005,1.97,161,37,,,,,,,,,,,,,,,
Khalil Greene,SDP,121,476,15,51,70,5,0.052521008,0.195378151,0.18119266,0.281437125,0.25,0.295983086,0.43119266,0.31068147750611,,93.19738475430611,3.8704208524432033,-0.1958728677644288,0.8184223175048828,1.6170828591185136,Khalil Greene,1826,425867,436,109,62,30,2,25,3,93,6,6,3,8,0,0.268817204,0.727175746,4.618466348831235,1.5,1.5,,0.8704208524432033,51.05363773921925,-5.991548065147818,1.2496823072433472,-8.772600173950195,10.022281646728516,6.820400714874268,0.7045605778694153,1.0899289846420288,,0,0.5526531338691711,0.5939190968471144,1028.2,0.0,0.0,0.0,-1.0,0.0,2.0,-12.0,0.0,-11.0,0.0,-0.5983989834785461,-2.709439992904663,-1.165236994624138,-4.473089039325714,-5.740961045026779,0.0,,,SS,2005,0.45,188,47,,,,,,,,,,,,,,,
A.J. Pierzynski,CHW,128,497,18,61,56,0,0.046277665,0.136820925,0.163043478,0.266666666,0.256521739,0.308467741,0.419565217,0.314378379318719,,87.87833909670681,-2.8954625978367403,-10.25183200540315,9.582219123840332,1.615781921395513,A.J. Pierzynski,746,150229,460,118,79,21,0,23,5,68,12,1,1,13,2,0.338235294,0.728032958,2.060059372009653,-1.0,-0.8999999761581421,,-0.9954626216785982,54.827377712635176,-4.734507465453964,0.5346017479896545,-9.187908172607422,9.72251033782959,-2.3569998741149902,-0.2977923154830932,1.054576754570007,4.088500022888184,2,-1.0086292028427124,1.5155640899175111,1117.2,0.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,2.26,193,39,,,,,,,,,,,,,,,
Matt Murton,CHC,51,160,7,19,14,2,0.1,0.1375,0.2,0.336283185,0.321428571,0.386075949,0.521428571,0.382051217091548,,129.70614376035775,-0.3840535163180902,5.584679402995267,5.290033459663391,1.613167491601258,Matt Murton,6307,444875,140,45,33,3,2,16,4,22,0,2,2,4,1,0.727272727,0.90750452,4.524300602843548,0.199999988079071,-0.5,,-0.0840535043971613,26.616194333650512,7.441341962434695,0.1056761294603347,-2.801016092300415,2.9066920280456543,-3.3493998050689697,-0.3286449313163757,1.1092256307601929,1.3573499917984009,12,0.550457239151001,-0.4551870555834692,329.0,0.0,0.0,0.0,0.0,-2.0,0.0,5.0,0.0,3.0,-2.315769910812378,0.0,9.507670402526855,-0.2094800174236297,6.982420206069946,37.87745485199393,0.0,,,LF,2005,1.05,73,12,,,,,,,,,,,,,,,
Milton Bradley,LAD,75,316,13,49,38,6,0.079113924,0.148734177,0.194346289,0.308035714,0.28975265,0.350482315,0.484098939,0.3604007636347124,,119.8304930398156,-2.034445436671376,5.834861404244016,-0.0918229818344116,1.6080321560787518,Milton Bradley,369,150396,283,82,54,14,1,25,1,47,2,1,4,6,1,0.531914893,0.834581254,5.128200511352487,-3.700000047683716,1.0,,0.6655546110123396,46.902039417047206,9.031705983895968,1.9995739459991455,-5.393514156341553,7.393087863922119,9.345000267028809,0.9335418343544006,0.9956623911857604,1.978600025177002,2,1.04751718044281,0.960767920712613,628.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,-2.0,3.233069896697998,0.0,-4.799059867858887,0.3973467163741588,-1.16864013671875,-2.0919558436506644,0.0,,,CF,2005,1.32,137,28,,,,,,,,,,,,,,,
Juan Pierre,FLA,162,719,2,96,47,57,0.057023643,0.062586926,0.077743902,0.292962356,0.275914634,0.326271186,0.353658536,0.3025375787574466,,83.00720225662297,6.490318754222244,-8.852659292705988,0.9879682064056396,1.5595746448587526,Juan Pierre,443,334393,656,181,147,19,13,41,1,45,9,2,10,10,17,0.911111111,0.679929722,8.213531460723296,2.700000002980232,-0.2000000029802322,,3.990318754222244,72.2682853623287,-13.89870748082239,-0.3956722319126129,-12.489224433898926,12.093551635742188,-1.1225005388259888,-0.1797487437725067,0.9577425718307496,0.6047999858856201,2,-1.0177178382873535,0.6045877931685746,1383.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-11.0,0.0,-16.0,-3.010190010070801,0.0,1.0474900007247925,0.5792720168828964,-1.383430004119873,-0.9698331180683496,0.0,,,CF,2005,0.4,232,34,,,,,,,,,,,,,,,
J.J. Hardy,MIL,124,427,9,46,50,0,0.103044496,0.112412177,0.137096775,0.261829652,0.247311827,0.326968973,0.384408602,0.3092731419697548,,83.66518870755469,1.4589027136098591,-7.30016495849496,8.890058040618896,1.5540578137101952,J.J. Hardy,3797,429666,372,92,60,22,1,44,7,48,1,2,8,10,0,0.916666666,0.711377575,1.8387232775,1.600000023841858,0.0,,-0.1410973102319985,45.30017784723522,-5.872709418447003,-0.91465824842453,-7.33046817779541,6.4158101081848145,-0.6760000586509705,-0.0751109048724174,0.986173450946808,1.2133333683013916,6,-0.4201008379459381,-0.5073812875831791,937.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.5315290093421936,3.9301400184631343,-0.3950030207633972,4.066669046878815,6.557610237414751,0.0,,,SS,2005,1.83,143,32,,,,,,,,,,,,,,,
Nook Logan,DET,129,356,1,47,17,23,0.058988764,0.146067415,0.077639751,0.304832713,0.257763975,0.305232558,0.335403726,0.282034095955734,,70.03718045444194,3.963475942146033,-9.061522705999131,12.524980187416077,1.5528241290718174,Nook Logan,2076,425497,322,83,65,12,5,21,3,52,1,0,12,5,6,0.403846153,0.640636284,7.977361675519844,1.5999999940395355,0.4000000059604645,,1.963475942146033,29.738422946951424,-12.925623579003778,-1.3571354150772097,-6.16596794128418,4.808832168579102,-10.222999572753906,-1.0407707691192627,0.950072467327118,0.538266658782959,3,-1.3556296825408936,-0.0728249477625193,874.1,0.0,0.0,0.0,0.0,-3.0,4.0,15.0,0.0,16.0,-2.035170078277588,0.0,13.782400131225586,-0.505416989326477,11.241830348968506,17.730751191387,0.0,,,CF,2005,1.74,108,18,,,,,,,,,,,,,,,
Kelly Johnson,ATL,87,334,9,46,40,2,0.119760479,0.224550898,0.155172414,0.29468599,0.24137931,0.334337349,0.396551724,0.3232600566483696,,94.93177418497103,-0.9430840236600488,-3.0688639830832587,7.32273006439209,1.5174762208290118,Kelly Johnson,2234,430637,290,70,46,12,3,40,1,75,1,1,2,11,1,0.533333333,0.730889073,4.742351895145855,-0.1000000238418579,-0.699999988079071,,-0.1430840117391199,39.30207206024441,-0.7254322646686093,-0.8513919711112976,-5.9174299240112305,5.066038131713867,-0.0420999377965927,-0.0776265785098075,0.9502216577529908,0.7608399987220764,5,-0.3079298436641693,-0.588063174559181,648.1,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,11.0,7.262939929962158,0.0,2.304229974746704,1.1986299753189087,10.76579999923706,18.426006970041623,0.0,,,LF,2005,1.4,115,24,,,,,,,,,,,,,,,
Lew Ford,MIN,147,590,7,70,53,13,0.076271186,0.144067796,0.11302682,0.301149425,0.264367816,0.338435374,0.377394636,0.3178929567540465,,93.36008331756936,3.759812439326197,-1.0238403710244146,-3.818069696426392,1.512268715065619,Lew Ford,1724,217915,522,138,97,30,4,45,2,85,16,5,2,9,6,0.529411764,0.71583001,5.249744455239213,2.5999999046325684,1.2999999523162842,,-0.1401874176226556,66.80381244610194,-3.903455672756388,1.5046957731246948,-10.976680755615234,12.481375694274902,-3.809500217437744,-0.3956336677074432,1.1450961828231812,2.017016649246216,12,-0.8170610070228577,2.1310954049150395,815.0,0.0,0.0,0.0,0.0,-1.0,3.0,7.0,0.0,9.0,3.242024064064026,0.0,-0.1695500612258909,-1.7036500722169876,1.3688300251960754,-21.73468519560945,0.0,,,CF,2005,2.43,197,41,,,,,,,,,,,,,,,
Juan Encarnacion,FLA,141,563,16,59,76,6,0.072824156,0.184724689,0.160079052,0.331619537,0.286561264,0.348837209,0.446640316,0.3463863419031112,,111.91952839869668,1.1920345976250246,9.619235597670096,-12.94375705718994,1.5053895159339654,Juan Encarnacion,320,113845,506,145,99,27,3,41,2,104,9,3,4,9,5,0.394230769,0.795477525,3.465750302389399,0.6000001430511475,1.7000000476837158,,-1.1079655931098389,77.02962283510995,9.55811105389429,0.4228757917881012,-10.421099662780762,10.843976020812988,16.142000198364258,1.7159230709075928,1.0346884727478027,2.834549903869629,4,1.30182945728302,-0.8931307978062426,1164.3,0.0,0.0,0.0,0.0,-2.0,-2.0,-9.0,0.0,-13.0,-0.5134515911340712,0.0,-7.386820077896118,0.5903867743909358,-7.309881463646889,-41.97139906682873,0.0,,,RF,2005,0.59,226,46,,,,,,,,,,,,,,,
