Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Jhonny Peralta,CLE,141,570,24,82,78,0,0.101754385,0.224561403,0.228174603,0.345505617,0.291666666,0.365553602,0.519841269,0.3783823403368569,,135.75446943334137,-1.842974993167445,23.04274462681488,0.256174087524414,4.266714767428687,Jhonny Peralta,1738,425509,504,147,84,35,4,58,3,128,3,4,1,12,2,0.453125,0.885394871,3.3016130165763142,-0.5,-0.3000000119209289,,-1.042974981246516,93.08858444570788,24.77817287325152,1.136087417602539,-9.181413650512695,10.31750202178955,13.082999229431152,1.3095524311065674,0.9396337270736694,2.340399980545044,1,1.7036136388778689,-0.4945388846747691,1232.1,0.0,0.0,0.0,5.0,0.0,1.0,-11.0,0.0,-5.0,0.0,3.869240045547486,-8.92333984375,-1.0288659930229187,-6.082970380783081,-5.654905167948839,0.0,,,SS,2005,5.09,262,63,,,,,,,,,,,,,,,
Melvin Mora,BAL,149,664,27,86,88,7,0.075301204,0.168674698,0.190556493,0.308533916,0.283305227,0.347560975,0.47386172,0.3566697975847779,,119.51836692952811,-2.621816240483895,13.203651964560912,6.5048158168792725,4.224939582287232,Melvin Mora,157,206551,593,168,110,30,1,50,0,112,10,3,8,9,4,0.446428571,0.821422695,3.24455407191895,-3.299999952316284,1.2000000476837158,,-0.5218163358513266,96.50234409434611,16.926706753800453,1.6836321353912354,-10.679183959960938,12.362815856933594,10.336000442504885,1.034783959388733,0.9312223196029664,1.1842000484466553,1,1.6073312759399414,0.2006495895842706,1289.2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,-0.0117768002673983,4.669179916381836,-0.2559280395507812,4.4014731692150235,4.258086197385186,0.0,,,3B,2005,4.27,281,58,,,,,,,,,,,,,,,
Jason Giambi,NYY,139,545,32,74,87,0,0.198165137,0.2,0.263788969,0.292418772,0.270983213,0.440366972,0.534772182,0.42225773996777,,164.6843960139661,-1.672116098110564,41.37470048146539,-17.954011917114258,4.1942720357127445,Jason Giambi,818,114739,417,113,67,14,0,108,5,109,19,1,0,7,0,0.990825688,0.975139154,0.9067460275,-3.5999999046325684,2.200000047683716,,-0.2721162411617115,108.805476828988,43.491135939534125,3.4625420570373535,-7.779717922210693,11.242259979248049,51.152000427246094,5.143310546875,0.914669394493103,1.0084999799728394,4,4.670987129211426,-0.8854203682767321,560.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.2571719884872436,-5.478789806365967,-1.5578449666500092,-6.779458165168762,-18.568619215243725,0.0,,,1B,2005,4.6,223,46,,,,,,,,,,,,,,,
Nick Johnson,WSN,131,547,15,66,74,3,0.146252285,0.15904936,0.189845475,0.328611898,0.289183222,0.407678244,0.479028697,0.3852346799369203,,138.30435560628803,-5.387354011880234,20.92449521939179,2.7807540893554688,4.163877136363362,Nick Johnson,828,276376,453,131,78,35,3,80,8,87,12,2,0,15,8,0.919540229,0.886706941,3.193620151866692,-1.5000001192092896,-0.8999999761581421,,-2.9873539165128022,92.43599293604402,26.881966391949938,3.5600697994232178,-9.132614135742188,12.692684173583984,31.715999603271484,3.2640252113342285,1.0981547832489014,0.4183999896049499,3,2.660566568374634,0.5812986529293407,1098.2,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,-0.493021011352539,10.332500457763672,2.360608011484146,12.200078964233398,13.793226858123363,0.0,,,1B,2005,3.6,217,53,,,,,,,,,,,,,,,
Michael Young,TEX,159,732,24,114,91,5,0.079234972,0.124316939,0.18263473,0.354316546,0.330838323,0.385245901,0.513473053,0.3888465171791816,,136.31741643493288,0.7548013291088864,33.216484687438495,-16.675180912017822,4.137573832874896,Michael Young,1286,276545,668,221,152,40,5,58,0,91,3,3,0,20,2,0.637362637,0.898718954,4.269290796794159,2.5999999046325684,-1.7000000476837158,,-0.1451985278399661,125.8877998248518,38.16285022653945,2.532395362854004,-12.102397918701172,14.634791374206545,30.231000900268555,2.942893743515014,0.9533419013023376,,0,2.832019567489624,-0.1756846687564843,1356.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-30.0,0.0,-32.0,0.0,-2.405590057373047,-23.355300903320312,2.542444109916687,-23.2183895111084,-21.43182023768151,0.0,,,SS,2005,3.17,343,69,,,,,,,,,,,,,,,
Todd Helton,COL,144,626,20,92,79,3,0.169329073,0.127795527,0.214145383,0.348780487,0.320235756,0.4448,0.534381139,0.4161285860819207,,145.16278909454795,-4.572115850751288,30.93136813289761,-10.764281496405602,4.067063571688795,Todd Helton,432,115732,509,163,96,45,2,106,22,80,9,1,1,14,0,1.325,0.979181139,3.342232464142114,-5.199999630451202,0.3000000119209289,,0.3278837677789852,121.79957178510534,46.77796188272345,3.828377962112427,-8.498062133789062,12.32643985748291,44.14799880981445,4.190977573394775,0.930156409740448,1.5615999698638916,1,4.256720542907715,-0.1408773126485138,1229.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2283339947462082,-3.289530038833618,3.2960269451141357,-0.2218429949134588,-0.1685438119456119,0.0,,,1B,2005,4.63,272,67,,,,,,,,,,,,,,,
David DeJesus,KCR,122,523,9,69,56,5,0.080305927,0.145315487,0.151843818,0.329842931,0.292841648,0.359073359,0.444685466,0.3502331633171214,,112.07749504460116,4.9035523609491065,12.616556546827812,9.506526350975037,3.989642425954905,David DeJesus,1825,430203,461,135,89,31,6,42,1,76,9,6,5,6,5,0.552631578,0.803758825,4.958553043997932,4.699999809265137,1.5,,-1.2964474483160302,73.22271150263497,10.544912814223242,0.9029539227485656,-7.895449638366699,8.7984037399292,13.913599967956545,1.4077080488204956,0.9138386249542236,2.7553999423980713,2,0.9250606298446656,0.0630284026076416,1005.1,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,10.0,3.982419967651367,0.0,3.4751100540161133,0.325184017419815,7.782710075378418,9.779285681875129,0.0,,,CF,2005,4.42,205,46,,,,,,,,,,,,,,,
Richie Sexson,SEA,156,656,39,99,121,1,0.135670731,0.25457317,0.277777777,0.304225352,0.26344086,0.368902439,0.541218637,0.3874928489601685,,143.58209512722487,-0.8525064245332032,34.058064709922526,-16.51451587677002,3.980736038788959,Richie Sexson,709,122027,558,147,71,36,1,89,4,167,6,3,0,14,1,0.532934131,0.910121076,2.3947019756221293,-0.5000000074505806,0.1000000014901161,,-0.4525064185727387,112.08219352997118,33.46529880798631,2.9095499515533447,-12.213693618774414,15.123244285583496,43.68600082397461,4.433741569519043,1.0616371631622314,,0,3.212613105773926,-0.4719875394204909,1302.0,0.0,0.0,0.0,0.0,0.0,2.0,-11.0,0.0,-9.0,0.0,-0.5321009755134583,-5.157780170440674,0.8780439794063568,-4.811840832233429,-4.875375277070857,0.0,,,1B,2005,3.91,302,76,,,,,,,,,,,,,,,
Chad Tracy,ARI,145,553,27,73,72,3,0.063291139,0.141048824,0.244532803,0.316831683,0.308151093,0.358695652,0.552683896,0.385217491401373,,129.68853688845883,3.3950060423230752,24.012212101550663,-3.0382561683654785,3.909559312210003,Chad Tracy,1888,429710,503,155,90,34,4,35,4,78,8,6,1,10,1,0.448717948,0.911379548,3.7856135842388503,3.000000089406967,0.4000000059604645,,-0.0049940530443564,93.44204551709711,27.16896200908244,2.0744659900665283,-9.560192108154297,11.634657859802246,17.871999740600586,1.7879911661148071,1.0176540613174438,1.4053800106048584,20,2.4094927310943604,-0.3710141665997155,1068.4,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,0.0,6.0,-0.2528759017586708,-0.1145260035991668,4.417539119720459,0.758550403639674,4.808683089911938,-24.212750842536668,0.0,,,1B,2005,3.64,278,65,,,,,,,,,,,,,,,
Jimmy Rollins,PHI,158,732,12,115,54,41,0.06420765,0.096994535,0.141802068,0.308724832,0.289512555,0.338356164,0.431314623,0.3319251219486596,,97.0380501119093,10.328137854812669,7.605407252400003,7.44450443983078,3.900078885145771,Jimmy Rollins,971,276519,677,196,135,38,11,47,8,71,4,2,2,9,6,0.66197183,0.769670787,7.997232737542474,4.300000071525574,0.6000000238418579,,5.428137759445235,91.38707736572698,3.662127767414607,-0.1750705242156982,-12.345403671264648,12.170333862304688,4.562499046325684,0.436881422996521,0.9500866532325744,,0,-0.1736150979995727,-0.0106528565286151,1356.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,18.0,0.0,-0.604623019695282,-2.3012900352478027,3.375099003314972,0.4691969752311706,0.4396000441971358,0.0,,,SS,2005,4.88,292,61,,,,,,,,,,,,,,,
Kenny Lofton,PHI,110,406,2,67,36,22,0.078817733,0.100985221,0.084468665,0.37345679,0.335149863,0.391521197,0.419618528,0.3587865874283296,,114.7495519853449,6.450719071435742,13.970769405812796,11.367000579833984,3.8670825699791793,Kenny Lofton,246,117863,367,123,101,15,5,32,2,41,2,0,5,3,3,0.780487804,0.811139725,7.36910572850322,1.600000023841858,1.899999976158142,,2.950719071435742,59.717566775722275,11.061378883762126,0.483736127614975,-7.052016735076904,7.535751819610596,25.19260025024414,2.4965782165527344,1.0661121606826782,2.220893383026123,15,1.3969933986663818,-0.943254903360956,741.0,0.0,0.0,0.0,0.0,7.0,1.0,-2.0,0.0,6.0,3.071160078048706,0.0,8.297869682312012,-1.1645824536681175,10.204449892044067,20.36098677937577,0.0,,,CF,2005,3.55,154,22,,,,,,,,,,,,,,,
Bobby Abreu,PHI,162,719,24,104,102,31,0.162726008,0.186369958,0.18877551,0.328767123,0.285714285,0.404728789,0.474489795,0.3789026156406511,,128.01335070244275,4.1185141580644995,29.41206683487427,-14.509582042694092,3.842834926960375,Bobby Abreu,945,110029,588,168,106,37,1,117,15,134,6,8,0,7,9,0.873134328,0.879218584,4.878018224331312,-1.100000023841858,3.0999999046325684,,2.118514277273789,117.73201159633491,31.56501875318383,3.997178077697754,-10.846996307373049,14.8441743850708,51.7859992980957,5.268723964691162,0.9940640926361084,3.3459999561309814,1,4.125599384307861,-0.1045527462607722,1364.0,0.0,0.0,0.0,0.0,2.0,-3.0,-8.0,0.0,-9.0,0.7970319986343384,0.0,-9.021470069885254,1.055396020412445,-7.169048190116882,-7.859336461479458,0.0,,,RF,2005,3.56,279,62,,,,,,,,,,,,,,,
Luis Castillo,FLA,122,524,4,72,30,10,0.124045801,0.061068702,0.072892938,0.316831683,0.300683371,0.391304347,0.373576309,0.3461540322492618,,111.76635161567698,0.9103134110337124,8.652952117507327,12.14595901966095,3.797288518195763,Luis Castillo,513,112116,439,132,112,12,4,65,1,32,1,1,18,11,7,2.03125,0.764880656,4.6639256232412905,1.899999901652336,0.2000000029802322,,-1.189686493598856,71.59285014799049,8.79520863225868,0.5526161193847656,-7.621764183044434,8.1743803024292,3.083099842071533,0.3474427163600921,0.9233755469322203,1.3945999145507812,2,0.4421888589859009,0.1562849918982291,1012.1,0.0,0.0,0.0,-2.0,0.0,2.0,7.0,0.0,7.0,0.0,2.0297000408172607,5.889699935913086,2.4907330721616745,10.410139799118042,13.634068094223384,0.0,,,2B,2005,3.59,164,20,,,,,,,,,,,,,,,
Bobby Crosby,OAK,84,371,9,66,38,0,0.094339622,0.14555256,0.18018018,0.306273062,0.276276276,0.345945945,0.456456456,0.3490998329343022,,116.53812137875984,3.7704209329094738,11.262547317490991,13.960922479629517,3.785871448403701,Bobby Crosby,1818,425853,333,92,54,25,4,35,0,54,1,1,1,10,0,0.648148148,0.802402401,4.28692493375,3.7000000923871994,0.2000000029802322,,-0.1295791624579578,51.59376895597119,7.132080020214511,-0.2622337937355041,-6.9497456550598145,6.687511920928955,5.76200008392334,0.5208717584609985,1.0492910146713257,,0,0.9442747235298156,-1.1941899425385716,743.1,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,9.0,0.0,0.1181939989328384,8.059769630432129,1.95927894115448,10.1371940523386,18.520146729039425,0.0,,,SS,2005,3.67,152,38,,,,,,,,,,,,,,,
Paul Konerko,CHW,158,664,40,98,100,0,0.121987951,0.164156626,0.250434783,0.286713286,0.28347826,0.375,0.533913043,0.3859382300931014,,136.4033886633222,-3.0519594348734245,26.463863888221653,-11.326924204826357,3.766473034196679,Paul Konerko,242,117244,575,163,99,24,0,81,10,109,5,3,0,9,0,0.743119266,0.908913043,1.29481792125,-3.599999964237213,0.800000011920929,,-0.2519594825571403,112.59431042131207,33.01867308076643,1.5427697896957395,-11.384526252746582,12.927295684814451,17.579999923706055,1.7168002128601074,0.989682137966156,2.7934000492095947,2,2.455271005630493,-0.8964171772020997,1272.2,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,0.0,0.3015350103378296,-1.2838900089263916,1.7547869384288788,0.7724409997463226,0.9210129421796396,0.0,,,1B,2005,4.04,307,64,,,,,,,,,,,,,,,
Aaron Rowand,CHW,157,640,13,77,69,16,0.05,0.18125,0.136678201,0.315673289,0.269896193,0.329133858,0.406574394,0.3221193651987027,,93.12753567070462,1.576196911977604,-3.794584517291245,19.70514154434204,3.7627885642707306,Aaron Rowand,254,400023,578,156,108,30,5,32,3,116,21,4,5,17,5,0.275862068,0.735708252,5.916287958961233,1.7999999523162842,-1.100000023841858,,0.8761969835031778,74.70486878588008,-1.9945406989832049,0.4097604751586914,-11.170384407043455,11.580143928527832,-1.121999979019165,-0.1429629772901535,0.9987200498580932,1.7268500328063965,4,-0.7468087077140808,1.1570943280106931,1367.2,0.0,0.0,0.0,0.0,-3.0,-1.0,19.0,0.0,15.0,1.230730056762695,0.0,15.200499534606934,0.928813185542822,17.360029220581055,19.254823024867296,0.0,,,CF,2005,3.71,235,48,,,,,,,,,,,,,,,
Trot Nixon,BOS,124,470,13,64,67,2,0.112765957,0.125531914,0.171568628,0.289473684,0.274509803,0.357446808,0.446078431,0.3487515928147947,,110.06346909652537,0.3050843232776969,6.080597585221168,15.547186851501465,3.760502258315076,Trot Nixon,204,119811,408,112,69,29,1,53,3,59,3,6,0,7,1,0.898305084,0.803525239,3.0959348317291453,-1.399999976158142,1.899999976158142,,-0.194915676722303,65.22585383096279,8.899724990516317,1.0575799942016602,-7.507822036743164,8.565402030944824,11.995000839233398,1.2228021621704102,0.9825586080551147,1.2163383960723877,13,0.376605212688446,0.6997478776325918,935.1,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,14.0,3.880620002746582,0.0,15.169699668884276,1.5243630409240725,20.574620246887207,27.3701457431973,0.0,,,RF,2005,3.36,182,43,,,,,,,,,,,,,,,
Jose Guillen,WSN,148,611,24,81,76,1,0.050736497,0.166939443,0.196007259,0.304147465,0.283121597,0.337704918,0.479128856,0.3482687045012089,,113.93029665263552,0.276288938941434,10.964806135066208,6.1172943115234375,3.708687367677975,Jose Guillen,57,115229,551,156,98,32,2,31,6,102,19,9,1,14,1,0.303921568,0.816833774,2.9763841116965493,0.0,0.699999988079071,,-0.423711049137637,84.54930659944412,11.32533910686372,2.441565990447998,-10.737298011779783,13.178863525390623,17.996000289916992,1.8157477378845217,1.0990331172943115,3.6293749809265137,8,2.2283315658569336,-0.0067734052995498,1206.2,0.0,0.0,0.0,0.0,3.0,-1.0,9.0,0.0,11.0,3.067602917551994,0.0,9.758996307849884,-0.2861118004657328,12.540493205189705,47.33399920007015,0.0,,,RF,2005,3.62,264,58,,,,,,,,,,,,,,,
Cliff Floyd,NYM,150,626,34,85,98,12,0.100638977,0.15654952,0.232727273,0.276190476,0.272727272,0.357827476,0.505454545,0.3660098251082963,,124.09741596336092,3.741187458275818,22.6847079727294,-6.13724946975708,3.704060571345008,Cliff Floyd,518,114260,550,150,92,22,2,63,13,98,11,2,0,5,2,0.642857142,0.863282021,4.5301606961737075,0.0999999046325683,2.299999952316284,,1.3411876013269648,95.82094260879867,20.79933270641678,2.279567003250122,-10.467840194702148,12.747407913208008,36.94499969482422,3.873487710952759,1.0224682092666626,2.425300121307373,2,3.3211822509765625,-1.0917075518217798,1263.2,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,12.0,9.44499969482422,0.0,-10.057900428771973,0.97604101896286,0.3631095886230469,0.5227099578072334,0.0,,,LF,2005,4.68,278,58,,,,,,,,,,,,,,,
Jeff Kent,LAD,149,637,29,100,105,6,0.113029827,0.13343799,0.222423146,0.29571106,0.289330922,0.376766091,0.511754068,0.3799166118397432,,132.6985542521383,-5.378969175159,20.77778605402624,-5.346507668495178,3.628048561290456,Jeff Kent,1119,116999,553,160,95,36,0,72,8,85,8,4,0,19,2,0.847058823,0.888520159,3.3186634187510724,-4.600000023841858,-0.8999999761581421,,0.1210308248410001,104.83982690955224,28.49994590664925,2.4838054180145264,-11.712770462036133,14.196576118469238,34.89899826049805,3.4003162384033203,1.13646399974823,2.0940001010894775,1,2.3742527961730957,-0.1886970561190475,1290.3,0.0,0.0,0.0,-3.0,0.0,-1.0,-3.0,0.0,-7.0,0.0,-0.022024005651474,-4.352260112762451,-2.3491102755069733,-6.723399192094803,1.1461846608802224,0.0,,,2B,2005,3.76,283,65,,,,,,,,,,,,,,,
Ichiro Suzuki,SEA,162,739,15,111,68,33,0.064952638,0.089309878,0.132547864,0.316225165,0.303387334,0.350067842,0.435935198,0.3313998453924301,,105.54518268247104,8.076652342570014,13.0805141464541,-2.452448844909668,3.568253993389808,Ichiro Suzuki,1101,400085,679,206,158,21,12,48,23,66,4,6,2,5,8,0.727272727,0.78600304,7.42624784780298,2.700000286102295,2.4000000953674316,,2.9766519611002877,91.9395766671248,3.3757272775717335,1.190899133682251,-12.11077117919922,13.301671981811523,15.236299514770508,1.5631285905838013,1.0134810209274292,1.2960000038146973,1,0.5306150913238525,0.6444430588450256,1388.1,0.0,0.0,0.0,0.0,-5.0,6.0,6.0,0.0,7.0,-0.6175810098648071,0.0,3.2687299251556396,2.362092971801758,5.013238787651062,4.215101296349523,0.0,,,RF,2005,3.9,296,48,,,,,,,,,,,,,,,
Jason Michaels,PHI,105,343,4,54,31,3,0.128279883,0.131195335,0.110726644,0.344262295,0.304498269,0.398826979,0.415224913,0.3622293417944627,,117.01958265257322,0.9795143365627156,8.31044161382777,16.078202933073044,3.566134903216209,Jason Michaels,1399,346859,289,88,66,16,2,44,1,45,4,4,2,3,3,0.977777777,0.814051892,4.2576194063396,0.5,1.2999999523162842,,-0.8204856157535687,51.42882909840153,10.322739327607614,-0.6959136128425598,-5.217782020568848,4.521867752075195,2.9801998138427734,0.3285058140754699,0.8654558658599854,1.023337483406067,32,0.5598849654197693,-1.3639856021992602,635.1,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,11.0,4.531582921743393,0.0,11.281046748161316,-0.1425177119672299,15.670109629631042,125.8218411450975,0.0,,,CF,2005,2.66,120,22,,,,,,,,,,,,,,,
Jason Varitek,BOS,133,539,22,70,70,2,0.115027829,0.217068645,0.208510639,0.329341317,0.280851063,0.366171003,0.489361702,0.3691500211430487,,123.89573306854484,-2.103007539291866,13.624291105858552,3.336419105529785,3.5261006401898136,Jason Varitek,217,123660,470,132,79,30,1,62,3,117,3,3,1,10,0,0.529914529,0.855532705,2.8768313841851647,-3.700000166893006,1.399999976158142,,0.1969926514429971,83.90545517004703,19.310171244513747,1.9487159252166748,-8.552248001098633,10.500964164733888,23.100000381469727,2.3078420162200928,0.9717813730239868,1.6731666326522827,6,2.0149638652801514,-0.0096610478854675,1089.0,0.0,-10.0,-6.0,0.0,0.0,4.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,3.91,230,53,,,,,,,,,,,,,,,
Orlando Cabrera,LAA,141,587,8,70,57,21,0.064735945,0.085178875,0.107407407,0.270661157,0.257407407,0.308747855,0.364814814,0.2953952486033266,,79.69689652330639,3.7642239475389943,-10.788541828609832,25.98098611831665,3.5113029379761413,Orlando Cabrera,766,111851,540,139,100,28,3,38,4,50,3,2,4,10,2,0.76,0.673562669,6.135365608404221,0.4000000208616256,0.2000000029802322,,3.1642239236971363,55.52915308929345,-14.81858654760459,-0.947242021560669,-10.468392372131348,9.52114963531494,-9.475000381469728,-1.004147171974182,1.0186792612075806,,0,-1.309314846992493,0.3794421602375147,1240.2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,-0.2590590119361877,13.862700462341309,5.995335102081299,19.59894078969955,24.123401708628176,0.0,,,SS,2005,2.0,197,39,,,,,,,,,,,,,,,
Bill Mueller,BOS,150,590,10,69,62,0,0.1,0.125423728,0.13487476,0.324263038,0.294797687,0.369491525,0.429672447,0.3502268535315077,,111.06384987747307,-4.941880912519991,3.0289444895085733,11.570964574813845,3.462037701448302,Bill Mueller,295,119482,519,153,106,34,3,59,3,74,6,6,0,22,0,0.797297297,0.799163972,2.34335218375,-2.499999761581421,-2.200000047683716,,-0.2418811032548546,82.59997632909537,11.89270821023703,0.4070087671279907,-9.22858428955078,9.635591506958008,3.7741000652313232,0.3069299757480621,0.9557242393493652,1.6182399988174438,5,0.3055714070796966,0.1202928227582666,1252.1,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.1399089992046356,4.264572203159332,5.019183684140444,9.42362293601036,-11.812429455995517,0.0,,,3B,2005,3.21,223,47,,,,,,,,,,,,,,,
Bill Hall,MIL,146,546,17,69,62,18,0.071428571,0.188644688,0.203592815,0.3359375,0.291417165,0.341911764,0.49500998,0.3581120800708053,,115.86786001482348,2.4087647253181785,13.288714442052768,3.2644206881523132,3.443344317547535,Bill Hall,1605,407849,501,146,84,39,6,39,2,103,1,3,2,11,6,0.378640776,0.836921744,6.050024509484665,1.399999998509884,0.1000000014901161,,0.9087647253181784,80.00488661031693,14.570702893542943,0.3149780929088592,-10.43327808380127,10.748255729675291,3.602800130844116,0.3440607190132141,1.024539351463318,1.7093125581741333,16,0.4803145229816437,-0.1728806577435874,1120.2,0.0,0.0,0.0,-3.0,0.0,0.0,5.0,0.0,2.0,0.0,-1.9553459510207176,3.5473430156707764,-1.9649700224399567,-0.37297897785902034,-7.657593158265796,0.0,,,SS,2005,3.68,248,62,,,,,,,,,,,,,,,
