Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,PB,WP,FP,TZ,Pos,Year,bWAR,TB,XBH,BatSpd,Squared-Up%,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,FRV,OAA,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,DRS
Rafael Palmeiro,BAL,143,624,39,89,104,3,0.099358974,0.104166666,0.272563176,0.292307692,0.310469314,0.379807692,0.58303249,0.410173692880424,,144.27887143453728,0.0100039975950494,36.092994523716705,0.5089168548583984,5.647479706249907,Rafael Palmeiro,1266,120191,554,172,101,30,2,62,5,65,3,5,0,12,1,0.953846153,0.962840182,2.999801804011442,,,,0.0100039975950494,118.00177872077802,40.130709289473096,2.8622076511383057,-9.704833984375,12.567042350769045,35.85100173950195,3.455158948898315,0.950061559677124,0.1951999962329864,1,4.4530863761901855,-1.4404314361134398,142.0,1238.0,1181.0,119.0,4.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99693252,9.0,1B,1995,5.54,323,71,,,,,,,,,,,,,,,,,,
Frank Thomas,CHW,145,647,40,102,111,3,0.210200927,0.114374034,0.298174442,0.286445012,0.30831643,0.454404945,0.606490872,0.4411303049923918,,168.08395599043368,-0.461994461948052,57.064837048293946,-23.13054084777832,5.399264163444161,Frank Thomas,255,123245,493,152,85,27,0,136,29,74,6,12,0,14,2,1.837837837,1.060895817,1.959087278219492,,,,-0.461994461948052,139.06232547270872,58.3210082899294,4.727941513061523,-9.849027633666992,14.576970100402832,51.71500015258789,4.78549337387085,1.0285636186599731,1.7511999607086182,2,5.653992176055908,-1.0573474695076142,89.0,772.1,738.0,34.0,7.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99101412,-12.0,1B,1995,5.3,299,67,,,,,,,,,,,,,,,,,,
Jim Edmonds,CAL,141,620,33,120,107,1,0.082258064,0.209677419,0.245519713,0.3225,0.29032258,0.352180936,0.535842293,0.3803284914512944,,124.49877264620211,-1.6870422420324758,18.149108879368825,15.04103136062622,5.316420639541293,Jim Edmonds,1153,113744,558,162,95,30,4,51,4,130,5,5,1,10,4,0.392307692,0.888023229,4.306755837050392,,,,-1.6870422420324758,101.80653673245858,24.434640823149195,0.7845147252082825,-9.694186210632324,10.478699684143066,20.298999786376953,1.847667574882507,0.9032620191574096,1.8630000352859497,3,1.4901480674743652,-0.6216130149985601,136.0,1190.1,402.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99756691,13.0,CF,1995,5.57,299,67,,,,,,,,,,,,,,,,,,
Barry Larkin,CIN,131,567,15,98,66,51,0.107583774,0.086419753,0.173387096,0.327981651,0.318548387,0.393617021,0.491935483,0.3887466140277021,,135.55218746543343,7.854281751671806,33.34580340796877,1.7325305938720703,5.262589601006331,Barry Larkin,335,117501,496,158,108,29,6,61,2,49,3,4,3,6,5,1.244897959,0.885552504,8.02263790327794,,,,7.854281751671806,97.08613211639953,26.3282853735311,3.956845998764038,-8.197285652160645,12.154131889343262,44.19709777832031,4.498579502105713,0.970453917980194,,0,4.067144870758057,0.0101698017401723,131.0,1090.2,192.0,341.0,11.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97977941,-5.0,SS,1995,5.93,244,50,,,,,,,,,,,,,,,,,,
Sammy Sosa,CHC,144,629,36,89,119,34,0.092209856,0.213036565,0.232269504,0.29040404,0.267730496,0.340222575,0.5,0.3591085676236445,,114.90950285862182,3.602589318412356,15.461920091548668,16.446503162384033,5.249797537909612,Sammy Sosa,302,122544,564,151,95,17,3,58,11,134,5,2,0,8,7,0.43283582,0.840222575,5.9807211662673,,,,3.602589318412356,92.1480362860176,13.652999952218227,0.4112698137760162,-11.900945663452148,12.312215805053713,30.0939998626709,2.959216833114624,1.0686646699905396,2.084199905395508,2,1.3581563234329224,-0.9733117362345292,142.0,1274.0,318.0,13.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9622093,23.0,RF,1995,5.34,282,56,,,,,,,,,,,,,,,,,,
Mo Vaughn,BOS,140,636,39,98,126,11,0.106918238,0.235849056,0.274545454,0.345205479,0.3,0.388364779,0.574545454,0.4062283472406267,,139.28529754831808,0.3005870766937732,32.92994695765929,-2.6225643157958984,5.068329331973882,Mo Vaughn,899,123678,550,165,95,28,3,68,17,150,14,4,0,17,4,0.453333333,0.962910233,4.771540613923566,,,,0.3005870766937732,118.17746118692712,38.80887118963556,0.8962618112564087,-10.89775562286377,11.794017791748049,36.36600112915039,3.4618029594421387,0.9533900618553162,,0,2.1317296028137207,-1.1916507755682748,138.0,1225.2,1262.0,95.0,11.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99195906,6.0,1B,1995,4.32,316,70,,,,,,,,,,,,,,,,,,
Mark McGwire,OAK,104,422,39,75,90,1,0.208530805,0.182464454,0.410094637,0.231884057,0.274447949,0.440758293,0.684542586,0.4658632973115221,,183.3165307043401,-0.3595450272550806,45.55655782593969,-8.256289005279541,5.008806595572967,Mark McGwire,1008559,118743,317,87,35,13,0,88,5,77,11,6,0,9,1,1.142857142,1.125300879,1.7308516169037054,,,,-0.3595450272550806,99.41053892351776,46.747732352987825,5.5902276039123535,-6.335293769836426,11.925521850585938,49.345001220703125,4.6464691162109375,1.0984071493148804,3.4524500370025635,4,4.826642990112305,0.2627517824901844,88.0,754.2,775.0,64.0,12.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98589894,-2.0,1B,1995,5.47,217,52,,,,,,,,,,,,,,,,,,
Robin Ventura,CHW,135,577,26,79,93,4,0.129982668,0.16984402,0.203252032,0.316489361,0.294715447,0.383680555,0.497967479,0.3794531593280555,,128.6790056272849,-0.664526617852971,20.945798154879668,8.203699767589569,4.766371758957166,Robin Ventura,854,123697,492,145,97,22,0,75,11,98,1,8,1,8,3,0.765306122,0.881648034,2.3099412458547777,,,,-0.664526617852971,94.32435880108396,22.31857825322666,0.7530757188796997,-10.72830581665039,11.481382369995115,22.840999603271484,2.0894100666046143,1.091269850730896,2.501199960708618,6,2.3549435138702393,-1.6648523156434076,128.0,1123.1,201.0,216.0,19.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92963668,8.0,3B,1995,4.7,245,48,,,,,,,,,,,,,,,,,,
Mark Grace,CHC,143,627,16,97,92,6,0.103668261,0.073365231,0.190217391,0.329979879,0.326086956,0.39456869,0.516304347,0.392900560045165,,137.2049062333503,0.1665533417835831,29.666017641748887,-2.6968441009521484,4.711132691800417,Mark Grace,56,115007,552,180,110,51,3,65,9,46,2,7,1,10,2,1.413043478,0.910873037,4.331672455124903,,,,0.1665533417835831,109.5328798112158,31.28743023841421,4.61288595199585,-9.221786499023438,13.834671974182127,40.85100173950195,4.168504238128662,1.007693886756897,,0,3.9830398559570312,0.5946260529249727,142.0,1268.0,1211.0,114.0,7.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99474474,6.0,1B,1995,5.04,285,70,,,,,,,,,,,,,,,,,,
Larry Walker,COL,131,562,36,96,101,16,0.087188612,0.128113879,0.301619433,0.294117647,0.305668016,0.380782918,0.607287449,0.4137769879973434,,129.15770350031454,1.7668759921798485,22.489082873761816,5.366159439086914,4.597058719799451,Larry Walker,455,123833,494,151,79,31,5,49,13,72,14,5,0,13,3,0.680555555,0.988070367,6.217628020109737,,,,1.7668759921798485,107.96684362584276,37.83296378546876,1.573503494262695,-10.044241905212402,11.617746353149414,26.051000595092773,2.4023611545562744,1.0249574184417725,2.4560000896453857,2,2.935943126678467,-1.400753990084998,128.0,1103.1999999999998,226.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9875518699999999,11.0,RF,1995,4.66,300,72,,,,,,,,,,,,,,,,,,
Jeff Bagwell,HOU,114,539,21,88,87,12,0.146567717,0.189239332,0.205357143,0.329305135,0.290178571,0.398886827,0.495535714,0.3865453808990782,,139.54303027538896,0.0704587191576138,27.023333069258825,0.8098087310791016,4.509123726149915,Jeff Bagwell,547,110432,448,130,80,29,0,79,12,102,6,6,0,9,5,0.774509803,0.894422541,3.925205223594052,,,,0.0704587191576138,91.301829258651,24.038197169751385,4.702882289886475,-8.691120147705078,13.394001960754396,39.564998626708984,4.103445053100586,1.117056369781494,,0,3.202634572982788,1.0074325436895777,114.0,1048.1,1004.0,129.0,7.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99385965,8.0,1B,1995,4.85,222,50,,,,,,,,,,,,,,,,,,
Tino Martinez,SEA,141,593,31,92,111,0,0.104553119,0.153456998,0.258188825,0.300248138,0.292870905,0.368866328,0.55105973,0.3871859980540143,,129.8172035604861,-0.1275134833995252,22.9635000082301,2.691221237182617,4.490605182885014,Tino Martinez,1168,118362,519,152,83,35,3,62,15,91,4,6,2,10,0,0.681318681,0.919926058,2.60119047125,,,,-0.1275134833995252,100.76590889739896,26.76343426155951,2.0045320987701416,-11.426444053649902,13.430975914001465,23.711999893188477,2.1651089191436768,1.1382449865341189,1.3962666988372805,3,1.8406611680984497,-0.0795885321681035,136.0,1195.2,1048.0,101.0,8.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99308557,11.0,1B,1995,4.47,286,69,,,,,,,,,,,,,,,,,,
Matt Williams,SFG,76,318,23,53,65,2,0.094339622,0.182389937,0.310954064,0.351219512,0.335689045,0.399371069,0.646643109,0.4367239802114425,,170.31934605109683,0.3257757395040244,28.603751476378864,6.660836040973663,4.489166165017367,Matt Williams,77,124326,283,95,54,17,1,30,8,58,2,3,0,8,0,0.517241379,1.046014178,3.657926382882674,,,,0.3257757395040244,67.17992584289958,27.4956308442538,2.816822290420532,-5.091383934020996,7.908205986022949,29.191999435424805,2.9606170654296875,1.0162283182144165,2.1819000244140625,2,2.5584986209869385,0.2133413680520246,74.0,642.1,49.0,178.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95780591,6.0,3B,1995,4.63,183,41,,,,,,,,,,,,,,,,,,
Eric Karros,LAD,143,620,32,83,105,4,0.098387096,0.18548387,0.237749546,0.323529411,0.297640653,0.369354838,0.535390199,0.3895908761527631,,143.1006479010482,-1.1003645373275504,32.69225528486379,-7.722016334533691,4.478531077712292,Eric Karros,659,116852,551,164,100,29,3,61,4,115,4,4,0,14,4,0.530434782,0.904745037,3.1530818792415287,,,,-1.1003645373275504,106.59793656842622,29.226040659116848,4.707533836364746,-10.928473472595217,15.636008262634276,34.29100036621094,3.504106044769287,1.085262417793274,,0,3.483262777328491,0.8544289727800622,143.0,1271.2,1234.0,109.0,7.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99481481,1.0,1B,1995,3.85,295,64,,,,,,,,,,,,,,,,,,
Brian Jordan,STL,131,525,22,83,81,24,0.041904761,0.15047619,0.191836735,0.314578005,0.295918367,0.339047619,0.487755102,0.3578441105282466,,117.10700752031484,0.74709053337574,12.104511515702775,15.133172512054443,4.4429171538109715,Brian Jordan,658,116747,490,145,99,20,4,22,4,79,11,2,0,5,9,0.278481012,0.826802721,6.521983994188783,,,,0.74709053337574,76.35823853453593,10.84171377262073,2.5254180431365967,-9.843000411987305,12.368417739868164,28.49099922180176,3.007580518722534,1.1039856672286987,1.472333312034607,6,1.31640887260437,0.9711371690721272,122.0,1071.4,265.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99595142,20.0,RF,1995,5.15,239,46,,,,,,,,,,,,,,,,,,
Ray Lankford,STL,132,553,25,81,82,24,0.11392405,0.198915009,0.236024844,0.308781869,0.277432712,0.359855334,0.513457556,0.3749719976942979,,128.40770706358157,1.1810252665309235,21.04689971793419,3.91357958316803,4.2584309817605375,Ray Lankford,1044,117484,483,134,72,35,2,63,6,110,2,5,0,10,8,0.572727272,0.87331289,5.379028776744764,,,,1.1810252665309235,88.3334022730633,19.32266285717929,3.4626166820526123,-10.123072624206545,13.585687637329102,24.05299949645996,2.599256753921509,1.0940626859664917,2.5079500675201416,4,2.623035430908203,0.5418807356583835,128.0,1116.0,299.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99029126,2.0,CF,1995,3.81,248,62,,,,,,,,,,,,,,,,,,
Tim Naehring,BOS,126,520,10,61,57,0,0.148076923,0.126923076,0.140877598,0.342618384,0.307159353,0.414728682,0.448036951,0.3854733350925483,,126.0251147906311,-1.0353498624172062,16.637939526855437,8.000688672065735,4.1368798852244,Tim Naehring,1009433,119634,433,133,94,27,2,77,5,66,4,2,4,16,2,1.166666666,0.862765633,2.1049914717373004,,,,-1.0353498624172062,87.61827787842364,22.725720019002868,0.6286577582359314,-8.634861946105957,9.263520240783691,11.112000465393066,1.0403437614440918,0.9784942865371704,2.4549999237060547,2,1.1376506090164185,-0.4951759754028574,123.0,1077.2,85.0,244.0,16.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95362319,7.0,3B,1995,4.19,194,39,,,,,,,,,,,,,,,,,,
Cal Ripken Jr.,BAL,144,613,17,71,88,0,0.084828711,0.09624796,0.16,0.263485477,0.261818181,0.323529411,0.421818181,0.3245379368070722,,89.56698940702039,-0.5700125549919903,-8.92203233667426,29.71604871749878,4.1211336647480845,Cal Ripken Jr.,1010978,121222,550,144,92,33,2,52,6,59,2,8,1,15,1,0.881355932,0.745347592,2.3080938943452383,,,,-0.5700125549919903,72.12268721082471,-4.375655034992472,-1.4380956888198853,-11.452730178833008,10.014634132385254,-2.059000015258789,-0.2479078620672226,1.0131925344467163,,0,-1.1184366941452026,-0.3009338992289381,144.0,1250.0,206.0,409.0,7.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98874598,22.0,SS,1995,3.93,232,52,,,,,,,,,,,,,,,,,,
Raul Mondesi,LAD,139,580,26,91,88,27,0.056896551,0.165517241,0.210820895,0.301662707,0.285447761,0.327586206,0.496268656,0.3527793823223975,,118.81302693047628,3.5281833260087296,17.326720406717442,4.337221145629883,4.050896477406639,Raul Mondesi,1314,119247,536,153,98,23,6,33,4,96,4,7,0,7,4,0.34375,0.823854862,7.359929106344736,,,,3.5281833260087296,81.9067366175091,9.526575928155156,1.1492762565612793,-10.3405122756958,11.489788055419922,26.961000442504883,2.9317636489868164,1.0413068532943726,4.342800140380859,1,2.932006359100342,-1.8283199165062831,137.0,1204.2,281.0,16.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9502057599999998,9.0,RF,1995,4.79,266,55,,,,,,,,,,,,,,,,,,
Wade Boggs,NYY,126,541,5,76,63,1,0.136783733,0.092421441,0.097826087,0.349514563,0.323913043,0.41219963,0.42173913,0.3737300849005358,,124.62550705266032,-0.4147374305175617,16.983443308790257,5.55955570936203,3.997433707487703,Wade Boggs,1001124,111153,460,149,118,22,4,74,5,50,0,7,0,13,1,1.48,0.83393876,3.2538527134871895,,,,-0.4147374305175617,85.8560051259641,18.34278627606672,0.6950281262397766,-8.798565864562988,9.4935941696167,16.047100067138672,1.501729965209961,0.9882083535194396,2.500657081604004,14,1.4683871269226074,-0.7650656828521548,111.0,993.2,114.0,198.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98127341,5.0,3B,1995,4.19,194,31,,,,,,,,,,,,,,,,,,
Kenny Lofton,CLE,118,529,7,93,53,54,0.075614366,0.092627599,0.143451144,0.3317757,0.309771309,0.361904761,0.453222453,0.3551275735875315,,108.8263839956083,4.113031242741272,10.210644577111884,10.45404601097107,3.788280185190162,Kenny Lofton,246,117863,481,149,107,22,13,40,6,49,1,3,4,6,15,0.81632653,0.815127214,9.04285898285393,,,,4.113031242741272,75.74101555318927,9.725317269278523,2.1655094623565674,-8.63156795501709,10.797078132629396,23.859600067138672,2.295170545578003,0.9985049962997437,3.0311999320983887,1,0.6239780187606812,1.5447737354934334,113.0,974.0,244.0,11.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96958175,9.0,CF,1995,4.11,218,42,,,,,,,,,,,,,,,,,,
Tony Phillips,CAL,139,643,27,119,61,13,0.175738724,0.209953343,0.198095239,0.302197802,0.26095238,0.394080996,0.459047619,0.3788534317563914,,123.55637083051722,-1.9563105332199484,17.82434804073418,-1.26063072681427,3.741698964334938,Tony Phillips,1010300,120522,525,137,88,21,1,113,6,135,3,1,1,5,10,0.837037037,0.853128615,4.319640635736613,,,,-1.9563105332199484,104.79188107058287,24.54973740979912,1.0880335569381714,-9.701419830322266,10.789454460144045,16.315799713134766,1.5407277345657349,0.8766704797744751,1.93013334274292,3,1.521519660949707,-0.2804221425091753,134.0,1132.2,166.0,179.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91409901,0.0,3B,1995,4.36,241,49,,,,,,,,,,,,,,,,,,
Chris Hoiles,BAL,114,426,19,53,58,1,0.157276995,0.187793427,0.210227272,0.26953125,0.25,0.373239436,0.460227272,0.3677289529613287,,117.16132486727096,0.0848572306567803,9.632184353989429,13.330362796783447,3.6652228158858806,Chris Hoiles,1005935,116057,352,88,53,15,1,67,3,80,4,3,0,11,0,0.8375,0.833466708,2.6349658613412066,,,,0.0848572306567803,65.47265367929998,12.310673586774495,0.1013619378209114,-7.585001945495605,7.68636417388916,4.517999649047852,0.3788294792175293,0.9999857544898988,1.4706666469573977,6,1.2228193283081057,-1.1214559465141147,101.0,871.2,659.0,33.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,18.0,0.99568345,8.0,C,1995,3.32,162,35,,,,,,,,,,,,,,,,,,
