Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,TZ
Oliver Pérez,NYM,29,62,0,6,1,0,0.0,0.241935483,0.0,0.219512195,0.160714285,0.160714285,0.160714285,0.1439920727695737,,-23.240325425675525,-0.4620756253134459,-10.382497916666004,6.679015636444092,-0.161576782393756,Oliver Perez,1514,424144,56,9,9,0,0,0,0,15,0,0,6,0,1,0.0,0.32142857,3.690476189880952,,,,-0.4620756253134459,-2.066016903116511,-9.731911292269038,-0.8271259665489197,-1.2164820432662964,0.3893560171127319,-9.402999877929688,-0.942402958869934,0.8842213153839111,,0,-0.9038445353507996,-0.0315841318373446,0.2173913,0.72413793,0.5,1.0,0.9047619,0.07692308000000003,0.55769231,,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,9,0,,,,,,,,
Howie Clark,TOR,31,57,0,6,2,1,0.122807017,0.087719298,0.040816327,0.222222222,0.204081632,0.298245614,0.244897959,0.2489632644823619,,44.131039701283214,0.4548289789818227,-3.5389338997736592,-0.1034027934074401,-0.1629221597307911,Howie Clark,1533,408201,49,10,8,2,0,7,1,5,0,1,0,1,0,1.4,0.543143573,4.361880096202311,0.2000000104308128,0.1000000014901161,,0.1548289670608937,3.1213632393084447,-3.9263138603962977,-0.4650338590145111,-1.1943479776382446,0.7293139696121216,-5.838600158691406,-0.5718604326248169,1.1657936573028564,1.4676499366760254,12,-0.3246438801288605,-0.0742550640379818,0.21311475,0.54666667,0.39705882,0.92307692,0.95121951,0.05555555999999995,0.55147059,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.2647620141506195,-0.12436210364103328,0.6698080133646724,0.28068503737449646,57.9390250146389,0.0,,,3B,2007,12,2,,,,,,,,
Lance Niekro,SFG,11,18,0,0,0,0,0.055555555,0.277777777,0.0,0.25,0.176470588,0.222222222,0.176470588,0.1888381010956234,,3.049648410411269,-0.0129060102626681,-2.2786327340115755,0.0053644627332687,-0.1637907846397506,Lance Niekro,1832,408067,17,3,3,0,0,1,0,5,0,0,0,1,0,0.2,0.39869281,0.14285714,0.1000000014901161,-0.1000000014901161,,-0.0129060102626681,0.0775516544993072,-2.1480305875127166,-0.3077739477157593,-0.4220339953899383,0.1142600029706955,-2.565999984741211,-0.2596498429775238,0.9334333539009094,0.746749997138977,8,-0.2641578614711761,-0.0655646049797405,0.25,0.77777778,0.52941176,0.5,0.57142857,0.44444444000000005,0.52941176,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818736031651496,0.1121052517555654,0.1939789950847625,9.698949754238129,0.0,,,1B,2007,3,0,,,,,,,,
Adam Melhuse,- - -,35,103,1,8,9,0,0.067961165,0.252427184,0.074468085,0.283582089,0.212765957,0.274509803,0.287234042,0.2565907450283275,,47.33699479461994,0.0257904350291937,-6.776884113290457,1.4890600144863129,-0.1681680375815991,Adam Melhuse,294,282597,94,20,15,4,0,7,0,26,1,0,1,3,0,0.269230769,0.561743845,1.2005494462500002,0.4000000059604645,-0.3000000119209289,,-0.0742095590103417,6.289336799093412,-6.445939363530947,-0.5547977387905121,-1.8892779648303983,1.3344799876213074,-6.366000294685364,-0.5915428400039673,0.9145443485333368,0.8758400239050388,5,-0.5976282276096754,-0.0090101925831193,0.28571429,0.66666667,0.49350649,0.66666667,0.79761905,0.23684211,0.54545455,,220.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.087353803217411,0.3761609941720962,0.473761543398723,0.9372768178582191,24.523842986673117,0.0,,,C,2007,27,5,,,,,,,,
Elijah Dukes,TBD,52,220,10,27,21,2,0.15,0.2,0.201086956,0.190839694,0.190217391,0.318181818,0.391304347,0.3171694584868171,,90.49751571407604,-1.2096060619223865,-3.8313886317312846,-5.52804434299469,-0.1704230307085835,Elijah Dukes,4946,452668,184,35,20,3,2,33,0,44,2,1,0,6,4,0.75,0.709486165,4.158551165010282,0.699999988079071,-0.4000000059604645,,-1.5096060440409929,24.63869333394057,-2.5628674017619475,-0.2699177861213684,-4.147357940673828,3.8774399757385254,-6.868499755859375,-0.6557681560516357,1.0007365942001345,1.152733325958252,3,-0.5692112445831299,0.2994921319957587,0.19607843,0.57142857,0.38647343,0.5,0.76666667,0.30000000000000004,0.50724638,,345.20000000000005,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,-3.0,1.0720019936561584,0.0,-6.612169176340103,0.4830856882035731,-5.057079017162323,41.94026619092097,0.0,,,CF,2007,72,15,,,,,,,,
Shawn Riggans,TBD,3,10,0,1,2,0,0.0,0.1,0.0,0.111111111,0.1,0.1,0.1,0.0895950675010681,,-61.77150164699235,-0.303226514486596,-2.3320247000600225,0.2314814776182174,-0.1711682873623917,Shawn Riggans,3393,457493,10,1,1,0,0,0,0,1,0,0,0,1,0,0.0,0.2,2.64285714,0.0999999940395355,-0.4000000059604645,,-0.003226502565667,-0.7896856444939054,-2.026120223389474,-0.2418880015611648,-0.2559719979763031,0.0140840001404285,-1.121999979019165,-0.1134025976061821,0.8947210311889648,,0,-0.1923820972442627,-0.0779680936300123,0.0,0.625,0.41666667,,0.8,0.19999999999999996,0.66666667,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2007,1,0,,,,,,,,
Bobby Kielty,- - -,33,101,1,10,12,0,0.07920792,0.257425742,0.068965517,0.28125,0.218390804,0.287128712,0.287356321,0.2610994978706435,,50.992659509463145,0.1193374388385564,-6.088199888766951,0.7841849327087402,-0.1764991396420075,Bobby Kielty,736,282878,87,19,15,3,0,8,0,26,2,4,0,4,0,0.307692307,0.574485033,1.6813186775,0.5000000149011612,-0.3000000119209289,,-0.0806625641416758,6.5593981550156855,-5.92859109182956,-1.0721119046211245,-2.310924172401428,1.2388120293617249,-7.191000461578369,-0.7025572657585144,1.1318173709424957,1.1179499626159668,4,-0.4943366050720215,-0.4529115395012918,0.21212121,0.58333333,0.43209877,0.42857143,0.76785714,0.30000000000000004,0.59259259,,192.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,-0.7848125845193863,0.0,2.3658880293369293,0.2850791755481621,1.866146370768547,35.03481888522705,0.0,,,RF,2007,25,4,,,,,,,,
Jarrod Saltalamacchia,- - -,93,329,11,39,33,0,0.057750759,0.227963525,0.155844156,0.31838565,0.266233766,0.310030395,0.422077922,0.3185269093004668,,87.54277191239956,-1.445214287377894,-6.633755061514977,-6.318160496652126,-0.1765531932559201,Jarrod Saltalamacchia,5557,457454,308,82,57,13,1,19,1,75,1,1,0,8,0,0.253333333,0.732108317,2.21230158375,-0.9000000804662704,-0.3000000119209289,,-0.2452141949906945,37.2269995932278,-3.451698052436415,-1.4407764077186584,-6.806298017501831,5.365522146224976,-12.031999588012695,-1.2031759321689606,1.0727648523834732,1.6640000343322754,11,-0.7485544383525848,-0.594495163354197,0.3107221,0.6550308,0.48834746,0.55633803,0.79623824,0.27765726999999996,0.51588983,,674.3,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-4.0,0.0,-0.0622222013771534,1.1684390008449554,-5.811331819742918,-4.705112058669329,-20.278707426041365,0.0,,,C,2007,130,25,,,,,,,,
Felipe Lopez,WSN,154,671,9,70,50,24,0.078986587,0.162444113,0.106135987,0.283095723,0.245439469,0.307807807,0.351575456,0.2939762149538312,,74.99974128025536,-3.6264802692458034,-25.40621855798024,1.4382472038269043,-0.176690585916918,Felipe Lopez,1311,150479,603,148,108,25,6,53,1,109,4,6,5,11,9,0.486238532,0.659383263,5.827589693789351,-3.399999976158142,-0.6000000238418579,,0.3735197307541966,62.08904253282738,-20.875717711065292,-1.5131603479385376,-12.140292167663574,10.627131462097168,-16.194398880004883,-1.7660928964614868,1.0215705633163452,0.7424666881561279,3,-1.997333288192749,0.5161234704134128,0.18897638,0.57142857,0.38461538,0.625,0.92105263,0.15000000000000002,0.51153846,,1300.1,0.0,0.0,0.0,2.0,0.0,-2.0,-15.0,0.0,-15.0,0.0,1.8594540357589722,-2.602902889251709,-3.2269688844680786,-3.970415949821472,1.7544382865281882,0.0,,,SS,2007,212,40,,,,,,,,
José Molina,- - -,69,202,1,18,19,2,0.024752475,0.212871287,0.083769634,0.324324324,0.256544502,0.274111675,0.340314136,0.2700963501397728,,58.286892007114545,-3.462097330018878,-14.029317355609766,5.220961809158325,-0.1774246049935196,Jose Molina,25,150040,191,49,35,13,0,5,0,43,0,1,5,4,1,0.116279069,0.614425811,3.16737604517681,-3.4000001400709152,0.1000000089406967,,-0.1620971988886594,14.664697869785794,-10.311280623904697,-0.0142859853804111,-2.743329882621765,2.7290440797805786,-6.085000097751617,-0.5783076509833336,0.7891122492348276,0.0099999997764825,1,-0.90715054795146,0.8890466781987552,0.37888199,0.63348416,0.52617801,0.70491803,0.83571429,0.2039801,0.57853403,,492.1,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2007,65,14,,,,,,,,
Lance Cormier,ATL,10,17,0,0,0,0,0.058823529,0.411764705,0.0,0.0,0.0,0.058823529,0.0,0.0418372820405399,,-90.79317459124547,-0.003226502565667,-4.214344291764912,1.8313429355621336,-0.1777176350744986,Lance Cormier,4346,433578,16,0,0,0,0,1,0,7,0,0,0,0,0,0.142857142,0.058823529,0.14285714,,,,-0.003226502565667,-2.0237337500356554,-4.125672534158123,-0.2833319902420044,-0.2907019853591919,0.0073700100183486,-4.146999835968018,-0.406503289937973,0.659070611000061,,0,-0.3741399049758911,-0.0557563542611607,0.58333333,0.33333333,0.42424242,0.0,1.0,0.5,0.63636364,,45.2,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,0,0,,,,,,,,
Scott McClain,SFG,8,11,0,1,0,0,0.0,0.181818181,0.0,0.222222222,0.181818181,0.181818181,0.181818181,0.1629001227292147,,-13.7142676253016,-0.306453017052263,-1.9304801372708753,-0.2674841061234474,-0.1789943566473702,Scott McClain,8951,133140,11,2,2,0,0,0,0,2,0,0,0,0,0,0.0,0.363636362,2.64285714,-0.4000000134110451,0.1000000014901161,,-0.006453005131334,-0.1920236668447033,-1.552101703629829,-0.0970180332660675,-0.1857500821352005,0.0887319967150688,-2.1610000133514404,-0.2098796963691711,0.840072751045227,0.5910000205039978,6,-0.1504222005605697,0.0349345441101532,0.5,0.86666667,0.62790698,0.85714286,0.92307692,0.11111110999999996,0.34883721,,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2025440037250518,0.0179361602058634,-0.1846079975366592,0.0,0.0,,,1B,2007,2,0,,,,,,,,
Yusmeiro Petit,ARI,14,18,0,2,0,0,0.0,0.444444444,0.0,0.125,0.0625,0.0625,0.0625,0.0559969171881675,,-87.81663511296948,-0.003226502565667,-4.3924954671740455,1.9390690326690672,-0.1813667590907985,Yusmeiro Petit,4020,433589,16,1,1,0,0,0,0,8,0,0,2,1,0,0.0,0.125,2.64285714,,,,-0.003226502565667,-1.928907066662974,-4.154489308674998,-0.4326620101928711,-0.4419260025024414,0.0092640100046992,-4.915999889373779,-0.4832860231399536,0.9512110948562622,,0,-0.4205948412418365,-0.0342589893458425,0.5,0.52,0.51428571,0.2,0.76923077,0.38888889000000004,0.71428571,,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Mark Hendrickson,LAD,39,30,0,1,1,0,0.066666666,0.333333333,0.037037037,0.058823529,0.037037037,0.103448275,0.074074074,0.0922736176129045,,-56.70453030960381,-0.006453005131334,-6.110086398128022,3.2317817211151123,-0.1841599179720723,Mark Hendrickson,1574,424805,27,1,0,1,0,2,0,10,0,0,1,0,0,0.2,0.177522349,1.60119047125,,,,-0.006453005131334,-2.301628042406936,-6.010931779093642,-0.5120679140090942,-0.6168859601020813,0.1048180013895034,-7.526000022888184,-0.7572788596153259,1.003687024116516,,0,-0.5994051694869995,0.089218326671296,0.23529412,0.51351351,0.38028169,0.625,0.73684211,0.29629629999999996,0.52112676,,122.2,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,2,1,,,,,,,,
Randy Wolf,LAD,20,37,0,1,2,0,0.108108108,0.351351351,0.066666667,0.294117647,0.166666666,0.264705882,0.233333333,0.2364624072523678,,36.48579966373802,-0.0225855179596692,-3.073697814762417,-0.1080246865749359,-0.1912108038605658,Randy Wolf,976,150116,30,5,3,2,0,4,0,13,0,0,3,0,0,0.307692307,0.498039215,0.21230158375,,,,-0.0225855179596692,1.6380276355912795,-2.936780306322325,-0.3199720084667206,-0.549098014831543,0.2291260063648224,-1.7649999856948853,-0.1746248006820678,0.8020327091217041,,0,-0.2767904102802276,-0.1221609103175543,0.33333333,0.53846154,0.43396226,0.55555556,0.78571429,0.30434783,0.49056604,,102.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,7,2,,,,,,,,
Jason Simontacchi,WSN,13,20,0,1,0,0,0.0,0.25,0.0,0.071428571,0.052631578,0.052631578,0.052631578,0.0471552986847726,,-84.52252594280529,-0.003226502565667,-4.794655097001481,2.1545212268829346,-0.1931387781134236,Jason Simontacchi,1181,421004,19,1,1,0,0,0,0,5,0,0,1,0,0,0.0,0.105263156,2.64285714,,,,-0.003226502565667,-2.2916139648810656,-4.764483122672203,-0.3720839917659759,-0.4887439906597137,0.1166599988937377,-3.930999994277954,-0.3981741070747375,1.1163605451583862,,0,-0.3934401869773865,0.0601392714445953,,,,,,,,,70.2,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Ben Johnson,NYM,9,30,0,2,1,0,0.066666666,0.366666666,0.037037037,0.294117647,0.185185185,0.233333333,0.222222222,0.2086579203605651,,18.55371203090211,-0.3193590273149311,-3.4916877532403734,0.5191893875598907,-0.1933493204161248,Ben Johnson,2731,434584,27,5,4,1,0,2,0,11,0,1,0,0,0,0.181818181,0.455555555,1.30357142125,-0.5000000149011612,0.2000000029802322,,-0.0193590153940022,0.6281900103178056,-3.081113726368901,-0.5223637819290161,-0.6987059712409973,0.1763419955968856,-3.2910001277923584,-0.3341344892978668,1.136013746261597,,0,-0.2827088534832001,-0.1771128552311663,,,,,,,,,68.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.043210498988628394,0.0,0.669187992811203,0.1565750986337661,0.8689835593104362,45.69963270000049,0.0,,,LF,2007,6,1,,,,,,,,
Darnell McDonald,MIN,4,11,0,0,0,0,0.09090909,0.272727272,0.0,0.142857142,0.1,0.181818181,0.1,0.1461076790636236,,-23.595888449012453,-0.5064530051313341,-2.211488953023763,-0.1735295057296753,-0.1955455147441669,Darnell McDonald,1867,150021,10,1,1,0,0,1,0,3,0,0,0,0,0,0.333333333,0.281818181,0.14285714,-0.5,0.0,,-0.006453005131334,-0.3470236218307037,-1.7071016586158294,-0.2515580058097839,-0.2763000130653381,0.0247420109808444,-2.11299991607666,-0.2100559026002884,0.969964563846588,0.0,1,-0.2426147013902664,-0.0167329234468517,0.42857143,0.75,0.5,0.16666667,1.0,0.55555556,0.22222222,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246722996234893,0.0,-0.0783646032214164,0.0087635200470685,-0.0449286997318267,-9.206534922122955,0.0,,,RF,2007,1,0,,,,,,,,
Joel Guzman,TBD,16,39,0,5,4,0,0.051282051,0.256410256,0.135135135,0.333333333,0.243243243,0.282051282,0.378378378,0.2872334229640471,,70.46744689572787,-0.2258120235055685,-1.6702617517881464,-1.713305875658989,-0.1984409225784054,Joel Guzman,3728,433591,37,9,6,1,2,2,0,10,0,0,0,1,0,0.2,0.66042966,4.8587662275,-0.2000000029802322,0.0,,-0.0258120205253362,3.3880891819275543,-1.4340056757651638,0.1803359687328338,-0.7706620097160339,0.9509980082511902,-0.1600000858306884,-0.0125831775367259,0.9992925524711608,0.0066666663624346,3,0.0011930065229535,0.1792706307641244,0.11111111,0.63043478,0.43835616,0.66666667,0.68965517,0.3125,0.63013699,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.1400000005960464,-1.2080340385437012,-0.4052178773563355,-1.4732509851455688,-179.98907435685396,0.0,,,3B,2007,14,3,,,,,,,,
Ryan Budde,LAA,12,18,0,0,1,0,0.0,0.333333333,0.055555556,0.25,0.166666666,0.166666666,0.222222222,0.1691871484120687,,-9.2466281034756,-0.4064530110917985,-2.872591023756036,0.1811839938163757,-0.2018059408558401,Ryan Budde,3768,452150,18,3,2,1,0,0,0,6,0,0,0,1,0,0.0,0.388888888,0.14285714,0.0,-0.4000000059604645,,-0.006453005131334,-0.2192601039575726,-2.4448423459695965,-0.0454000793397426,-0.4045519828796386,0.3591519892215729,-2.884000062942505,-0.2782566845417022,1.0048222541809082,0.0,2,-0.2205354869365692,0.1753532876462569,0.1,0.53571429,0.42105263,0.0,0.73333333,0.3125,0.73684211,,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2007,4,1,,,,,,,,
Chuck James,ATL,35,63,0,3,2,0,0.031746031,0.253968253,0.018867924,0.162162162,0.113207547,0.145454545,0.132075471,0.1301034233786843,,-33.74608474922053,-0.0225855179596692,-10.96233206922158,6.786741733551025,-0.2044135269835629,Chuck James,4886,460580,53,6,5,1,0,2,0,16,0,0,8,1,0,0.125,0.277530016,1.86160714,,,,-0.0225855179596692,-2.833558641420373,-10.623096488462457,-0.8353660702705383,-1.148192048072815,0.312826007604599,-9.053999900817873,-0.8718097805976868,0.8406218886375427,0.7778666615486145,3,-0.964034140110016,-0.0297135621113444,0.36206897,0.66197183,0.52713178,0.76190476,0.74468085,0.25,0.5503876,,161.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,7,1,,,,,,,,
Brandon Jones,ATL,5,21,0,0,4,0,0.0,0.38095238,0.052631579,0.25,0.157894736,0.19047619,0.210526315,0.1803045471509297,,-1.3007101742214735,0.090320493793115,-2.6716397207102367,-0.1609850712120533,-0.208696472400999,Brandon Jones,6987,447761,19,3,2,1,0,0,0,8,1,1,0,0,0,0.0,0.401002505,0.14285714,-0.1000000014901161,0.2000000029802322,,-0.0096795076970011,-0.0598975778895057,-2.6564101935702005,-0.1318559497594833,-0.3783940076828003,0.2465379983186721,-1.3889999389648438,-0.1403357982635498,1.0613809823989868,,0,-0.1812835037708282,0.0570529475934828,0.375,0.55263158,0.47142857,0.5,0.85714286,0.27272726999999997,0.54285714,,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0439747013151645,0.0,0.0684226974844932,0.0357599984854459,0.0602083019912242,6.164673948660493,0.0,,,LF,2007,4,1,,,,,,,,
Kevin Frandsen,SFG,109,296,5,26,31,4,0.070945945,0.081081081,0.109848485,0.277310924,0.268939393,0.33105802,0.378787878,0.3124375320714095,,82.93291663085787,-5.144325585104525,-11.703310840364615,-0.2149333953857422,-0.2091787908148548,Kevin Frandsen,7528,435623,264,71,53,12,1,21,3,24,5,3,3,17,3,0.875,0.709845898,3.3532310914516588,-1.1000001430511477,-3.299999952316284,,-0.7443254897370934,31.974925853710555,-4.623537681598285,-2.0707457065582275,-6.3860297203063965,4.31528377532959,-7.342999935150147,-0.7797374129295349,1.0718841552734375,1.4138000011444092,27,-0.6874933838844299,-1.2443811534623608,0.33453237,0.66268657,0.51386623,0.80645161,0.92342342,0.11111110999999996,0.54649266,,594.5,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,0.0,-9.0,0.44700899720191956,-0.8709289804100989,-1.0602349638938904,0.1735513899475336,-1.310609944164753,-32.28640515665363,0.0,,,2B,2007,100,18,,,,,,,,
Tim Redding,WSN,15,29,0,1,2,0,0.0,0.379310344,0.035714286,0.117647058,0.071428571,0.071428571,0.107142857,0.0767649284430912,,-65.38559321408378,-0.003226502565667,-6.230261504162193,3.1240556240081787,-0.2096150821368553,Tim Redding,573,400062,28,2,1,1,0,0,0,11,0,0,1,1,0,0.0,0.178571428,2.64285714,,,,-0.003226502565667,-2.602303788742141,-6.187964067539291,-0.4308120012283325,-0.7239239811897278,0.2931120097637176,-5.878000259399414,-0.5767439007759094,1.0573467016220093,,0,-0.5165781378746033,0.1091318380304264,0.25,0.42857143,0.37931034,0.5,0.66666667,0.36363636,0.72413793,,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,3,1,,,,,,,,
Delmon Young,TBD,162,681,13,65,93,10,0.038179148,0.186490455,0.119379844,0.337890625,0.288372093,0.315712187,0.407751937,0.3149791052660991,,89.03196007247811,-2.5218047401867807,-11.889073170113145,-13.827335357666016,-0.2099551978178859,Delmon Young,2140,430321,645,186,135,38,0,26,2,127,3,7,0,23,3,0.204724409,0.723464124,3.2230608796638105,-0.5,-2.200000047683716,,0.1781953074969351,75.01629561758904,-9.184899205199208,-0.7441518306732178,-12.55530834197998,11.811156272888184,-10.157000541687012,-0.983837902545929,1.0092811584472656,,0,-1.3928585052490234,0.6555497539214326,0.46511628,0.80066445,0.62170543,0.59375,0.80082988,0.28179551,0.46666667,,1376.2,0.0,0.0,0.0,0.0,8.0,-1.0,-8.0,0.0,-1.0,5.1041998863220215,0.0,-12.64922022819519,-0.4329630248248577,-7.977999687194824,-52.405514547571094,0.0,,,RF,2007,263,51,,,,,,,,
Jason Hirsh,COL,19,34,0,0,2,0,0.029411764,0.5,0.0,0.214285714,0.096774193,0.125,0.096774193,0.1062214318662881,,-57.59700114096815,-0.0129060102626681,-6.96975377435073,3.662685871124267,-0.213103662895577,Jason Hirsh,6293,444865,31,3,3,0,0,1,0,17,0,0,2,1,0,0.058823529,0.221774193,0.14285714,,,,-0.0129060102626681,-2.210578687025455,-6.414456255270389,-0.7044919729232788,-0.8402820229530334,0.1357899904251098,-6.516000270843506,-0.623578667640686,0.9471608400344848,,0,-0.6684409976005554,-0.0753523932850191,0.42857143,0.4,0.40909091,0.0,0.83333333,0.44444444000000005,0.68181818,,112.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,3,0,,,,,,,,
Brent Clevlen,DET,13,10,0,2,0,0,0.0,0.7,0.0,0.333333333,0.1,0.1,0.1,0.0895950675010681,,-63.778609832110774,-0.303226514486596,-2.3571961140777,-0.181667435914278,-0.2139301957900651,Brent Clevlen,4863,459334,10,1,1,0,0,0,0,7,0,0,0,1,0,0.0,0.2,2.64285714,0.0,-0.3000000119209289,,-0.003226502565667,-0.7896856444939054,-2.026120223389474,-0.0552880950272083,-0.0713160559535026,0.0160280000418424,-3.575999975204468,-0.3414775133132934,0.3067599833011627,0.0883999988436698,1,-0.1749970018863678,-0.0052354209747621,0.42857143,0.61538462,0.55,0.0,0.625,0.54545455,0.65,,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0244721793569624,0.0,0.008783292025327696,0.026065139332786,0.010376419406384313,6.170747824944559,0.0,,,LF,2007,1,0,,,,,,,,
Jake Fox,CHC,7,15,0,3,1,0,0.066666666,0.133333333,0.142857143,0.166666666,0.142857142,0.2,0.285714285,0.2145445624987284,,16.229679700563544,-0.2032265055458992,-1.8346513383553849,-0.8550794720649719,-0.2140846179907699,Jake Fox,6267,444844,14,2,0,2,0,1,0,2,0,0,0,1,0,0.5,0.485714285,2.64285714,0.0,-0.2000000029802322,,-0.003226502565667,0.3881891484374627,-1.4664627199058906,-0.1081039980053901,-0.298628032207489,0.190524011850357,-1.4970000982284546,-0.1472169011831283,0.8622666597366333,0.7887333631515503,3,-0.1837382018566131,0.0583663151152088,0.45454545,0.77272727,0.61363636,0.6,0.88235294,0.22222222000000003,0.5,,24.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.2767109870910644,0.0,-0.4707219898700714,0.0226691700518131,-0.7247639894485474,-81.04349970817566,0.0,,,RF,2007,4,2,,,,,,,,
Tim Lincecum,SFG,24,51,0,2,0,0,0.039215686,0.411764705,0.023255814,0.181818181,0.093023255,0.133333333,0.116279069,0.1191952652401394,,-41.961055056063806,-0.0161325128283351,-9.416071356565896,5.4940290451049805,-0.2183351007881155,Tim Lincecum,5705,453311,43,4,3,1,0,2,0,21,0,0,6,1,0,0.095238095,0.249612402,1.60119047125,,,,-0.0161325128283351,-2.7606501053676213,-9.066466457735022,-0.8172400593757629,-1.1723560094833374,0.3551160097122192,-8.413999557495117,-0.8129259347915649,0.9918467402458192,,0,-0.9107561111450196,0.0867981081442551,0.41304348,0.51219512,0.45977011,0.57894737,0.61904762,0.4,0.47126437,,146.1,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,5,1,,,,,,,,
Rodrigo Lopez,COL,14,24,0,0,0,0,0.041666666,0.541666666,0.0,0.111111111,0.045454545,0.086956521,0.045454545,0.0698775856391243,,-81.08631005935601,-0.006453005131334,-5.649094972962683,2.58542537689209,-0.2215725355382022,Rodrigo Lopez,150,150438,22,1,1,0,0,1,0,13,0,0,1,1,0,0.076923076,0.132411066,0.14285714,,,,-0.006453005131334,-2.2923343840224493,-5.259777373371815,-0.6807481050491333,-0.718038022518158,0.0372899994254112,-6.936000347137451,-0.6394144892692566,1.0919911861419678,,0,-0.5404247045516968,-0.0829760276961828,0.66666667,0.75,0.71428571,0.0,1.0,0.4,0.57142857,,79.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
