Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
James Shields,7059,448306,TBR,4.132792949676514,,3.88,3.558139787408858,,3.8203904219070894,3.872222031720062,91.50994172643442,,0.18244014,0.04561003,0.1368301,215.0,33,33,,,,0.463302752,6.697674893946085,1.674418723486521,4.0,1.004651234091913,0.2870514820592824,0.73321555,0.097959183,0,0.2521212121212121,1.1534884539573813,84.01180117240324,89.03985991674456,3.7994083368343503,0.2890625,,0.20496453999999997,,0.839620053768158,-0.6436552624850279,160,40,12,24,22,3,2,85
Chad Billingsley,5842,451532,LAD,3.900903455913067,,4.82,3.1395349682717537,,3.351287388924467,3.5814157412506726,92.29702480932,,0.23399302,0.09313155,0.14086147,200.2,35,32,,,,0.490125673,9.014950408894608,3.588039963739147,2.5125,0.6279069936543508,0.3129496402877698,0.7800312,0.080924855,0,0.2438391699092088,1.335548208725127,74.75645159619144,78.47998939508842,3.663726490062761,0.26529338,,0.23849964999999995,,2.083925798535347,0.4432796682332789,201,80,8,14,20,1,1,70
Andy Sonnanstine,7667,458567,TBR,3.877800464630127,,1.38,4.375862529450782,,3.91305284497855,4.295216534080178,78.94650268554688,,0.15140415,0.04517705,0.10622711,193.1,32,32,,,,0.421461897,5.772414400552095,1.7224139743582862,3.35135135,0.9775863097709192,0.3022151898734177,0.6634016,0.079847908,0,0.2728442728442728,1.2879311700156555,103.31918214199878,91.18234877781852,4.271357349365577,0.2742616,,0.15314631999999995,,-1.0199599266052246,-0.7821920571087422,124,37,5,21,13,1,1,94
Edinson Volquez,3990,450172,CIN,3.6662048548460007,,4.75,3.2142859938454245,,3.5963040346958586,3.8386410067410193,94.42941140051497,,0.24582339,0.11097852,0.13484487,196.0,33,32,,,,0.462745098,9.45918449617368,4.2704085346803495,2.21505376,0.6428571987690849,0.299412915851272,0.75471698,0.08045977,0,0.228454172366621,1.3265307276187466,72.98190323300852,80.55680534916789,3.839719668958726,0.26231527,,0.25808719999999996,,2.287766009569168,0.3366482205629664,206,93,14,14,20,0,0,70
Matt Cain,4732,430912,SFG,3.6545541286468506,,4.51,3.762633909014951,,3.908434800937144,4.4521575991829305,92.87426462022368,,0.19935691,0.09753483,0.10182208,217.2,34,34,,,,0.332278481,7.690658319525064,3.762633909014951,2.04395604,0.7856048821020227,0.2968253968253968,0.75342466,0.068592057,0,0.2467065868263473,1.364471637335092,87.4713172307598,92.32195143823274,4.369512137376026,0.2760181,,0.19382716,,1.5347020626068115,0.4349251897743489,186,91,7,19,21,1,1,91
Roy Oswalt,571,400061,HOU,3.653107881546021,,3.89,3.5367411278492225,,3.802944781247307,3.5141143837636273,93.61361111111113,,0.19141531,0.05452436,0.13689095,208.2,32,32,,,,0.503225806,7.116613245062459,2.0271565001087004,3.5106383,0.9920127553723428,0.2852512155591572,0.74620197,0.127071823,0,0.2472049689440993,1.1789137092830742,84.06311952512495,87.22881339360976,3.603460439644394,0.30318755,,0.17521652,,1.5024360418319702,-0.1454355188662404,165,47,10,23,22,3,2,82
Mike Mussina,837,119608,NYY,3.614944696426392,,5.09,3.3693844449463004,,3.3217021450781257,3.429959643945618,86.55008138020834,,0.18315018,0.03785104,0.14529915,200.1,34,34,,,,0.484702093,6.738768889892601,1.3926789039111376,4.83870968,0.7637271408544948,0.3213703099510603,0.73298429,0.092391304,0,0.2743589743589744,1.2229617614990276,77.56438845968492,77.00010652816009,3.5408261244079577,0.24568966,,0.11260904000000005,,1.9190820455551147,0.1714883083063139,150,31,8,17,21,0,0,75
Jake Peavy,1051,408241,SDP,3.604812622070313,,3.99,2.8502878243916685,,3.598429014929752,3.654956825115028,92.65353788860104,,0.23413258,0.0832158,0.15091679,173.2,27,27,,,,0.405579399,8.602686888163944,3.0575814843474265,2.81355932,0.8809980548119702,0.2792207792207792,0.8216971,0.097142857,0,0.2263565891472868,1.1804222303036205,72.43446393631953,85.99010041515966,3.677394396319425,0.26958363,,0.23311897000000004,,1.9463661909103391,-0.0689735901934245,166,59,5,17,19,1,0,55
Randy Johnson,60,116615,ARI,3.5676686763763428,,3.15,3.9130434782608696,,3.762453062637993,3.658147884306053,91.49912955639614,,0.22236504,0.05655527,0.16580977,184.0,30,30,,,,0.401500938,8.46195652173913,2.152173913043478,3.93181818,1.173913043478261,0.3013182674199623,0.70858283,0.108108108,0,0.2527472527472527,1.2391304347826086,86.58837478130278,84.89434835314573,3.540716027718896,0.30769231,,0.20419693000000005,,0.8788939714431763,-0.3622636719767615,173,44,6,24,18,2,0,80
Félix Hernández,4772,433587,SEA,3.5585877895355225,,3.99,3.4534882845580577,,3.804775738060087,3.8339790621863297,95.97317216981132,,0.2042007,0.09334889,0.11085181,200.2,31,31,,,,0.521367521,7.848837010359222,3.588039776164216,2.1875,0.7624584524348959,0.3136915077989601,0.76659039,0.098837209,0,0.2574772431729519,1.3853820246856277,82.651612971024,90.00167450817546,3.9266465533721866,0.30397112,,0.18647687000000002,,1.1742202043533323,0.4803449129908157,175,80,8,17,19,2,0,77
Matt Garza,3340,490063,TBR,3.3482553958892822,,3.37,3.7039707110605935,,4.139238385668581,4.423007046751652,94.17164713541666,,0.16580311,0.07642487,0.08937824,184.2,30,30,,,,0.41652021,6.238266460733631,2.875450946744408,2.16949153,0.9259926777651484,0.2696428571428571,0.7293666,0.08370044,0,0.2404526166902404,1.2400720655451405,87.45503817112144,96.41208468803391,4.430193224156903,0.31332868,,0.15984847999999996,,0.6382761597633362,-1.0258908502227897,128,59,6,19,15,3,2,76
Andy Pettitte,840,120485,NYY,3.3153486251831055,,2.15,4.544117307168003,,3.7055476488951617,3.6844083615343184,89.4272326548165,,0.17934166,0.06242906,0.1169126,204.0,33,33,,,,0.514774494,6.970587713908198,2.426470406740195,2.87272727,0.8382352314193403,0.3333333333333333,0.68181818,0.103260869,0,0.2844932844932845,1.411764600285205,104.60714287092097,85.81684481223299,3.795794437269324,0.29863693,,0.18789144000000002,,-1.1160938739776611,-1.6079764986841107,158,55,7,19,18,0,0,103
Jair Jurrjens,5556,457453,ATL,3.3140270709991455,,2.18,3.679646117074237,,3.593965195159829,3.920184202151539,92.3704404239766,,0.17097171,0.08610086,0.08487085,188.1,31,31,,,,0.517123287,6.642478055497649,3.3451328337038517,1.98571429,0.5256637310106053,0.300509337860781,0.70965126,0.070967741,0,0.2543978349120433,1.3699115414215774,87.02595672535982,83.86687608313875,4.150327700769046,0.28711576,,0.19452663000000003,,0.3435721099376678,-0.272889358683375,139,70,4,11,17,0,0,77
Paul Maholm,8678,430904,PIT,3.287953615188598,,3.96,3.7075929831557017,,4.154635429631719,3.943802027292768,90.72816632556676,,0.16295428,0.07385698,0.0890973,206.1,31,31,,,,0.536,6.06300499598403,2.747980681633049,2.20634921,0.9159935605443498,0.2898550724637681,0.75533662,0.120689655,0,0.2573623559539053,1.2794830686968697,87.19559496835137,96.97608641782432,4.0648882388566925,0.29547199,,0.18250376999999995,,1.375736117362976,-0.2934278040921994,139,63,9,21,19,1,0,85
Hiroki Kuroda,3283,493133,LAD,3.270697832107544,,2.7,3.730909194416648,,3.5902001109225696,3.891412257406371,92.49943349494096,,0.14948454,0.05412371,0.09536083,183.1,31,31,,,,0.512605042,5.694545612530673,2.0618182390197264,2.76190476,0.6381818358870582,0.2809364548494983,0.68460812,0.076470588,0,0.248968363136176,1.2163636701095213,88.83784873265084,84.11978968448867,4.032078376741209,0.31464873,,0.18624419999999997,,0.5406479835510254,-0.7553749851116365,116,42,7,13,18,2,2,76
Scott Baker,6176,435044,MIN,3.237673044204712,,4.42,3.4468086123677475,,3.7877242955133967,4.07759424209277,91.8498521237172,,0.20056899,0.05974395,0.14082504,172.1,28,28,,,,0.329434697,7.363636580967461,2.1934236624158396,3.35714286,1.0444874582932568,0.2837022132796781,0.78651685,0.085106382,0,0.2446808510638297,1.1779497446307283,80.39631427069632,89.99355720565919,3.96030378385666,0.33625988,,0.19027483999999995,,2.6720645427703857,0.8071218324522405,141,42,3,20,18,0,0,66
Justin Verlander,8700,434378,DET,3.221792459487915,,1.78,4.835820161305873,,4.181769364428,4.697452332160297,94.49122679814386,,0.18522727,0.09886364,0.08636364,201.0,33,33,,,,0.399339933,7.298506354563493,3.895521796607509,1.87356322,0.8059700268843122,0.2959866220735786,0.65361891,0.0703125,0,0.2503209242618742,1.4029848616134322,109.89034785644525,96.16289754215424,4.493227924402047,0.29680365,,0.17898088999999995,,-0.6790760159492493,-1.2425683376653751,163,87,14,18,13,1,0,108
Jered Weaver,4235,450308,LAA,3.196449041366577,,2.42,4.330188928579017,,3.901829645110011,4.229384257852624,90.45739489489488,,0.20402685,0.07248322,0.13154362,176.2,30,30,,,,0.326335877,7.743396672282477,2.7509435546266694,2.81481481,1.0188679831950629,0.2982456140350877,0.70731707,0.082987551,0,0.2525547445255474,1.2849057343626624,100.32874755418877,91.25182657171943,4.053413211012957,0.27591241,,0.20870206000000002,,0.5879559516906738,0.4637889109504949,152,54,6,20,14,0,0,85
Kevin Millwood,106,119154,TEX,3.12846040725708,,0.78,5.069169807609896,,4.015417462875934,4.1529436365262455,,,0.16297262,0.06388527,0.09908735,168.2,29,29,,,,0.407342657,6.669960273170915,2.614624427082999,2.55102041,0.9604742793366118,0.3550087873462214,0.68454764,0.092307692,0,0.3089887640449438,1.5948616119848678,112.8424951150468,90.9903008632692,4.266835862857448,0.31025416,,0.13624678999999995,,-0.5062317848205566,0.6882718471154232,125,49,6,18,11,3,0,95
Mike Pelfrey,5203,460059,NYM,3.0182900428771973,,3.3,3.7225909847027863,,3.964244109273428,4.448824886664802,93.90282600308642,,0.12925969,0.07520564,0.05405405,200.2,32,32,,,,0.496147919,4.933554317075982,2.8704316026623897,1.71875,0.5382059254991981,0.3021472392638036,0.74294205,0.0625,0,0.2700258397932816,1.3604649783451952,88.92740959466289,92.68682300577127,4.598600354376667,0.25589623,,0.13725489999999996,,1.4028220176696775,0.6471478780523383,110,64,13,12,19,2,0,83
Mariano Rivera,844,121250,NYY,2.951388120651245,,4.29,1.400943597893423,,2.028244536234479,2.281611216058873,96.41429901123048,,0.2972973,0.02316602,0.27413127,70.2,64,0,,,,0.546511627,9.80660518525396,0.7641510533964126,12.83333333,0.5094340355976084,0.2176470588235294,0.87557604,0.075471698,39,0.1633466135458167,0.6650944353635443,32.250203327227005,47.290035404979626,1.7964887271878691,0.36585366,,0.23203284999999996,,4.259838104248047,-0.2518941023148158,77,6,2,4,0,0,0,11
Ted Lilly,833,150404,CHC,2.9155149459838867,,3.99,4.089576445599374,,4.407262548011897,4.082455784020575,87.82450561942348,,0.21370499,0.07433217,0.13937282,204.2,34,34,,,,0.335570469,8.091205010648224,2.8143321776167736,2.875,1.4071660888083868,0.2700348432055749,0.75984991,0.120754716,0,0.2367088607594936,1.2263843343434204,90.5080429254696,100.45987373398526,3.9220354064012457,0.284522,,0.19971969,,1.6632360219955444,0.7080343941766876,184,64,7,32,21,0,0,93
Wandy Rodriguez,2586,434643,HOU,2.9025650024414062,,1.81,3.538834689328485,,3.619882321562237,3.6968288420136393,89.52820705689278,,0.22316865,0.07495741,0.14821124,137.1,25,25,,,,0.404466501,8.584950820407991,2.883494932045432,2.97727273,0.917475660196274,0.3104325699745547,0.72551391,0.09589041,0,0.2527881040892193,1.3106795145661057,84.11288039325255,83.00016090882787,3.697229362593498,0.27799607,,0.19057592,,0.205250009894371,-0.2380515133818841,131,44,5,14,10,0,0,54
Carlos Zambrano,305,407296,CHC,2.8992183208465576,,4.24,3.911660671930733,,4.23449174854094,4.399384717177712,92.37320993738405,,0.16331658,0.09045226,0.07286432,188.2,30,30,,,,0.472222222,6.201413260377992,3.4346288826708875,1.80555556,0.8586572206677219,0.2701754385964912,0.73398577,0.089552238,0,0.2395543175487465,1.2932861842155812,86.57051817332881,96.49768130127056,4.515977722910394,0.26170799,,0.16563945000000002,,0.6952839493751526,-1.2022606155816116,130,72,6,18,17,1,1,82
Joba Chamberlain,2692,501955,NYY,2.87906265258789,,3.52,2.6013289366222008,,2.653612958351651,3.136304661428478,96.0634273558624,,0.28297362,0.09352518,0.18944844,100.1,42,12,,,,0.519685039,10.58471774211792,3.498338914767787,3.02564103,0.4485049890727932,0.3241106719367589,0.79338843,0.058139534,0,0.2313829787234042,1.255813969403821,59.88348656806339,61.65443372175372,3.0400472956076956,0.2852071,,0.25793102999999995,,2.139750063419342,0.0050990880967431,118,39,2,5,7,0,0,29
Kyle Lohse,739,346798,STL,2.845194101333618,,2.7,3.780000288391135,,3.8920183380127,4.1069203343465706,91.48956694019785,,0.14183552,0.05840286,0.08343266,200.0,33,33,,,,0.458015267,5.355000408554108,2.205000168228162,2.42857143,0.8100000617981005,0.2969230769230769,0.73591253,0.085714285,0,0.2681067344345616,1.3000000991821363,90.43092155582576,92.14289283894988,4.3548715858607165,0.24008351,,0.13976834000000005,,1.0431400537490845,-0.1310647142144292,119,49,3,18,20,0,0,84
Zach Duke,3840,435043,PIT,2.8249354362487793,,0.44,4.816216216216216,,4.402288550299567,4.521567849694072,89.57525258458647,,0.10494572,0.05669481,0.0482509,185.0,31,31,,,,0.481762917,4.232432432432432,2.2864864864864867,1.85106383,0.9243243243243244,0.3153961136023916,0.67210567,0.093137254,0,0.2967741935483871,1.497297297297297,113.26832270346834,102.79414639670384,4.734176227572116,0.29209084,,0.12452830000000004,,-1.9349539279937744,-0.3187391959922774,87,47,7,19,14,1,1,99
Jonathan Papelbon,5975,449097,BOS,2.789379119873047,,1.91,2.3365396613911575,,2.007017702322443,2.341350468190324,95.65046401515151,,0.28205128,0.02930403,0.25274725,69.1,67,0,,,,0.491803278,9.995197440395508,1.0384620717294035,9.625,0.5192310358647018,0.2934782608695652,0.69536424,0.070175438,41,0.2188679245283019,0.9519235657519532,51.792249221270424,48.04599115330933,2.077928181220411,0.39270386,,0.21925134000000002,,1.914022207260132,-0.2095294347711225,77,8,0,4,0,0,0,18
Daisuke Matsuzaka,7775,493137,BOS,2.7496297359466553,,5.39,2.898608261969678,,4.03261467418037,4.644036343038838,92.04622292329094,,0.2150838,0.13128492,0.08379888,167.2,29,29,,,,0.386313465,8.266401339691303,5.045725493058328,1.63829787,0.6441351693265951,0.2583518930957684,0.80584354,0.061224489,0,0.208130081300813,1.324055625838001,64.25118476670048,95.80914038186324,4.573243493342663,0.24127466,,0.21731889999999998,,3.1300182342529297,0.950533956810332,154,94,7,12,14,0,0,54
Jonathan Sánchez,7507,456043,SFG,2.6506834030151367,,1.12,5.012658227848101,,3.853537267371069,4.087375294313401,91.485534554731,,0.22589928,0.10791367,0.11798561,158.0,29,29,,,,0.410835214,8.943037974683545,4.272151898734177,2.09333333,0.7974683544303798,0.3167420814479638,0.67467652,0.084337349,0,0.2512234910277324,1.4493670886075949,116.53108663241392,91.01627747087136,4.083218550519922,0.2654321,,0.24257028000000003,,-0.6923959851264954,-0.3394019314121413,157,75,7,14,13,0,0,88
