Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Jose Arredondo,4722,461766,CIN,-0.0794928148388862,,0.46,3.2264164876757153,,4.30840570778156,4.385653893557091,92.53354430379748,,0.21238938,0.13716814,0.07522124,53.0,53,0,,,,0.421428571,0.8490569704409777,0.2714285714285714,0.79710145,0.09090909,0,0.2227979274611398,1.3962270180584968,83.38849449935118,108.99922290885056,4.114009636881819,0.26552463,,0.26612903,,-0.0612980797886848,-0.1071154625981141,48,31,2,5,0,0,0
Dustin McGowan,8600,430661,TOR,-0.0819426402449607,,-0.07,6.428571428571429,,5.596814857210433,4.376881691529638,93.9478759765625,,0.20833333,0.13541667,0.07291667,21.0,5,4,,,,0.5,1.7142857142857142,0.2758620689655172,0.66901408,0.19047619,0,0.2439024390243902,1.5714285714285714,154.1905841483687,135.49265403372888,4.3299798668056955,0.23902439,,0.21019107999999997,,-0.3996159873204306,-0.4035001664352675,20,13,1,4,0,0,0
P.J. Walters,9557,502208,- - -,-0.0835752158891409,,-0.08,7.200001373291277,,5.825386819839579,4.481643874050635,89.98870490579044,,0.19047619,0.14285714,0.04761905,5.0,5,0,,,,0.357142857,1.800000343322819,0.1538461538461538,0.43478261,0.2,0,0.1666666666666666,1.2000002288818796,194.69811308964185,153.80916127225422,4.482332322085566,0.28571429,,0.20408163,,0.0802140086889267,0.2240212435499255,4,3,0,1,0,0,0
Wilfredo Ledezma,1669,425656,TOR,-0.0839864537119865,,-0.31,15.0,,6.6920529524485275,7.037900906801225,94.74305874693628,,0.16666667,0.19444444,-0.02777778,6.0,5,0,,,,0.304347826,1.5,0.4545454545454545,0.48192771,0.083333333,0,0.3793103448275862,3.0,359.77802967952704,161.83771759859715,5.8109104343128815,0.20481928,,0.25806452,,-0.004412000067532,0.5421287439074066,6,7,0,1,0,0,0
Chad Gaudin,1783,429985,WSN,-0.0840687975287437,,-0.61,6.480002471924771,,5.065387063980399,5.615899555640515,92.88745561079546,,0.22222222,0.17777778,0.04444445,8.1,10,0,,,,0.307692307,1.0800004119874618,0.4230769230769231,0.53763441,0.071428571,0,0.3243243243243243,2.400000915527693,170.1591909033909,132.08182639103654,4.778227708049363,0.17894737,,0.15789474000000003,,-0.3037619590759277,0.1275825242310468,10,8,0,1,0,0,0
David Carpenter,3959,502304,HOU,-0.0873913392424583,,0.52,2.9277123235144353,,4.182013376552995,4.043767693201111,94.95075295961004,,0.232,0.104,0.128,27.2,34,0,,,,0.378378378,0.9759041078381452,0.3289473684210526,0.88235294,0.107142857,1,0.2592592592592592,1.4819284600505167,77.34057757326077,107.22795711407645,3.4324052922160604,0.26666667,,0.24122807000000002,,-0.8939179182052612,-0.6966760975934034,29,13,4,3,0,0,0
Trystan Magnuson,3646,518972,OAK,-0.0899772718548774,,-0.15,6.136363902367847,,5.207204562179317,4.689461319013619,94.05571220290491,,0.16923077,0.07692308,0.09230769,14.2,9,0,,,,0.326530612,1.8409091707103544,0.2608695652173913,0.56962025,0.12,0,0.25,1.3636364227484106,154.79422120382546,131.63766803542748,4.106291150626438,0.3,,0.25396825,,-0.1325999945402145,-0.82542797580777,11,5,0,3,0,0,0
Luis Ayala,1650,425646,NYY,-0.0902711749076843,,1.31,2.089286852856692,,4.1861012040355785,4.1470452099925375,91.32317575467688,,0.16738197,0.08583691,0.08154507,56.0,52,0,,,,0.5,0.8035718664833431,0.2822085889570552,0.85714286,0.1,0,0.2463768115942029,1.2678578337848303,49.81271860207917,99.5639443392378,3.757983754457808,0.27393617,,0.15873015999999995,,0.0381360240280628,-0.4134915996304235,39,20,6,5,0,0,0
Yhency Brazoban,2150,430674,ARI,-0.090549923479557,,-0.09,6.0,,5.025386285781861,4.114976929624876,93.61756914511494,,0.25806452,0.12903226,0.12903226,6.0,6,0,,,,0.277777777,1.5,0.4117647058823529,0.77586207,0.166666666,0,0.3076923076923077,2.0,150.52227916362878,129.66003724436354,3.489059783873459,0.25423729,,0.18367347,,-0.3845580220222473,0.0915903702590312,8,4,1,1,0,0,0
Ryan Tucker,1062,457761,TEX,-0.0933340117335319,,-0.14,7.2,,6.42538628578186,4.830392134189606,94.23140345982142,,0.16,0.16,0.0,5.0,5,0,,,,0.529411764,1.8,0.3125,0.58139535,0.25,0,0.2857142857142857,2.0,166.34352817170694,152.9410878612232,4.79756484421606,0.15555556,,0.13157894999999997,,-0.1132600009441375,0.1325245932053489,4,4,0,1,0,0,0
Carlos Fisher,9832,457567,CIN,-0.0960660874843597,,-0.31,4.5,,4.7337196191151945,4.731385311856867,93.03455343364196,,0.15454545,0.1,0.05454545,24.0,17,0,,,,0.435897435,1.125,0.282051282051282,0.67073171,0.096774193,0,0.2551020408163265,1.5,116.3049552593274,119.83834529303506,4.308102164037266,0.26865672,,0.16129032,,-0.3806260228157043,-0.4087976947866896,17,11,1,3,0,0,0
Juan Gutierrez,3265,434641,ARI,-0.0965207144618034,,-0.62,5.400000374533939,,4.279931827340251,3.386075306571719,95.38879286504424,,0.25555556,0.1,0.15555556,18.1,20,0,,,,0.45614035,1.4727273748728926,0.3518518518518518,0.57553957,0.166666666,0,0.275,1.690909208187395,135.47006064321624,110.30559165761456,3.0253025403437497,0.32967033,,0.28082191999999995,,-0.4013679921627044,-0.0450493878871552,23,9,1,3,0,0,0
Zach Braddock,4553,488722,MIL,-0.0966822579503059,,-0.54,7.269234502105824,,4.698464068012566,5.155326651682399,92.36454280155642,,0.2195122,0.13414634,0.08536585,17.1,25,0,,,,0.294117647,1.0384620717294035,0.2857142857142857,0.53435115,0.074074074,0,0.2318840579710145,1.5576931075941052,187.68704271890053,118.29921625334836,4.1821124725455245,0.26203209,,0.14545454999999996,,-0.816864013671875,-0.7041669012464669,18,11,2,2,0,0,0
Justin Berg,1973,448753,CHC,-0.0969039723277092,,0.2,3.75,,5.1087196191151945,5.0722673778732625,,,0.11538462,0.11538462,0.0,12.0,8,0,,,,0.526315789,0.75,0.2702702702702703,0.79545455,0.1,0,0.25,1.4166666666666667,94.70913115299356,131.55040837258355,4.668138555631727,0.24,,0.08108108000000003,,-0.0613839961588382,-0.2697431658046043,6,6,2,1,0,0,0
Fernando Rodriguez Jr.,7558,451775,HOU,-0.0985061302781105,,0.07,3.955414685483867,,4.229208146581299,4.107042521326403,93.4557080518018,,0.24675325,0.12987013,0.11688312,52.1,47,0,,,,0.353383458,1.031847309256661,0.3333333333333333,0.79365079,0.105263157,0,0.2575757575757575,1.5477709638849917,104.48911044301634,108.44720107747354,3.6408116267890223,0.27254902,,0.21410578999999996,,1.0634760856628418,1.189069429996286,57,30,3,6,0,0,0
Wade Miley,8779,489119,ARI,-0.1075230576097965,,0.03,4.5,,5.07538628578186,4.3502371635288,91.07089122425428,,0.13888889,0.1,0.03888889,40.0,8,7,,,,0.461538461,1.35,0.3206106870229007,0.79861111,0.153846153,0,0.2962962962962963,1.65,112.89170937272158,130.9582014291489,4.706892885487743,0.21498371,,0.17105263000000004,,0.0189841091632843,0.5427736942949636,25,18,0,6,4,0,0
Drew Carpenter,9533,502165,- - -,-0.1078029014170169,,-0.41000000000000003,7.977274629203209,,4.93447765003562,3.560195026311466,,,0.23529412,0.10294118,0.13235294,14.2,12,0,,,,0.404761904,1.840909529816125,0.3809523809523809,0.59633028,0.2,0,0.3114754098360656,1.772727695378491,214.83557447371055,128.9777565403465,3.3578887672558824,0.31972789,,0.28099174000000005,,-0.2737480103969574,0.0547036150553486,16,7,0,3,0,0,0
Steve Delabar,11827,447755,SEA,-0.1091302260756492,,0.19,2.5714285714285716,,5.0253862857818605,4.4245007391486855,94.49587070794752,,0.25,0.14285714,0.10714286,7.0,6,0,,,,0.3125,1.2857142857142858,0.2666666666666666,0.93023256,0.142857142,0,0.217391304347826,1.2857142857142858,67.24500256993177,128.38175951087024,3.81492301905728,0.29166667,,0.25,,0.0423060022294521,0.0878218775803711,7,4,1,1,0,0,0
Daryl Thompson,6603,444354,CIN,-0.1102667599916458,,-0.2,15.0,,8.025386285781861,10.119148469964664,92.04282583841464,,0.0,0.25,-0.25,3.0,1,0,,,,0.466666666,0.0,0.4,0.54545455,0.0,0,0.4,3.6666666666666665,387.683184197758,203.726449813446,9.04110364421606,0.29787234,,0.14705882000000003,,-0.3385800123214721,-0.2007126211494747,0,5,0,0,0,0,0
Kyle Waldrop,7513,448252,MIN,-0.1117684170603752,,-0.03,5.727269748027239,,4.93447620179094,4.437889538568191,,,0.1,0.12,-0.02,11.0,7,0,,,,0.756756756,0.8181813925753199,0.2368421052631578,0.61643836,0.166666666,0,0.2272727272727272,1.4545446979116798,139.3057670234882,123.2628952918459,3.8610752442160616,0.3814433,,0.1875,,0.004539999179542,-0.0318794647332058,5,6,0,1,0,0,0
Josh Stinson,3219,502139,NYM,-0.1119092181324958,,-0.45,6.923076923076923,,4.410001670397245,4.569623803175412,93.8975497159091,,0.14035088,0.12280702,0.01754386,13.0,14,0,,,,0.425,0.6923076923076923,0.3170731707317073,0.56122449,0.083333333,1,0.28,1.6153846153846154,187.30343906503356,116.84790204652047,4.713762503463308,0.192,,0.13186812999999997,,-0.3631380200386047,0.0172579094984998,8,7,0,1,0,0,0
Chris Carpenter,8556,452764,CHC,-0.1123474538326263,,0.22,2.7931030808674935,,4.88745500636019,4.7122463185025865,97.46108217592592,,0.17021277,0.14893617,0.0212766,9.2,10,0,,,,0.5,0.9310343602891644,0.3548387096774194,0.90909091,0.111111111,0,0.3,1.9655169828326808,70.54196426925596,125.8175598323676,4.614972666091672,0.29473684,,0.20618557000000004,,-0.1427800059318542,-0.1743441750396761,8,7,0,1,0,0,0
Enrique Gonzalez,2568,434619,DET,-0.1128634661436081,,-0.4,9.99999046326593,,6.136494429909039,6.925395562904836,93.74884100274726,,0.06818182,0.15909091,-0.09090909,9.0,8,0,,,,0.294117647,0.9999990463265932,0.3333333333333333,0.51136364,0.0625,0,0.3243243243243243,2.1111090978005853,239.60951470107665,150.48157495189105,6.679397859562756,0.17045455,,0.19753085999999997,,-0.4962700009346008,-0.6935474949824001,3,7,0,1,0,0,0
Andrew Miller,6785,453192,BOS,-0.1129309982061386,,-0.44,5.53846044145414,,5.117693563664535,4.773950942259599,92.90672645677527,,0.16129032,0.13225806,0.02903226,65.0,17,12,,,,0.45410628,1.107692088290828,0.3317307692307692,0.71038251,0.123076923,0,0.2894736842105263,1.815384255809968,130.44300058185286,128.80533640616284,4.90375177892496,0.23867596,,0.17391303999999996,,-1.1231080666184423,0.041614272157419,50,41,3,8,3,0,0
Brad Mills,4420,502166,TOR,-0.113171249628067,,-0.7,9.818183520608992,,6.189023197978091,5.065737517536984,,,0.1978022,0.13186813,0.06593407,18.1,5,4,,,,0.315789473,1.9636367041217984,0.3454545454545454,0.54140127,0.16,0,0.2987012987012987,1.9090912401184152,223.31053789859,145.80160381586415,4.671545572453017,0.2183908,,0.19999999999999996,,-0.745742040569894,-0.1993275985180408,18,12,2,4,1,0,0
Taylor Buchholz,2168,430587,NYM,-0.1141370683908462,,0.35,3.115385758101301,,4.44846373084048,3.5429438312677406,90.3240599593496,,0.24299065,0.06542056,0.17757009,26.0,23,0,,,,0.376811594,1.730769865611834,0.25,0.86956522,0.151515151,0,0.2222222222222222,1.1153850245054042,84.28657849539786,117.87430753244423,2.913994252494317,0.2568306,,0.21761657999999995,,0.1308719515800476,0.32365234963191,26,7,1,5,0,0,0
Jacob Turner,10185,545363,DET,-0.1168275848031044,,-0.45,8.526320069122349,,6.025387791584169,4.731647530831159,91.79940132472828,,0.13333333,0.06666667,0.06666667,12.2,3,3,,,,0.413043478,2.131580017280587,0.3181818181818182,0.50561798,0.166666666,0,0.3090909090909091,1.6578955689960124,204.29893622930817,147.77286173284364,4.541779427846308,0.22222222,,0.18627450999999995,,-0.4396299719810486,-0.0541716012028923,8,4,1,3,0,0,0
Felix Doubront,1478,467094,BOS,-0.1194085776805877,,-0.07,6.096783946645344,,5.444744994768108,5.280839809462585,93.80960787259616,,0.12765957,0.17021277,-0.04255319,10.1,11,0,,,,0.4375,0.8709691352350492,0.34375,0.69892473,0.111111111,1,0.3076923076923077,1.935486967188998,143.59275475675076,136.97928298599373,5.601652594153469,0.22619048,,0.14705882000000003,,-0.0667079910635948,-0.0337211257523279,6,8,0,1,0,0,0
Cesár Ramos,3357,459987,TBR,-0.1238551512360572,,0.01,3.916033499240758,,4.720044057383125,4.8525900268222655,92.95757973030824,,0.16145833,0.13020833,0.03125,43.2,59,0,,,,0.492424242,0.8244281051033175,0.2480620155038759,0.71917808,0.086956521,0,0.2195121951219512,1.396947622536177,100.86794377228154,118.91381220456296,4.5328814597712785,0.25352113,,0.20666667000000005,,-0.2704580426216125,-0.6157522185205782,31,25,3,4,0,0,0
Francisco Rodriguez,6688,477557,LAA,-0.1276886314153671,,0.03,4.609754060295683,,5.000995168765725,4.845060279120913,94.06530448717947,,0.11864407,0.08474576,0.03389831,13.2,10,0,,,,0.44680851,1.3170725886559094,0.2444444444444444,0.72368421,0.105263157,0,0.2407407407407407,1.3170725886559094,117.7916498043592,126.10935563391314,4.57661868492856,0.27027027,,0.13,,0.0306379981338977,0.0594024427639226,7,5,0,2,0,0,0
Brandon Dickson,6979,505447,STL,-0.1277237497270107,,0.14,3.2400013286596026,,5.5453873191837735,3.480642613301488,91.7483233283548,,0.20588235,0.08823529,0.11764706,8.1,4,1,,,,0.625,2.1600008857730684,0.3181818181818182,0.97826087,0.285714285,0,0.2903225806451613,1.440000590515379,87.61417010808076,148.21575426032248,3.2117770146832307,0.27419355,,0.31034483,,-0.096595998853445,-0.171632456778354,7,3,0,2,0,0,0
Cristhian Martinez,5337,450852,ATL,-0.130943939089775,,0.66,3.360515791720625,,3.720665415103369,3.5947336045419704,,,0.18831169,0.06168831,0.12662338,77.2,46,0,,,,0.475555555,0.9270388390953448,0.2181818181818181,0.71856287,0.106666666,0,0.1958041958041958,0.9656654573909842,89.17257278171854,98.80739724185572,3.287960135349918,0.32706767,,0.22141560999999998,,0.7137100100517273,-0.0254248511149197,58,19,3,8,0,0,0
Bryan Augenstein,936,446248,STL,-0.1337937116622924,,-0.49,9.52940802260813,,5.319503031965299,5.242310080824652,90.27669270833331,,0.19354839,0.09677419,0.09677419,5.2,5,0,,,,0.35,1.5882346704346886,0.5,0.58823529,0.1,0,0.4074074074074074,2.4705872651206264,257.68852874745676,142.1439834214991,3.93140733178077,0.2,,0.19047619000000005,,-0.4797479808330536,0.1333689066327645,6,3,1,1,0,0,0
Jamey Wright,715,124604,SEA,-0.1343325078487396,,0.96,3.1609758450373837,,4.298557112255251,4.039537837919025,91.89922626201924,,0.16783217,0.1048951,0.06293706,68.1,60,0,,,,0.581632653,0.7902439612593459,0.2791878172588832,0.79908676,0.125,1,0.2430278884462151,1.3317074161963052,82.66215565340099,109.94576050607353,3.749681894370292,0.24414063,,0.15192744000000002,,-0.4507840573787689,0.0880301953937935,48,30,5,6,0,0,0
Anthony Varvaro,2385,460008,ATL,-0.1365358084440231,,0.43,2.6250006258489194,,4.1087198774020495,3.9493533683340742,93.16326707409274,,0.23958333,0.11458333,0.125,24.0,18,0,,,,0.333333333,1.1250002682209654,0.2033898305084746,0.87155963,0.107142857,0,0.1764705882352941,1.083333591620189,69.65539633447717,109.20045530442128,3.563343183337224,0.29949239,,0.24404762000000002,,-0.1535899639129638,-0.5419102250174699,23,11,0,3,0,0,0
Jose Ascanio,3951,448857,PIT,-0.1372542232275009,,-0.11,7.105264584443862,,6.499071193732194,4.1790153270717,94.02852957589286,,0.16129032,0.06451613,0.09677419,6.1,8,0,,,,0.458333333,2.842105833777545,0.3636363636363636,0.76086957,0.222222222,0,0.3448275862068966,1.8947372225183632,191.3701029742481,173.46907357276586,3.7249349206681344,0.29230769,,0.26086957,,-0.3789259493350982,-1.1204566843734014,5,2,0,2,0,0,0
Tim Collins,3164,525768,KCR,-0.1414372771978378,,0.95,3.6268660846386904,,4.443296895002748,4.898155985585364,93.1538318452381,,0.20338983,0.16271186,0.04067797,67.0,68,0,,,,0.405555555,0.6716418675256834,0.2611111111111111,0.77894737,0.065789473,0,0.2122448979591836,1.4925374833904077,87.24135100648803,110.52647031608016,4.635435390368979,0.21932515,,0.23577236000000001,,0.4428420960903168,0.5916985962934845,60,48,2,5,0,0,0
Jake McGee,7550,459429,TBR,-0.1429015398025512,,-0.05,4.500000306538194,,4.703957828696901,4.177182522112727,95.5359446674312,,0.21774194,0.09677419,0.12096774,28.0,37,0,,,,0.329268292,1.6071429666207837,0.3125,0.8,0.125,0,0.2678571428571428,1.500000102179398,115.90957482441036,118.51161301741335,3.6393925731706185,0.3030303,,0.19402984999999995,,-0.6131819486618042,-0.5694791837090448,27,12,0,5,0,0,0
Aaron Thompson,999,457744,PIT,-0.1438893303275108,,-0.15,7.043481473437442,,8.503649654010983,7.0786604466030205,89.19725294237013,,0.02439024,0.14634146,-0.12195122,7.2,4,1,,,,0.363636363,2.347827157812481,0.34375,0.80246914,0.166666666,0,0.3714285714285714,2.4782619999131743,189.70606356025445,227.23384705973987,7.0805479249330405,0.2625,,0.10169492000000002,,-0.0003199055790901,0.4771035114232834,1,6,0,2,0,0,0
Jake Arrieta,4153,453562,BAL,-0.1452134400606155,,0.62,5.05307284107199,,5.338235546372026,4.524347440213141,93.28819322183098,,0.17782027,0.11281071,0.06500956,119.1,22,22,,,,0.457063711,1.583798950186743,0.2716763005780346,0.72678331,0.15,0,0.25,1.458100620806843,120.25801451420668,126.57631346361222,4.524503548912898,0.27844588,,0.17986424999999995,,-1.1605559587478638,-0.4996080448950797,93,59,4,21,12,0,0
Clayton Mortensen,3166,489150,COL,-0.1455473157111555,,0.48,3.857142941221901,,5.339672050515,4.669179805926863,87.39190162360335,,0.12295082,0.09836066,0.02459016,58.1,16,6,,,,0.527173913,1.3885714588398843,0.2569832402234637,0.74561404,0.14516129,0,0.2522935779816513,1.3542857438068008,87.9070456690891,130.46810390642403,4.680935984865675,0.25319149,,0.16137566000000003,,-0.7428420186042786,-0.677908232964975,30,24,2,9,3,0,0
Pedro Beato,1330,474039,NYM,-0.1485792696475982,,-0.76,4.2985084416422925,,4.219416408460275,4.636775324073829,93.66696592298288,,0.13780919,0.09540636,0.04240283,67.0,60,0,,,,0.47368421,0.6716419440066081,0.2596153846153846,0.59036145,0.067567567,0,0.2341269841269841,1.2835823818792955,116.29589312895372,111.76190935309648,4.361843016494786,0.31098696,,0.17634408999999995,,-0.2079100161790847,0.2454370087553099,39,27,4,5,0,0,0
Dan Cortes,4027,451135,SEA,-0.1537923663854599,,-0.15,5.906247183681877,,5.650385034084917,5.962698482345934,95.05178993626645,,0.06,0.12,-0.06,10.2,10,0,,,,0.435897435,0.8437495976688396,0.3076923076923077,0.69892473,0.076923076,0,0.3023255813953488,1.781249150634217,154.45329162874336,144.2348329996609,5.792474444216061,0.25925926,,0.14814815000000003,,-0.5212379693984985,-0.4497396770021666,3,6,1,1,0,0,0
Mason Tobin,2534,474226,TEX,-0.1550097167491912,,-0.12,6.750000402331376,,8.837886632233879,8.284772565030234,93.9776893028846,,0.0,0.20833333,-0.20833333,5.1,4,0,,,,0.388888888,1.687500100582844,0.2352941176470588,0.625,0.125,0,0.2777777777777778,1.8750001117587156,155.9470669561448,210.0450488997388,8.428325164490365,0.18,,0.08571428999999997,,0.0632060095667839,0.277496292390627,0,5,1,1,0,0,0
Sergio Mitre,1773,429901,- - -,-0.1567954011261463,,-0.11000000000000001,4.460869491231015,,4.460168870680725,4.655338967153049,89.17367362976074,,0.0952381,0.08333333,0.01190476,38.1,26,0,,,,0.525925925,0.704347814404897,0.2706766917293233,0.62992126,0.081081081,0,0.2565789473684211,1.382608672720724,111.92702446152856,111.23766536451026,4.44358374620604,0.30604982,,0.14925372999999997,,-0.2412120327353477,0.0683325847869729,16,14,2,3,0,0,0
Ramon Ortiz,27,150009,CHC,-0.16014464199543,,-0.2,4.860001019668793,,4.855386669731221,4.135958449346663,91.16773193359376,,0.17730496,0.07801418,0.09929078,33.1,22,2,,,,0.403846153,1.6200003398895977,0.2525252525252525,0.6547619,0.139534883,0,0.2384615384615384,1.260000264358576,122.74305972679844,124.98668627088172,3.89135652074784,0.33695652,,0.24901185999999997,,0.0433399975299835,0.0214499020529035,25,11,0,6,1,0,0
Mitch Stetter,5579,449777,MIL,-0.1626245081424713,,-0.02,5.142860996482779,,5.59681678402325,4.395044790250475,,,0.22580645,0.03225806,0.19354839,7.0,16,0,,,,0.095238095,2.57143049824139,0.3,0.83333333,0.142857142,0,0.2758620689655172,1.285715249120695,132.78542207774532,141.07041372592988,3.822518684064052,0.22580645,,0.16176471000000003,,-0.0762699916958808,-0.0552372346685859,7,1,1,2,0,0,0
Jeff Stevens,3367,459999,CHC,-0.1635155975818634,,-0.01,5.142862397802623,,7.168247661789529,6.208430474275373,90.86490531589672,,0.12903226,0.22580645,-0.09677419,7.0,4,0,,,,0.421052631,1.2857155994506555,0.1666666666666666,0.75471698,0.2,0,0.1739130434782608,1.571430177106357,129.8869411560767,184.91168555996936,6.6339151321393866,0.28915663,,0.17460317000000003,,-0.0552019998431205,-0.1050936234463516,4,7,1,1,0,0,0
Maikel Cleto,5529,521055,STL,-0.1655086576938629,,-0.23,12.4615476032753,,9.025390687358858,4.474915015122509,99.08809988839286,,0.24,0.16,0.08,4.1,3,0,,,,0.4,4.153849201091767,0.3846153846153846,0.6097561,0.4,0,0.3333333333333333,2.538463400667191,336.9776863563795,241.7582632594369,4.121894444216061,0.359375,,0.30952380999999995,,-0.1495959907770156,-0.4854792248556765,6,4,0,2,0,0,0
Brian Burres,3425,434638,PIT,-0.1676927953958511,,0.17,3.857142857142857,,6.168243428639003,4.876739670336246,89.59424732349537,,0.16666667,0.06666667,0.1,14.0,5,2,,,,0.255813953,2.5714285714285716,0.1904761904761904,0.96153846,0.148148148,0,0.2142857142857142,1.1428571428571428,103.8866064711916,164.59594627648465,4.665351104680609,0.28571429,,0.16504854000000002,,-0.1260019964538514,0.2253104157663416,10,4,0,4,0,0,0
Jeff Gray,7718,462522,- - -,-0.1698142699897289,,0.22,4.282757043283433,,4.51504090953262,4.686772244304699,93.24398857250549,,0.10697674,0.09767442,0.00930233,48.1,30,0,,,,0.49704142,0.7448273118753798,0.2891566265060241,0.74561404,0.083333333,1,0.2694300518134715,1.5103442713028534,110.1158752280533,113.1600466528284,4.5971393399892735,0.30050505,,0.14571429000000002,,-0.2085240483283996,-0.0910850817324469,23,21,1,4,0,0,0
Greg Reynolds,5712,453353,COL,-0.1753355115652084,,-0.19,6.1875,,5.3691362857818605,4.54121596487239,89.88911707261029,,0.125,0.06944444,0.05555556,32.0,13,3,,,,0.421052631,1.6875,0.3119266055045872,0.68075117,0.146341463,0,0.3007518796992481,1.5625,141.0175493535584,131.19228490513615,4.462341274171184,0.23651452,,0.0982906,,-0.0726399570703506,0.0951761590369779,18,10,1,6,1,0,0
David Purcey,8360,453515,- - -,-0.1754645556211471,,-0.27999999999999997,5.613863559462349,,4.896674138935977,5.542350957198206,93.69748833143736,,0.14012739,0.17197452,-0.03184713,33.2,33,0,,,,0.415094339,0.5346536723297475,0.2924528301886792,0.68181818,0.052631578,0,0.2538461538461538,1.782178907765825,135.54737516437598,121.13860703385964,5.569921150796265,0.23314607,,0.14776632,,-0.5034920256584883,-0.4915120466897825,22,27,0,2,0,0,0
Ryan Mattheus,7169,458919,WSN,-0.1801445633172989,,0.46,2.812501341105147,,4.2753868818285925,5.243168776672926,93.97144122456396,,0.08823529,0.11029412,-0.02205882,32.0,35,0,,,,0.490196078,0.2812501341105147,0.2358490566037736,0.76923077,0.028571428,0,0.2184873949579832,1.2812506109479005,73.85382253951548,111.35375109961024,5.181060796415314,0.20634921,,0.14285714000000005,,0.0388760268688201,-0.3705389722570679,12,15,2,1,0,0,0
Kelvin Herrera,6033,516969,KCR,-0.1857497245073318,,-0.23,13.5,,11.02538628578186,7.037900906801224,97.85085130774456,,0.0,0.0,0.0,2.0,2,0,,,,0.285714285,4.5,0.1428571428571428,0.0,0.25,0,0.25,1.0,324.73165843533394,272.93946595855823,6.218583272849098,0.33333333,,0.0,,-0.3616459965705871,-0.207214434243607,0,0,1,1,0,0,0
Pedro Viola,5971,501638,BAL,-0.1870857030153274,,-0.09,9.818165006745176,,13.11627809826996,5.563468065674509,93.02364226310485,,0.2,0.1,0.1,3.2,4,0,,,,0.285714285,7.363623755058882,0.2727272727272727,1.0,0.333333333,0,0.3333333333333333,2.181814445943372,233.66238069775255,309.7683192362054,4.274593644216061,0.36734694,,0.21739129999999995,,-0.0205520000308752,0.4610860266153909,4,2,0,3,0,0,0
Ramon Troncoso,4685,470462,LAD,-0.1877099871635437,,-0.37,6.750001893324542,,5.187151598023053,3.538812642935825,92.22784423828124,,0.13592233,0.03883495,0.09708738,22.2,18,0,,,,0.523809523,1.9852946745072184,0.4125,0.68571429,0.227272727,0,0.3838383838383838,1.8529416962067369,185.15651580791751,136.71803329125336,3.3494113649626627,0.28571429,,0.18452380999999995,,-0.1575379967689514,-0.5900372323963714,14,4,0,5,0,0,0
James Russell,4089,460701,CHC,-0.1898184418678283,,0.01,4.123153329205191,,4.769228912470794,4.4874364589586895,89.26929408482142,,0.14726027,0.04794521,0.09931507,67.2,64,5,,,,0.376106194,1.5960593532407192,0.2895927601809955,0.73138298,0.110091743,0,0.2753623188405797,1.3300494610339326,104.13340517855907,122.75438456303648,4.062306508954399,0.34939759,,0.20925925999999995,,-0.9302861392498016,-0.2433121516734626,43,14,2,12,0,0,0
Randall Delgado,5985,517414,ATL,-0.1922561377286911,,0.77,2.8285714285714287,,5.139672000067575,4.969503245609148,93.13184506425232,,0.12244898,0.0952381,0.02721088,35.0,7,7,,,,0.383928571,1.2857142857142858,0.2201834862385321,0.86486486,0.106382978,0,0.2196969696969697,1.2285714285714286,75.05722550210959,136.8119024376873,5.111916071860318,0.29752066,,0.18656715999999995,,0.3202140629291534,-0.0690132126550801,18,14,1,5,1,0,0
Vin Mazzaro,5231,476570,KCR,-0.1954885690938681,,-0.8,8.258824456026915,,5.84891601433807,5.920177117106867,92.87887274050244,,0.07633588,0.11450382,-0.03816794,28.1,7,4,,,,0.431372549,1.2705883778502944,0.3465346534653465,0.58704453,0.093023255,0,0.3391304347826087,1.9058825667754415,198.65938980236405,145.2101092565366,5.8940779323324906,0.22510823,,0.14027149000000005,,-0.424855962395668,0.0967648194218887,10,15,1,4,2,0,0
Brian Sanches,2739,430083,FLA,-0.2016701400279998,,0.23,3.9405417999762022,,4.6307922042906835,4.744112298126544,88.37093927556818,,0.1962963,0.13333333,0.06296296,61.2,39,2,,,,0.33898305,1.0216219481419784,0.2616279069767442,0.72319202,0.089743589,0,0.2241379310344827,1.427027483118954,101.7540953691227,122.25798423621536,4.365505817730276,0.28970332,,0.22594141999999995,,-0.3973879739642143,-0.7076256507734594,53,36,2,7,0,0,0
Elih Villanueva,8796,534631,FLA,-0.2028732597827911,,-0.36,24.0,,12.02538628578186,10.204567573467893,89.74525188577586,,0.1,0.25,-0.15,3.0,1,1,,,,0.25,3.0,0.3636363636363636,0.3125,0.166666666,0,0.3571428571428571,3.3333333333333335,619.7366790713128,318.81656955051085,8.21981364421606,0.28888889,,0.05882352999999996,,-0.4303559958934784,-0.0296601335098097,2,5,1,1,0,0,0
