fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
,2.87,3.6077586206896552,,3.1445238277829928,,,0.14853556,0.05125523,0.09728033,232.0,34,34,,,,,0.5818965517241379,0.2891566265060241,0.69847328,,0,0.2555309734513274,1.206896551724138,97.49811511074516,83.95983473448587,,,,1.8713279962539673,-0.0494563727185435,142,49,3,15,19,8,3
,6.79,2.987704918032787,,3.4909766259740613,,,0.1386037,0.04106776,0.09753594,244.0,34,34,,,,,0.8483606557377049,0.2609819121447028,0.77938671,,0,0.2414163090128755,1.0860655737704918,69.93127257299406,86.9487499233501,,,,2.4828081130981445,-0.4335372888150286,135,40,2,23,23,4,1
,5.07,2.7799718314531288,,3.143459924546,,,0.14752371,0.06427819,0.08324552,236.1,34,33,,,,,0.4569816709238019,0.252387448840382,0.72072072,,1,0.2225988700564971,1.0916784360957492,78.08892791537157,85.3344767942684,,,,1.4094899594783783,-1.5344231897995622,140,61,3,12,24,5,1
,5.06,3.0713073800754356,,3.0900261463636887,,,0.17237009,0.05703422,0.11533587,196.1,28,28,,,,,0.5500849038941078,0.2606473594548552,0.70722057,,0,0.2244897959183673,1.0696095353496542,74.71004392686386,79.8797685178566,,,,3.8165879249572754,0.3984275593770503,136,45,9,12,19,7,2
,3.94,3.807692307692307,,3.442269185873178,,,0.15531661,0.03464755,0.12066906,208.0,34,34,,,,,0.9519230769230768,0.2725880551301684,0.68091451,,0,0.2484472049689441,1.1009615384615383,92.68571271554109,83.8132916832736,,,,1.060811996459961,-0.5636025609906479,130,29,3,22,16,2,2
,5.75,2.391891891891892,,3.1665415351455284,,,0.1359116,0.06850829,0.06740332,222.0,31,31,,,,,0.3648648648648648,0.2517680339462517,0.76123128,,0,0.2228843861740166,1.1216216216216215,65.86757971263646,85.5842481244728,,,,2.9394960403442383,0.5785939896958276,123,62,4,9,21,9,5
,4.32,2.622611146354536,,3.089807129018455,,,0.17727273,0.08522727,0.09204546,209.1,33,33,,,,,0.4299362535007436,0.2810047095761381,0.75396825,,0,0.2353673723536737,1.2611463436021813,73.66869348840822,83.84808150666848,,,,1.7393720149993896,0.7222999008288529,156,75,2,10,24,2,1
,4.31,3.429729446845848,,3.6624874145502297,,,0.15794574,0.08914729,0.06879845,246.2,35,35,,,,,0.6567567025875027,0.2758620689655172,0.72531901,,0,0.241711229946524,1.28918908285695,80.27745422627747,91.15551449357578,,,,2.0314998626708984,-0.1390246002158561,163,92,5,18,20,10,2
,2.65,2.7670806797790366,,1.737718328464399,,,0.30841121,0.0771028,0.23130841,107.1,81,0,,,,,0.2515527890708215,0.2984496124031007,0.71299639,,23,0.2035623409669211,1.052795006111216,66.91157707923662,42.48050791187239,,,,3.3364241123199463,-0.2652287726296456,132,33,2,3,0,0,0
,3.25,3.6000002891139213,,3.0294149488095115,,,0.19011407,0.07097592,0.11913815,190.0,27,27,,,,,0.5684210982811455,0.3045774647887324,0.72183099,,0,0.2534246575342466,1.2684211544977413,99.36260762517168,81.25311283854634,,,,1.1177719831466677,0.0265377685758525,150,56,3,12,16,3,1
,2.91,3.2887219554343297,,3.419640524649245,,,0.15511551,0.06490649,0.09020902,221.2,31,31,,,,,0.6902255955849828,0.2670537010159651,0.72742475,,0,0.2373081463990554,1.172932384654219,87.96060486026502,88.70950783372959,,,,1.033999800682068,-0.9118196702296206,141,59,3,17,21,4,0
,3.6,3.0681817516807697,,3.362832986070844,,,0.14534289,0.06345957,0.08188332,234.2,35,35,,,,,0.6136363503361539,0.3037135278514589,0.75799722,,0,0.2686403508771929,1.308238608008328,85.14245311489164,90.80245541472796,,,,0.6580022573471069,-0.1497937862085046,142,62,3,16,23,5,2
,5.43,3.801161018866307,,3.517559446978106,,,0.156283,0.0813094,0.0749736,229.2,36,36,,,,,0.6269956319779476,0.2702702702702703,0.70182094,,0,0.2376009227220299,1.2322205822899943,99.49837620149516,91.8030482718119,,,,1.076241970062256,-1.0098381136531358,148,77,3,16,22,5,0
,4.53,3.4876632028773336,,3.543684264977187,,,0.13487882,0.05900948,0.07586934,229.2,36,36,,,,,0.705370085975191,0.2611036339165545,0.67666126,,0,0.2384701912260967,1.1669085372922914,91.292324556011,92.49734821390312,,,,1.6229599714279177,-0.9224763614717711,128,56,4,18,22,1,1
,4.36,3.0269058295964126,,3.5463136839759724,,,0.1839207,0.06497797,0.11894273,223.0,33,33,,,,,0.9282511210762332,0.2610687022900763,0.80516014,,0,0.229585798816568,1.1345291479820627,80.9580351377562,92.0574675285584,,,,2.7798521518707275,0.8672390354299626,167,59,4,23,25,4,1
,2.93,3.812977321303117,,3.405349076954986,,,0.1922043,0.07526882,0.11693548,174.2,27,27,,,,,0.8244275289304037,0.3149905123339658,0.72610294,,0,0.2653061224489796,1.3625954992044171,92.16946377774924,84.04953050816377,,,,0.121827982366085,0.4172657831487732,143,56,2,16,16,2,1
,1.16,3.170040681663895,,1.543989752611726,,,0.37125749,0.0748503,0.29640719,82.1,67,0,,,,,0.5465587382179129,0.3444444444444444,0.70588235,,31,0.2168284789644013,1.1174089759121777,84.09263447104713,38.54449883169196,,,,2.36012601852417,0.2515169717550842,124,25,0,5,0,0,0
,1.97,3.8969067786297606,,3.951459614470976,,,0.09538784,0.04612159,0.04926625,226.1,35,35,,,,,0.8748158074474972,0.2950819672131147,0.71376281,,0,0.282560706401766,1.3254784961325716,94.02360474716998,94.78204537102636,,,,1.0442659854888916,0.5727009182336193,91,44,4,22,20,4,0
,3.54,3.077046671423772,,3.3565333124850647,,,0.15430622,0.05263158,0.10167464,207.2,33,32,,,,,0.7367576537211848,0.2752721617418351,0.75046041,,0,0.2458808618504436,1.1460674613440651,85.38845582094788,90.62909318501748,,,,2.3628624454140663,1.0215501718069278,129,44,3,17,20,2,1
,3.2,2.985576813566618,,3.1586153286095913,,,0.21428571,0.11498258,0.09930314,138.2,23,23,,,,,0.3894230626391241,0.2453333333333333,0.72055138,,0,0.1944444444444444,1.182692264311414,72.19509519429586,76.17012001550346,,,,1.6887840032577517,-0.0888674063607453,123,66,4,6,13,1,0
,4.57,2.9571430720115353,,3.650968877355533,,,0.17249154,0.11837655,0.05411499,210.0,33,33,,,,,0.4714286056829983,0.2691680261011419,0.77974871,,0,0.2265122265122265,1.3380953353224498,75.72052933731227,92.20715477863634,,,,3.2392899990081787,0.9850738806907748,153,105,5,11,22,3,1
,5.1,3.2540718229745784,,3.632603727116936,,,0.13928571,0.06904762,0.0702381,204.2,32,32,,,,,0.6596091533056577,0.2679127725856697,0.74568966,,0,0.2416020671834625,1.197068463406564,81.14385401793304,91.61064575012838,,,,2.449779987335205,-0.5393116625506873,117,58,8,15,19,5,1
,4.63,2.7000001267653304,,3.3264999772066206,,,0.19111111,0.09222222,0.09888889,216.2,33,33,,,,,0.5815384888417635,0.2476038338658147,0.78348778,,0,0.2081280788177339,1.163076977683527,75.53877094059422,92.84164016583678,,,,3.3474559783935547,1.4469549599113485,172,83,5,14,24,4,2
,3.13,4.130914925919179,,3.768979957670801,,,0.11925602,0.07221007,0.04704595,211.1,33,33,,,,,0.6388012772039967,0.2966573816155989,0.70609319,,0,0.2707838479809976,1.3911672259109262,101.06341806372868,93.90008252315492,,,,0.2314379811286926,0.3546041309696499,109,66,6,15,19,6,1
,4.41,3.176470588235294,,3.7576915086484424,,,0.12690952,0.08343126,0.04347826,204.0,32,32,,,,,0.5735294117647058,0.2695252679938744,0.75060533,,0,0.2441860465116279,1.2745098039215683,74.34958826932701,93.49065162003669,,,,2.6787400245666504,0.8110627878217165,108,71,6,13,21,5,3
,2.66,3.923076667258977,,3.89419219507974,,,0.11377246,0.07285429,0.04091816,234.0,34,34,,,,,0.6923076471633489,0.2768647281921618,0.68431912,,0,0.256771397616468,1.324786238399001,97.82622440651292,98.1111136375132,,,,1.507471799850464,0.5471568339636512,114,73,6,18,20,10,2
,3.36,1.6016951223722713,,1.9659001007945665,,,0.32686084,0.05501618,0.27184466,78.2,67,0,,,,,0.6864407667309734,0.2445652173913043,0.80858086,,46,0.1752577319587628,0.8644068914390035,39.069807118791466,48.27341694003497,,,,1.9485440254211424,-0.6338560083231248,101,17,1,6,0,0,0
,7.25,2.9959405219410344,,4.146664445171098,,,0.18447581,0.09677419,0.08770161,246.1,34,34,,,,,1.0960758007101346,0.2349486049926578,0.80894309,,0,0.2125279642058165,1.161028440752217,73.07933744484633,100.39274609993466,,,,2.1464297771453857,1.3396738549429,183,96,2,30,26,7,0
,1.82,3.631236682899239,,3.1420647996887787,,,0.15689382,0.09033281,0.06656101,153.2,24,24,,,,,0.292841667975745,0.2756410256410256,0.6827957,,0,0.2342657342657342,1.2429501907414957,99.9964808096459,84.909218980248,,,,-0.4996979236602783,-0.8987567106801961,99,57,2,5,13,1,0
,3.68,3.267775945953695,,3.5909803121742985,,,0.16375546,0.07532751,0.08842795,220.1,33,33,,,,,0.7352495878395814,0.2559523809523809,0.73504983,,0,0.2261904761904762,1.1754916250027874,91.7912611200016,97.73256693542582,,,,1.7728440761566162,0.3562443747404051,150,69,7,18,21,6,4
,4.38,2.8396552471201733,,3.740213506224607,,,0.1133758,0.05095541,0.06242038,193.1,28,28,,,,,0.7448276058020127,0.2527646129541864,0.7328016,,0,0.2384823848238482,1.117241408703019,70.80992165162084,94.28474648134812,,,,2.887930154800415,-0.425907473983214,89,40,7,16,16,7,2
,4.08,3.800586340198401,,4.104997530603636,,,0.17905759,0.10575916,0.07329843,227.1,34,34,,,,,0.9105571440058668,0.2791411042944785,0.7523066,,0,0.2423167848699763,1.3460409954869337,92.70689107795944,99.39692477654457,,,,1.341539978981018,2.606018064854307,171,101,8,23,21,4,2
,2.42,3.53883537741411,,3.1033035696682143,,,0.13148789,0.05190311,0.07958478,137.1,31,16,,,,,0.39320393082379,0.3021739130434782,0.68366165,,1,0.2675276752767527,1.27427199804006,86.5781081479751,77.54949328324669,,,,0.2818199098110199,-0.8204092510889908,76,30,6,6,6,3,1
,3.29,3.3804172216308572,,3.5587804598875734,,,0.17969662,0.07701284,0.10268378,207.2,36,27,,,,,0.823434964243414,0.256910569105691,0.73381951,,0,0.2246192893401015,1.17014442287222,91.35431220559532,95.24761381398078,,,,0.1787239359691739,-0.0883802250835157,154,66,3,19,16,3,2
,1.85,2.982857402941668,,3.364302197250059,,,0.14130435,0.07336957,0.06793478,175.0,31,27,,,,,0.4628571832150864,0.2859680284191829,0.71297148,,0,0.2514792899408284,1.2800001116071529,82.774691049265,90.84288698986848,,,,-0.42153400182724,-0.8507514606542838,104,54,6,9,17,4,2
,0.51,4.507826101909558,,3.836600292805778,,,0.17533253,0.10640871,0.06892382,191.2,34,32,,,,,0.7513043503182597,0.2951388888888889,0.69400631,,0,0.2523744911804613,1.4295652221333552,112.78101904636787,95.51378311468234,,,,0.1013001427054405,-0.0351724830335814,145,88,2,16,17,2,0
,1.76,3.5643563346761855,,3.533948526905047,,,0.16527943,0.09155767,0.07372176,202.0,44,29,,,,,0.5792079043848801,0.2635914332784184,0.70945946,,0,0.227931488801054,1.23762372731812,100.43545616314356,94.93778181660454,,,,0.747026190161705,-0.0724781277623016,139,77,5,13,18,2,1
,4.11,3.0766204562239485,,3.704453608810289,,,0.17123288,0.11506849,0.05616438,169.2,25,25,,,,,0.5304518027972325,0.2800788954635108,0.76548673,,0,0.2367601246105919,1.390962505112743,75.92077524268336,92.4641965791927,,,,2.2025859355926514,1.0512748347866916,125,84,4,10,19,5,1
,1.74,4.010869565217392,,3.763339419986891,,,0.14248021,0.06992084,0.07255937,184.0,31,26,,,,,0.8315217391304348,0.2728842832469775,0.69688109,,0,0.2485795454545454,1.2391304347826086,99.83044316094552,93.01377599969372,,,,0.5025620460510254,-0.3516872904387315,108,53,1,17,14,3,1
,1.09,4.239329576443577,,4.186523503994999,,,0.08385744,0.08280922,0.00104822,218.2,35,33,,,,,0.6585366332339537,0.3101673101673101,0.70659062,,0,0.2943871706758305,1.536585477545892,102.2854974808184,100.34448938796106,,,,0.8057500422000885,0.7359136954379173,80,79,2,16,18,8,2
,5.18,3.3803487346751635,,3.820865454488104,,,0.1578341,0.07488479,0.08294931,210.1,35,35,,,,,0.8985737142807397,0.2616822429906542,0.73813708,,0,0.23625,1.2076070022608882,88.4832840349579,99.86378743016756,,,,1.997454047203064,0.3505825575330674,137,65,3,21,17,3,1
,2.95,3.978476921699901,,4.003081746697609,,,0.25646794,0.17097863,0.08548931,201.1,33,33,,,,,0.6705298182640282,0.2821576763485477,0.74489796,,0,0.2082758620689655,1.5049669254370412,96.1700145648675,98.57248119408727,,,,0.4209721684455871,0.5446225556796929,228,152,12,15,19,2,1
,1.48,3.2513091602672284,,3.630599896185844,,,0.09398496,0.04761905,0.04636592,191.0,30,30,,,,,0.6125654939633909,0.2893553223388306,0.70623917,,0,0.2728476821192053,1.277487013051858,89.20994065305572,97.3426406299459,,,,-0.2013800889253616,-0.1166579969325183,75,38,5,13,19,3,0
,3.25,1.8685123573636329,,2.4612670044468388,,,0.20698925,0.07795699,0.12903226,96.1,51,0,,,,,0.1868512357363632,0.2357414448669201,0.76754386,,3,0.1871345029239766,0.9653980513045436,46.50722584073965,61.28685339723896,,,,3.0314760208129883,0.0587089185058284,77,29,1,2,0,0,0
,1.44,4.599557781721998,,3.61236793518076,,,0.08993902,0.06707317,0.02286585,150.2,25,24,,,,,0.4181416165201816,0.292817679558011,0.63976378,,0,0.2725779967159277,1.3938053884006056,112.52883182991546,90.0533201985222,,,,-1.235450029373169,-0.699375203063638,59,44,3,7,13,2,1
,3.88,3.780822181236384,,4.234726254205959,,,0.12595005,0.08143322,0.04451683,219.0,34,34,,,,,0.863013758760479,0.2482065997130559,0.73131955,,0,0.2326139088729016,1.2283105878654437,91.42515310499998,101.68481929357674,,,,1.4554499387741089,-0.0475096436589259,116,75,12,21,19,1,0
,2.89,2.3000001949734323,,2.322397345790153,,,0.20057307,0.05730659,0.14326648,90.0,66,0,,,,,0.2000000169542115,0.2784313725490196,0.72668113,,2,0.2232415902140672,1.0333334209300928,55.98592010345349,56.967065113773394,,,,2.238460063934326,-0.2098365661725441,70,20,2,2,0,0,0
,0.78,4.3522394998049725,,3.016924779883049,,,0.15631692,0.07066381,0.08565311,111.2,18,18,,,,,0.4029851388708307,0.2865168539325842,0.63157895,,0,0.2465437788018433,1.2537315431536955,112.52612889808223,78.06543297499803,,,,0.301582008600235,-0.4665201388169534,73,33,0,5,8,4,0
,2.29,3.849712001305377,,3.647638448326964,,,0.17373461,0.09439124,0.07934337,173.0,53,21,,,,,0.6763007569860796,0.2785299806576402,0.71428571,,2,0.2389649923896499,1.3063587271696924,89.37166923167541,89.9141923787964,,,,1.2613658122718334,-0.169941937658314,127,69,5,13,10,1,0
,2.61,3.96829979906549,,3.832675990771319,,,0.13469388,0.05510204,0.07959184,231.1,35,35,,,,,0.9726224997709532,0.3046875,0.72401434,,0,0.28,1.3530259663480373,109.5279400576499,103.2569831878461,,,,-0.2364801168441772,0.9054499161845284,132,54,1,25,20,3,0
,3.06,3.7210084987866954,,4.131361009149126,,,0.13070284,0.06041924,0.0702836,198.1,40,28,,,,,1.0890756581814718,0.2603174603174603,0.73515093,,1,0.2473684210526315,1.1949580138380038,89.97878117487437,99.23401884104176,,,,2.1800361275672913,1.3693011052218154,106,49,2,24,16,2,0
,2.02,3.455357142857143,,2.8914450100490026,,,0.15433404,0.06765328,0.08668076,112.0,21,21,,,,,0.2410714285714285,0.3027777777777777,0.7320442,,0,0.2568807339449541,1.2857142857142858,97.060384496556,78.35266386858555,,,,0.8153259754180908,-0.1119315313595877,73,32,5,3,11,0,0
,0.99,3.8506713381093345,,3.7416368099651,,,0.11491443,0.05501222,0.0599022,198.2,31,31,,,,,0.7248322518794041,0.2621951219512195,0.66636029,,0,0.2454308093994778,1.1728188519993137,105.6553359321026,100.37250267378067,,,,-1.1229000091552734,-2.017357621410227,94,45,7,16,17,3,0
,0.33,4.180645174151529,,3.799279114334194,,,0.14719101,0.06741573,0.07977528,206.2,36,34,,,,,0.8274193573841567,0.3044776119402985,0.71321321,,0,0.2719512195121951,1.369354842922318,117.8010742184393,102.19562383625642,,,,-1.6110040098428726,0.6234881903180232,131,60,10,19,18,3,1
,1.06,3.1764713558455764,,2.2991695038660476,,,0.22570533,0.09090909,0.13479624,73.2,72,0,,,,,0.1221719752248298,0.3379629629629629,0.74074074,,31,0.2560553633217993,1.3981903831286082,79.0622925991177,57.33710775053078,,,,-0.6526860594749451,-0.8920975100843824,72,29,1,1,0,0,0
,3.62,3.68600663397953,,4.150952499885857,,,0.12872467,0.09177592,0.03694875,195.1,30,30,,,,,0.737201326795906,0.2914012738853503,0.75872534,,0,0.2646276595744681,1.4129692096921531,89.10025586488712,102.16525730479913,,,,0.7104479670524597,1.0976005247486065,108,77,10,16,14,5,3
,1.42,3.243506814883028,,2.836250202924008,,,0.27400468,0.07259953,0.20140515,102.2,75,0,,,,,0.8766234634818995,0.2819548872180451,0.74285714,,15,0.2162849872773536,1.1298702418211148,83.86010603269669,73.2902414147111,,,,2.092617988586426,0.3419956456371633,117,31,3,10,0,0,0
,1.28,3.781512847484483,,3.0658147714171884,,,0.16732283,0.07480315,0.09251969,119.0,31,15,,,,,0.4537815416981379,0.3148148148148148,0.71979434,,0,0.2665245202558635,1.3697479869777127,102.19374788059557,81.81514863664586,,,,0.8745980560779572,0.5207619798321848,85,38,1,6,11,1,1
,-0.44,5.684210526315789,,3.5775352356129124,,,0.14808652,0.06988353,0.078203,133.0,26,26,,,,,0.6766917293233082,0.3480176211453744,0.62376238,,0,0.3037974683544304,1.5789473684210529,138.26933144678085,92.26605241786228,,,,-1.7735899686813354,-0.2622971921637687,89,42,6,10,6,0,0
,2.7,3.1848592404878437,,3.7747448335302143,,,0.14962594,0.0872818,0.06234414,189.1,31,31,,,,,0.7130281881689203,0.2794612794612794,0.75536481,,0,0.2482853223593964,1.3257042609659184,89.4621452049247,102.82357320799284,,,,-0.4273797869682312,0.2770177606066092,120,70,3,15,23,2,1
,2.13,3.573529211295116,,3.8042600828883586,,,0.1628533,0.09017497,0.07267833,181.1,30,30,,,,,0.7444852523531492,0.247191011235955,0.72361809,,0,0.2194029850746268,1.1801469926190662,98.05106593904968,102.0813026686013,,,,0.6621100306510925,-0.5539976744800863,121,67,6,15,19,0,0
,2.51,3.117936351724487,,3.5780895008571747,,,0.23146474,0.09403255,0.13743219,135.2,49,8,,,,,0.9950860696993044,0.2689075630252101,0.8041958,,1,0.222,1.2014742915628638,78.00745439586554,89.16728283586714,,,,0.5668520331382751,-0.3238467750604517,128,52,1,15,2,0,0
,3.13,2.2330827067669174,,3.622648017567799,,,0.17690875,0.05027933,0.12662942,133.0,19,19,,,,,1.0827067669172932,0.2512562814070351,0.83881579,,0,0.2278978388998035,1.075187969924812,59.726333892606306,94.07497679062612,,,,2.458264112472534,0.9108039296117294,95,27,1,16,16,3,2
,2.3,2.3424659982410585,,2.444771777274882,,,0.22333333,0.04333333,0.18,73.0,67,0,,,,,0.6164384205897523,0.3023255813953488,0.84210526,,47,0.2439024390243902,1.1369864201988764,64.27295664116734,64.98497248416987,,,,3.201986074447632,0.5780046823675065,67,13,0,5,0,0,0
,2.87,3.600000588553389,,4.027159487276693,,,0.12117177,0.07989348,0.0412783,175.0,35,25,,,,,0.7714286975471547,0.3080895008605852,0.74261603,,0,0.2823871906841339,1.4514288087183502,87.02126865342817,99.15749161222128,,,,-0.1840538382530212,0.1445944863300363,91,60,4,15,14,1,0
,3.11,3.439491030855536,,3.6391703480295896,,,0.12102874,0.07110439,0.04992436,157.0,38,18,,,,,0.5732485051425894,0.273076923076923,0.71957672,,3,0.2491803278688524,1.2675161391486145,83.66617020109526,93.83203347839472,,,,-0.2033659815788269,-1.0077757011945263,80,47,4,10,10,1,1
,1.06,4.185000638580419,,3.3732308032989624,,,0.15647482,0.04496403,0.11151079,133.1,36,20,,,,,0.8100001235962103,0.3037383177570093,0.67444877,,1,0.269449715370019,1.2525001911163622,115.50903971307991,90.67132073238729,,,,-1.1299178898334503,-0.8563985214863974,87,25,4,12,6,0,0
,2.93,1.983674272428724,,2.525118345596596,,,0.15755627,0.04180064,0.11575563,81.2,70,0,,,,,0.2204082524920804,0.2489795918367346,0.75797872,,1,0.2128378378378378,0.9306126216332286,48.38734296419117,61.63849228539103,,,,1.2171539068222046,-0.4153693303213599,49,13,2,2,0,0,0
,2.38,2.907692751371011,,3.261884632462731,,,0.17579909,0.07762557,0.09817352,108.1,39,11,,,,,0.4984616145207448,0.273015873015873,0.76860841,,1,0.2311557788944723,1.1630771005484044,77.13325103664415,83.26179876509904,,,,-0.1523120980709791,-1.1720279539654743,77,34,6,6,7,0,0
,2.74,3.768404467014656,,4.530577154119008,,,0.11630435,0.08478261,0.03152174,217.1,33,33,,,,,1.076686990575616,0.2701555869872701,0.76362241,,0,0.2583333333333333,1.3573618043581483,90.92313269516862,108.48601708714114,,,,0.8330039978027344,-0.2246869039470226,107,78,2,26,16,3,2
,0.97,4.590493345355139,,4.029405247519902,,,0.14877102,0.07373868,0.07503234,182.1,31,31,,,,,1.0365630134672894,0.3017241379310345,0.70214669,,0,0.2737430167597765,1.3875684783451017,119.915856728346,105.2330375069126,,,,-1.33801007270813,0.0451770701884219,115,57,0,21,13,1,1
,1.67,2.881423880706386,,2.926876992994134,,,0.17039106,0.09497207,0.07541899,84.1,60,0,,,,,0.2134388059782508,0.3026819923371647,0.76648841,,21,0.25,1.363636815972158,69.52228407266546,70.53679237096195,,,,4.529970169067383,1.2577202805613403,61,34,0,2,0,0,0
,3.38,2.7110659976186904,,3.8393374354888903,,,0.17378498,0.089838,0.08394698,162.2,28,28,,,,,0.8299181625363338,0.2693110647181628,0.81052632,,0,0.2352941176470588,1.260246098666285,74.38666236655342,103.0384576869211,,,,0.5104138851165771,0.5282247021155836,118,61,6,15,17,1,0
,1.5,2.960526315789474,,2.842572829597875,,,0.2909699,0.03010033,0.26086957,76.0,67,0,,,,,1.3026315789473684,0.256544502617801,0.80586081,,43,0.2076124567474048,0.9078947368421052,75.80716059035085,72.08795317245331,,,,2.066488027572632,-0.3552061165113709,87,9,1,11,0,0,0
,2.67,4.084871078709174,,4.112188359655832,,,0.10193548,0.07612903,0.02580645,180.2,30,29,,,,,0.6476015124782837,0.2864157119476268,0.70719603,,0,0.267425320056899,1.3671587485652654,99.3651432304514,105.85013839381637,,,,0.3051340132951736,0.5527404171184733,79,59,13,13,15,1,0
,2.21,2.8745250483784894,,3.4602935321286057,,,0.14899713,0.06017192,0.08882522,87.2,12,12,,,,,0.7186312620946224,0.2611940298507462,0.76233184,,0,0.2354740061162079,1.1178708521471905,71.54685655835067,85.62961417096456,,,,0.7524199485778809,-0.2017736051454515,52,21,1,7,9,2,0
,0.06,3.743181688371773,,3.939821595830367,,,0.11848341,0.07740916,0.04107425,146.2,24,24,,,,,0.7363636108272341,0.2888888888888888,0.69767442,,0,0.2663230240549828,1.3909090426736643,100.11564670798263,102.45784465254464,,,,-0.816972017288208,-0.1080585504942439,75,49,2,12,14,1,1
,1.95,2.324504074666433,,2.4385120442663832,,,0.27894737,0.05789474,0.22105263,50.1,49,0,,,,,0.7152320229742871,0.2377049180327868,0.80729167,,32,0.1843575418994413,0.8741724725241287,56.20950437031092,59.096398048608975,,,,2.5136759281158447,0.4086122370211258,53,11,0,4,0,0,0
